huntCode,species,sex,huntType,huntClass,area,unitCode,unitNames,weapon,conditions,permitCount,organizations,averageValue,sourceSpecies,sourceRowStart,sourceRowNumbers,matchedPermitRegister,matchedRegisterLabel,matchedCanonicalHunts,boundaryIds,sourceHuntCodes
CP-DESERT-BIGHORN-SHEEP-LA-SAL-POTASH-SOUTH-CISCO-RAM-ANY-LEGAL-WEAPON,Desert Bighorn Sheep,Ram,Conservation,SFW,"La Sal, Potash/South Cisco",la-sal-potash-south-cisco,"Henry Mtns/La Sal, Potash/South Cisco/San Juan, Lockhart/San Juan, South/San Rafael, Dirty Devil Conservation | San Rafael, Dirty Devil",Any Legal Weapon,Any Legal Weapon,1,SFW,60833.33,Desert Bighorn Sheep,74,74,true,San Rafael Dirty Devil Conservation,false,193 | 94,DS1004 | DS6615
CP-DESERT-BIGHORN-SHEEP-PINE-VALLEY-BEAVER-DAM-RAM-ANY-LEGAL-WEAPON,Desert Bighorn Sheep,Ram,Conservation,UWSF,"Pine Valley, Beaver Dam",pine-valley-beaver-dam,"Pine Valley, Beaver Dam",Any Legal Weapon,Any Legal Weapon,1,UWSF,73214.29,Desert Bighorn Sheep,75,75,true,Pine Valley Beaver Dam Conservation,false,305,DS6605
CP-DESERT-BIGHORN-SHEEP-SAN-RAFAEL-DIRTY-DEVIL-RAM-ANY-LEGAL-WEAPON,Desert Bighorn Sheep,Ram,Conservation,SCI,"San Rafael, Dirty Devil",san-rafael-dirty-devil,"Henry Mtns/La Sal, Potash/South Cisco/San Juan, Lockhart/San Juan, South/San Rafael, Dirty Devil Conservation | San Rafael, Dirty Devil",Any Legal Weapon,Any Legal Weapon,1,SCI,73333.33,Desert Bighorn Sheep,76,76,true,San Rafael Dirty Devil Conservation,false,193 | 94,DS1004 | DS6615
CP-DESERT-BIGHORN-SHEEP-SAN-RAFAEL-SOUTH-RAM-ANY-LEGAL-WEAPON,Desert Bighorn Sheep,Ram,Conservation,UWSF,"San Rafael, South",san-rafael-south,"San Rafael North/South Conservation | San Rafael, South",Any Legal Weapon,Any Legal Weapon,1,UWSF,60833.33,Desert Bighorn Sheep,77,77,true,San Rafael South Conservation,false,194 | 195 | 756,DS1007 | DS6617
CP-DESERT-BIGHORN-SHEEP-STATEWIDE-RAM-ANY-LEGAL-WEAPON,Desert Bighorn Sheep,Ram,Conservation,SFW,Statewide,statewide,Bighorn Sheep - Statewide Conservation,Any Legal Weapon,Any Legal Weapon,1,SFW,140000,Desert Bighorn Sheep,78,78,true,Statewide Bighorn Conservation,false,454,DS6618
CP-ELK-BEAVER-EAST-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,"Beaver, East",beaver-east,"Beaver, East",Any Legal Weapon,"Any Legal Weapon, late | Hunter's Choice",2,SFW,111166.66500000001,Elk,118,118 | 120,true,"Beaver, East Conservation Permit",true,685,EB3000 | EB3024 | EB3025 | EB3077 | EB3102 | EB3158 | EB3159 | EL3000 | EL3024 | EL3025 | EL3077 | EL3158 | EL3159
CP-ELK-BEAVER-EAST-BULL-ARCHERY,Elk,Bull,Conservation,UAA,"Beaver, East",beaver-east,"Beaver, East",Archery,Archery,1,UAA,74000,Elk,119,119,true,"Beaver, East Conservation Permit",true,685,EB3000 | EB3024 | EB3025 | EB3077 | EB3102 | EB3158 | EB3159 | EL3000 | EL3024 | EL3025 | EL3077 | EL3158 | EL3159
CP-ELK-BEAVER-EAST-BULL-MULTISEASON,Elk,Bull,Conservation,MDF,"Beaver, East",beaver-east,"Beaver, East",Multiseason,Multiseason,1,MDF,184166.67,Elk,121,121,true,"Beaver, East Conservation Permit",true,685,EB3000 | EB3024 | EB3025 | EB3077 | EB3102 | EB3158 | EB3159 | EL3000 | EL3024 | EL3025 | EL3077 | EL3158 | EL3159
CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,RMEF,"Book Cliffs, Bitter Creek/East",book-cliffs-bitter-creek-east,"Book Cliffs, Bitter Creek/East",Any Legal Weapon,"Any Legal Weapon, late",1,RMEF,11500,Elk,122,122,true,"Book Cliffs, Bitter Creek/East Conservation Permit",true,747 | 899,EB3160 | EB3161 | EB3162 | EB3163 | EB3164 | EB3165 | EB3166 | EL3160 | EL3161 | EL3162 | EL3163 | EL3164 | EL3166
CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,DSC,"Book Cliffs, Bitter Creek/East",book-cliffs-bitter-creek-east,"Book Cliffs, Bitter Creek/East",Any Legal Weapon,Hunter's Choice,1,DSC,14250,Elk,124,124,true,"Book Cliffs, Bitter Creek/East Conservation Permit",true,747 | 899,EB3160 | EB3161 | EB3162 | EB3163 | EB3164 | EB3165 | EB3166 | EL3160 | EL3161 | EL3162 | EL3163 | EL3164 | EL3166
CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-ARCHERY,Elk,Bull,Conservation,SFW,"Book Cliffs, Bitter Creek/East",book-cliffs-bitter-creek-east,"Book Cliffs, Bitter Creek/East",Archery,Archery,1,SFW,15200,Elk,123,123,true,"Book Cliffs, Bitter Creek/East Conservation Permit",true,747 | 899,EB3160 | EB3161 | EB3162 | EB3163 | EB3164 | EB3165 | EB3166 | EL3160 | EL3161 | EL3162 | EL3163 | EL3164 | EL3166
CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-MULTISEASON,Elk,Bull,Conservation,WCF,"Book Cliffs, Bitter Creek/East",book-cliffs-bitter-creek-east,"Book Cliffs, Bitter Creek/East",Multiseason,Multiseason,1,WCF,17666.67,Elk,125,125,true,"Book Cliffs, Bitter Creek/East Conservation Permit",true,747 | 899,EB3160 | EB3161 | EB3162 | EB3163 | EB3164 | EB3165 | EB3166 | EL3160 | EL3161 | EL3162 | EL3163 | EL3164 | EL3166
CP-ELK-BOULDER-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,MDF,Boulder,boulder,Boulder,Any Legal Weapon,"Any Legal Weapon, late",1,MDF,53500,Elk,126,126,true,Boulder Conservation Permit,true,172,EB3145 | EB3148 | EB3151 | EB3154 | EB3156 | EB3190 | EB3191 | EL3145 | EL3148 | EL3151 | EL3154 | EL3190 | EL3191
CP-ELK-BOULDER-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,Boulder,boulder,Boulder,Any Legal Weapon,"Any Legal Weapon, mid",1,SFW,46500,Elk,127,127,true,Boulder Conservation Permit,true,172,EB3145 | EB3148 | EB3151 | EB3154 | EB3156 | EB3190 | EB3191 | EL3145 | EL3148 | EL3151 | EL3154 | EL3190 | EL3191
CP-ELK-BOULDER-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SCI,Boulder,boulder,Boulder,Any Legal Weapon,Hunter's Choice,1,SCI,66666.67,Elk,129,129,true,Boulder Conservation Permit,true,172,EB3145 | EB3148 | EB3151 | EB3154 | EB3156 | EB3190 | EB3191 | EL3145 | EL3148 | EL3151 | EL3154 | EL3190 | EL3191
CP-ELK-BOULDER-BULL-ARCHERY,Elk,Bull,Conservation,SFW,Boulder,boulder,Boulder,Archery,Archery,1,SFW,46000,Elk,128,128,true,Boulder Conservation Permit,true,172,EB3145 | EB3148 | EB3151 | EB3154 | EB3156 | EB3190 | EB3191 | EL3145 | EL3148 | EL3151 | EL3154 | EL3190 | EL3191
CP-ELK-BOULDER-BULL-MULTISEASON,Elk,Bull,Conservation,MDF,Boulder,boulder,Boulder,Multiseason,Multiseason,1,MDF,71666.67,Elk,130,130,true,Boulder Conservation Permit,true,172,EB3145 | EB3148 | EB3151 | EB3154 | EB3156 | EB3190 | EB3191 | EL3145 | EL3148 | EL3151 | EL3154 | EL3190 | EL3191
CP-ELK-BOULDER-BULL-MUZZLELOADER,Elk,Bull,Conservation,SFW,Boulder,boulder,Boulder,Muzzleloader,Muzzleloader,1,SFW,46000,Elk,131,131,true,Boulder Conservation Permit,true,172,EB3145 | EB3148 | EB3151 | EB3154 | EB3156 | EB3190 | EB3191 | EL3145 | EL3148 | EL3151 | EL3154 | EL3190 | EL3191
CP-ELK-BOX-ELDER-GROUSE-CREEK-BULL-MULTISEASON,Elk,Bull,Conservation,SFW,"Box Elder, Grouse Creek",box-elder-grouse-creek,"Box Elder, Grouse Creek",Multiseason,Multiseason,1,SFW,13000,Elk,132,132,false,,true,867,EB3147 | EB3150 | EB3153 | EL3147 | EL3150 | EL3153
CP-ELK-BOX-ELDER-PILOT-MTN-BULL-MULTISEASON,Elk,Bull,Conservation,MDF,"Box Elder, Pilot Mtn",box-elder-pilot-mtn,"Box Elder, Pilot Mtn",Multiseason,Multiseason,1,MDF,13000,Elk,133,133,false,,true,682,EB3031 | EB3130 | EL3031 | EL3130
CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,RMEF,Cache,cache,Cache | Cache (Conservation),Any Legal Weapon,Any Legal Weapon,2,RMEF,800,Antlerless Elk,1,1 | 4,true,Cache Antlerless Conservation Permit,false,29,EA2041
CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,WCF,Cache,cache,Cache | Cache (Conservation),Any Legal Weapon,Any Legal Weapon,1,WCF,800,Antlerless Elk,2,2,true,Cache Antlerless Conservation Permit,false,29,EA2041
CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,NWTF,Cache,cache,Cache | Cache (Conservation),Any Legal Weapon,Any Legal Weapon,1,NWTF,800,Antlerless Elk,3,3,true,Cache Antlerless Conservation Permit,false,29,EA2041
CP-ELK-CACHE-MEADOWVILLE-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,RMEF,"Cache, Meadowville",cache-meadowville,"Cache, Meadowville",Any Legal Weapon,"Any Legal Weapon, late",1,RMEF,6500,Elk,134,134,true,"Cache, Meadowville Conservation Permit",true,33,EB3003 | EB3032 | EB3033 | EB3081 | EB3105 | EB3168 | EB3169 | EL3003 | EL3032 | EL3033 | EL3081 | EL3168 | EL3169
CP-ELK-CACHE-MEADOWVILLE-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SCI,"Cache, Meadowville",cache-meadowville,"Cache, Meadowville",Any Legal Weapon,Hunter's Choice,1,SCI,8383.33,Elk,135,135,true,"Cache, Meadowville Conservation Permit",true,33,EB3003 | EB3032 | EB3033 | EB3081 | EB3105 | EB3168 | EB3169 | EL3003 | EL3032 | EL3033 | EL3081 | EL3168 | EL3169
CP-ELK-CACHE-MEADOWVILLE-BULL-MULTISEASON,Elk,Bull,Conservation,RMEF,"Cache, Meadowville",cache-meadowville,"Cache, Meadowville",Multiseason,Multiseason,1,RMEF,6000,Elk,136,136,true,"Cache, Meadowville Conservation Permit",true,33,EB3003 | EB3032 | EB3033 | EB3081 | EB3105 | EB3168 | EB3169 | EL3003 | EL3032 | EL3033 | EL3081 | EL3168 | EL3169
CP-ELK-CACHE-SOUTH-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,MDF,"Cache, South",cache-south,"Cache, South",Any Legal Weapon,Hunter's Choice,1,MDF,27000,Elk,137,137,true,"Cache, South Conservation Permit",true,303 | 41,EB3005 | EB3036 | EB3037 | EB3083 | EB3107 | EB3170 | EB3171 | EL3005 | EL3036 | EL3037 | EL3083 | EL3170 | EL3171
CP-ELK-CACHE-SOUTH-BULL-MULTISEASON,Elk,Bull,Conservation,SFW,"Cache, South",cache-south,"Cache, South",Multiseason,Multiseason,1,SFW,23000,Elk,138,138,true,"Cache, South Conservation Permit",true,303 | 41,EB3005 | EB3036 | EB3037 | EB3083 | EB3107 | EB3170 | EB3171 | EL3005 | EL3036 | EL3037 | EL3083 | EL3170 | EL3171
CP-ELK-DIAMOND-MTN-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,MDF,Diamond Mtn,diamond-mtn,Diamond Mtn,Any Legal Weapon,"Any Legal Weapon, late | Hunter's Choice",2,MDF,19083.335,Elk,139,139 | 142,true,Diamond Mtn Conservation Permit,true,206,EB3020 | EB3068 | EB3069 | EB3098 | EB3122 | EB3195 | EB3196 | EL3020 | EL3068 | EL3069 | EL3098 | EL3195 | EL3196
CP-ELK-DIAMOND-MTN-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,RMEF,Diamond Mtn,diamond-mtn,Diamond Mtn,Any Legal Weapon,"Any Legal Weapon, mid",1,RMEF,15000,Elk,140,140,true,Diamond Mtn Conservation Permit,true,206,EB3020 | EB3068 | EB3069 | EB3098 | EB3122 | EB3195 | EB3196 | EL3020 | EL3068 | EL3069 | EL3098 | EL3195 | EL3196
CP-ELK-DIAMOND-MTN-BULL-ARCHERY,Elk,Bull,Conservation,MDF,Diamond Mtn,diamond-mtn,Diamond Mtn,Archery,Archery,1,MDF,13000,Elk,141,141,true,Diamond Mtn Conservation Permit,true,206,EB3020 | EB3068 | EB3069 | EB3098 | EB3122 | EB3195 | EB3196 | EL3020 | EL3068 | EL3069 | EL3098 | EL3195 | EL3196
CP-ELK-DIAMOND-MTN-BULL-MULTISEASON,Elk,Bull,Conservation,NWTF,Diamond Mtn,diamond-mtn,Diamond Mtn,Multiseason,Multiseason,1,NWTF,24500,Elk,143,143,true,Diamond Mtn Conservation Permit,true,206,EB3020 | EB3068 | EB3069 | EB3098 | EB3122 | EB3195 | EB3196 | EL3020 | EL3068 | EL3069 | EL3098 | EL3195 | EL3196
CP-ELK-FILLMORE-PAHVANT-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,RMEF,"Fillmore, Pahvant",fillmore-pahvant,"Fillmore, Pahvant",Any Legal Weapon,"Any Legal Weapon, late",1,RMEF,29000,Elk,144,144,true,"Fillmore, Pahvant Conservation Permit",true,88,EB3008 | EB3042 | EB3043 | EB3086 | EB3110 | EB3180 | EB3181 | EL3008 | EL3042 | EL3043 | EL3086 | EL3180 | EL3181
CP-ELK-FILLMORE-PAHVANT-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,"Fillmore, Pahvant",fillmore-pahvant,"Fillmore, Pahvant",Any Legal Weapon,Hunter's Choice,1,SFW,36416.67,Elk,146,146,true,"Fillmore, Pahvant Conservation Permit",true,88,EB3008 | EB3042 | EB3043 | EB3086 | EB3110 | EB3180 | EB3181 | EL3008 | EL3042 | EL3043 | EL3086 | EL3180 | EL3181
CP-ELK-FILLMORE-PAHVANT-BULL-ARCHERY,Elk,Bull,Conservation,SFW,"Fillmore, Pahvant",fillmore-pahvant,"Fillmore, Pahvant",Archery,Archery,1,SFW,22000,Elk,145,145,true,"Fillmore, Pahvant Conservation Permit",true,88,EB3008 | EB3042 | EB3043 | EB3086 | EB3110 | EB3180 | EB3181 | EL3008 | EL3042 | EL3043 | EL3086 | EL3180 | EL3181
CP-ELK-FILLMORE-PAHVANT-BULL-MULTISEASON,Elk,Bull,Conservation,MDF,"Fillmore, Pahvant",fillmore-pahvant,"Fillmore, Pahvant",Multiseason,Multiseason,1,MDF,45666.67,Elk,147,147,true,"Fillmore, Pahvant Conservation Permit",true,88,EB3008 | EB3042 | EB3043 | EB3086 | EB3110 | EB3180 | EB3181 | EL3008 | EL3042 | EL3043 | EL3086 | EL3180 | EL3181
CP-ELK-FISHLAKE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,SCI,Fishlake,fishlake,Fishlake | Fishlake (Conservation) | Fishlake/Thousand Lakes,Any Legal Weapon,Any Legal Weapon,1,SCI,2279.17,Antlerless Elk,5,5,true,Fishlake Antlerless Conservation Permit,false,175,EA1270
CP-ELK-FISHLAKE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,SFW,Fishlake,fishlake,Fishlake | Fishlake (Conservation) | Fishlake/Thousand Lakes,Any Legal Weapon,Any Legal Weapon,3,SFW,2279.17,Antlerless Elk,6,6 | 7 | 8,true,Fishlake Antlerless Conservation Permit,false,175,EA1270
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,Fishlake/Thousand Lakes,fishlake-thousand-lakes,Fishlake/Thousand Lakes,Any Legal Weapon,"Any Legal Weapon, late | Any Legal Weapon, mid | Hunter's Choice",3,SFW,22208.333333333332,Elk,148,148 | 149 | 151,true,Fishlake/Thousand Lakes Conservation Permit,true,175,EB3018 | EB3063 | EB3064 | EB3065 | EB3096 | EB3120 | EB3192 | EL3018 | EL3063 | EL3064 | EL3065 | EL3096 | EL3192
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,RMEF,Fishlake/Thousand Lakes,fishlake-thousand-lakes,Fishlake/Thousand Lakes,Any Legal Weapon,Hunter's Choice,1,RMEF,26625,Elk,152,152,true,Fishlake/Thousand Lakes Conservation Permit,true,175,EB3018 | EB3063 | EB3064 | EB3065 | EB3096 | EB3120 | EB3192 | EL3018 | EL3063 | EL3064 | EL3065 | EL3096 | EL3192
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-ARCHERY,Elk,Bull,Conservation,UAA,Fishlake/Thousand Lakes,fishlake-thousand-lakes,Fishlake/Thousand Lakes,Archery,Archery,1,UAA,15500,Elk,150,150,true,Fishlake/Thousand Lakes Conservation Permit,true,175,EB3018 | EB3063 | EB3064 | EB3065 | EB3096 | EB3120 | EB3192 | EL3018 | EL3063 | EL3064 | EL3065 | EL3096 | EL3192
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON,Elk,Bull,Conservation,SCI,Fishlake/Thousand Lakes,fishlake-thousand-lakes,Fishlake/Thousand Lakes,Multiseason,Multiseason,1,SCI,34750,Elk,153,153,true,Fishlake/Thousand Lakes Conservation Permit,true,175,EB3018 | EB3063 | EB3064 | EB3065 | EB3096 | EB3120 | EB3192 | EL3018 | EL3063 | EL3064 | EL3065 | EL3096 | EL3192
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON,Elk,Bull,Conservation,MDF,Fishlake/Thousand Lakes,fishlake-thousand-lakes,Fishlake/Thousand Lakes,Multiseason,Multiseason,1,MDF,34750,Elk,154,154,true,Fishlake/Thousand Lakes Conservation Permit,true,175,EB3018 | EB3063 | EB3064 | EB3065 | EB3096 | EB3120 | EB3192 | EL3018 | EL3063 | EL3064 | EL3065 | EL3096 | EL3192
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MUZZLELOADER,Elk,Bull,Conservation,MDF,Fishlake/Thousand Lakes,fishlake-thousand-lakes,Fishlake/Thousand Lakes,Muzzleloader,Muzzleloader,1,MDF,18666.67,Elk,155,155,true,Fishlake/Thousand Lakes Conservation Permit,true,175,EB3018 | EB3063 | EB3064 | EB3065 | EB3096 | EB3120 | EB3192 | EL3018 | EL3063 | EL3064 | EL3065 | EL3096 | EL3192
CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,NWTF,La Sal,la-sal,La Sal | La Sal (Conservation),Any Legal Weapon,Any Legal Weapon,1,NWTF,800,Antlerless Elk,9,9,true,La Sal Antlerless Conservation Permit,false,684,EA1180
CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,UAA,La Sal,la-sal,La Sal | La Sal (Conservation),Any Legal Weapon,Any Legal Weapon,1,UAA,800,Antlerless Elk,10,10,true,La Sal Antlerless Conservation Permit,false,684,EA1180
CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,WCF,La Sal,la-sal,La Sal | La Sal (Conservation),Any Legal Weapon,Any Legal Weapon,2,WCF,800,Antlerless Elk,11,11 | 12,true,La Sal Antlerless Conservation Permit,false,684,EA1180
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,RMEF,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,"La Sal, La Sal Mtns",Any Legal Weapon,"Any Legal Weapon, late",1,RMEF,15000,Elk,156,156,true,"La Sal, La Sal Mtns Conservation Permit",true,617 | 684,EL3009 | EL3045 | EL3046 | EL3087 | EL3182 | EL3183
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,"La Sal, La Sal Mtns",Any Legal Weapon,"Any Legal Weapon, mid",1,SFW,13500,Elk,157,157,true,"La Sal, La Sal Mtns Conservation Permit",true,617 | 684,EL3009 | EL3045 | EL3046 | EL3087 | EL3182 | EL3183
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,MDF,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,"La Sal, La Sal Mtns",Any Legal Weapon,Hunter's Choice,2,MDF,19000,Elk,159,159 | 160,true,"La Sal, La Sal Mtns Conservation Permit",true,617 | 684,EL3009 | EL3045 | EL3046 | EL3087 | EL3182 | EL3183
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-ARCHERY,Elk,Bull,Conservation,MDF,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,"La Sal, La Sal Mtns",Archery,Archery,1,MDF,15266.67,Elk,158,158,true,"La Sal, La Sal Mtns Conservation Permit",true,617 | 684,EL3009 | EL3045 | EL3046 | EL3087 | EL3182 | EL3183
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-MULTISEASON,Elk,Bull,Conservation,MDF,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,"La Sal, La Sal Mtns",Multiseason,Multiseason,1,MDF,20833.33,Elk,161,161,true,"La Sal, La Sal Mtns Conservation Permit",true,617 | 684,EL3009 | EL3045 | EL3046 | EL3087 | EL3182 | EL3183
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-MULTISEASON,Elk,Bull,Conservation,RMEF,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,"La Sal, La Sal Mtns",Multiseason,Multiseason,1,RMEF,20833.33,Elk,162,162,true,"La Sal, La Sal Mtns Conservation Permit",true,617 | 684,EL3009 | EL3045 | EL3046 | EL3087 | EL3182 | EL3183
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-MUZZLELOADER,Elk,Bull,Conservation,SFW,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,"La Sal, La Sal Mtns",Muzzleloader,Muzzleloader,1,SFW,16000,Elk,163,163,true,"La Sal, La Sal Mtns Conservation Permit",true,617 | 684,EL3009 | EL3045 | EL3046 | EL3087 | EL3182 | EL3183
CP-ELK-MANTI-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,SFW,Manti,manti,Manti | Manti (Conservation),Any Legal Weapon,Any Legal Weapon,3,SFW,2108.33,Antlerless Elk,13,13 | 15 | 16,true,Manti Antlerless Conservation Permit,false,51,EA1271
CP-ELK-MANTI-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless,Conservation,MDF,Manti,manti,Manti | Manti (Conservation),Any Legal Weapon,Any Legal Weapon,1,MDF,2108.33,Antlerless Elk,14,14,true,Manti Antlerless Conservation Permit,false,51,EA1271
CP-ELK-MANTI-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,MDF,Manti,manti,Manti,Any Legal Weapon,"Any Legal Weapon, late | Hunter's Choice",2,MDF,31437.5,Elk,164,164 | 168,true,Manti Conservation Permit,true,51,EB3006 | EB3038 | EB3039 | EB3084 | EB3108 | EB3126 | EB3172 | EL3006 | EL3038 | EL3039 | EL3084 | EL3126 | EL3172
CP-ELK-MANTI-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SFW,Manti,manti,Manti,Any Legal Weapon,"Any Legal Weapon, mid",1,SFW,24500,Elk,165,165,true,Manti Conservation Permit,true,51,EB3006 | EB3038 | EB3039 | EB3084 | EB3108 | EB3126 | EB3172 | EL3006 | EL3038 | EL3039 | EL3084 | EL3126 | EL3172
CP-ELK-MANTI-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,UWSF,Manti,manti,Manti,Any Legal Weapon,Hunter's Choice,1,UWSF,34875,Elk,167,167,true,Manti Conservation Permit,true,51,EB3006 | EB3038 | EB3039 | EB3084 | EB3108 | EB3126 | EB3172 | EL3006 | EL3038 | EL3039 | EL3084 | EL3126 | EL3172
CP-ELK-MANTI-BULL-ARCHERY,Elk,Bull,Conservation,SFW,Manti,manti,Manti,Archery,Archery,1,SFW,21033.33,Elk,166,166,true,Manti Conservation Permit,true,51,EB3006 | EB3038 | EB3039 | EB3084 | EB3108 | EB3126 | EB3172 | EL3006 | EL3038 | EL3039 | EL3084 | EL3126 | EL3172
CP-ELK-MANTI-BULL-MULTISEASON,Elk,Bull,Conservation,NWTF,Manti,manti,Manti,Multiseason,Multiseason,1,NWTF,45000,Elk,169,169,true,Manti Conservation Permit,true,51,EB3006 | EB3038 | EB3039 | EB3084 | EB3108 | EB3126 | EB3172 | EL3006 | EL3038 | EL3039 | EL3084 | EL3126 | EL3172
CP-ELK-MANTI-BULL-MULTISEASON,Elk,Bull,Conservation,RMEF,Manti,manti,Manti,Multiseason,Multiseason,1,RMEF,45000,Elk,170,170,true,Manti Conservation Permit,true,51,EB3006 | EB3038 | EB3039 | EB3084 | EB3108 | EB3126 | EB3172 | EL3006 | EL3038 | EL3039 | EL3084 | EL3126 | EL3172
CP-ELK-MANTI-BULL-MUZZLELOADER,Elk,Bull,Conservation,MDF,Manti,manti,Manti,Muzzleloader,Muzzleloader,1,MDF,22000,Elk,171,171,true,Manti Conservation Permit,true,51,EB3006 | EB3038 | EB3039 | EB3084 | EB3108 | EB3126 | EB3172 | EL3006 | EL3038 | EL3039 | EL3084 | EL3126 | EL3172
CP-ELK-MONROE-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,SCI,Monroe,monroe,Monroe,Any Legal Weapon,"Any Legal Weapon, late",1,SCI,52000,Elk,172,172,true,Monroe Conservation Permit,true,629,EB3010 | EB3047 | EB3048 | EB3088 | EB3112 | EB3184 | EB3185 | EL3010 | EL3047 | EL3048 | EL3088 | EL3184 | EL3185
CP-ELK-MONROE-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,MDF,Monroe,monroe,Monroe,Any Legal Weapon,Hunter's Choice,1,MDF,65000,Elk,174,174,true,Monroe Conservation Permit,true,629,EB3010 | EB3047 | EB3048 | EB3088 | EB3112 | EB3184 | EB3185 | EL3010 | EL3047 | EL3048 | EL3088 | EL3184 | EL3185
CP-ELK-MONROE-BULL-ARCHERY,Elk,Bull,Conservation,SFW,Monroe,monroe,Monroe,Archery,Archery,1,SFW,39000,Elk,173,173,true,Monroe Conservation Permit,true,629,EB3010 | EB3047 | EB3048 | EB3088 | EB3112 | EB3184 | EB3185 | EL3010 | EL3047 | EL3048 | EL3088 | EL3184 | EL3185
CP-ELK-MONROE-BULL-MULTISEASON,Elk,Bull,Conservation,RMEF,Monroe,monroe,Monroe,Multiseason,Multiseason,1,RMEF,70333.33,Elk,175,175,true,Monroe Conservation Permit,true,629,EB3010 | EB3047 | EB3048 | EB3088 | EB3112 | EB3184 | EB3185 | EL3010 | EL3047 | EL3048 | EL3088 | EL3184 | EL3185
CP-ELK-MT-DUTTON-BULL-ANY-LEGAL-WEAPON,Elk,Bull,Conservation,RMEF,Mt Dutton,mt-dutton,Mt Dutton,Any Legal Weapon,"Any Legal Weapon, late",1,RMEF,38500,Elk,176,176,false,,true,630,EB3011 | EB3049 | EB3050 | EB3089 | EB3113 | EB3186 | EB3187 | EL3011 | EL3049 | EL3050 | EL3089 | EL3186 | EL3187
