recommendation_year,hunt_code,species,permit_category,section_title,hunt_name,weapon,sex_type,access_class,permit_split_type,resident_permits_prior_raw,nonresident_permits_prior_raw,total_permits_prior_raw,resident_permits_raw,nonresident_permits_raw,total_permits_raw,resident_permits_prior,nonresident_permits_prior,total_permits_prior,resident_permits,nonresident_permits,total_permits,source_type,source_authority_level,source_file,source_page_number
2026,EB3170,Elk,2026 RAC Workbook Permit Recommendations,Table 1,"Cache, South",Late Archery,,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3171,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mid Any Legal Weapon,,,Public,resident_nonresident,10,1,11,11,1,12,10,1,11,11,1,12,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3172,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Manti,Late Archery,,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3173,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Archery,Archery,,Public,resident_nonresident,22,2,24,29,3,32,22,2,24,29,3,32,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3174,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Nebo/San Pitch Mtns,Late Archery,,Public,resident_nonresident,9,1,10,13,2,15,9,1,10,13,2,15,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3175,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Early Any Legal Weapon,,,Public,resident_nonresident,9,1,10,12,1,13,9,1,10,12,1,13,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3176,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Late Any Legal Weapon,,,Public,resident_nonresident,14,2,16,20,2,22,14,2,16,20,2,22,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3177,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mid Any Legal Weapon,,,Public,resident_nonresident,25,3,28,34,4,38,25,3,28,34,4,38,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3178,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Multiseason,Multiseason,,Public,resident_nonresident,3,0,3,4,0,4,3,0,3,4,0,4,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3179,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Muzzleloader,Muzzleloader,,Public,resident_nonresident,13,1,14,17,2,19,13,1,14,17,2,19,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3180,Elk,2026 RAC Workbook Permit Recommendations,Table 1,"Fillmore, Pahvant",Late Archery,,Public,resident_nonresident,13,2,15,18,2,20,13,2,15,18,2,20,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3181,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mid Any Legal Weapon,,,Public,resident_nonresident,22,3,25,22,3,25,22,3,25,22,3,25,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3182,Elk,2026 RAC Workbook Permit Recommendations,Table 1,La Sal Mtns,Late Archery,,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3183,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mid Any Legal Weapon,,,Public,resident_nonresident,42,5,47,42,5,47,42,5,47,42,5,47,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3184,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Monroe,Late Archery,,Public,resident_nonresident,7,1,8,7,1,8,7,1,8,7,1,8,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3185,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mid Any Legal Weapon,,,Public,resident_nonresident,22,3,25,24,3,27,22,3,25,24,3,27,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3186,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mt Dutton,Late Archery,,Public,resident_nonresident,9,1,10,13,2,15,9,1,10,13,2,15,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3187,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mid Any Legal Weapon,,,Public,resident_nonresident,22,2,24,22,3,25,22,2,24,22,3,25,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3188,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Panguitch Lake,Late Archery,,Public,resident_nonresident,9,1,10,13,2,15,9,1,10,13,2,15,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3189,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mid Any Legal Weapon,,,Public,resident_nonresident,19,2,21,20,2,22,19,2,21,20,2,22,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3190,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Boulder,Late Archery,,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3191,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mid Any Legal Weapon,,,Public,resident_nonresident,33,4,37,37,4,41,33,4,37,37,4,41,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3192,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Fishlake/Thousand Lakes,Late Archery,,Public,resident_nonresident,13,2,15,13,2,15,13,2,15,13,2,15,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3193,Elk,2026 RAC Workbook Permit Recommendations,Table 1,San Juan Bull Elk,Late Archery,,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3194,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mid Any Legal Weapon,,,Public,resident_nonresident,31,3,34,33,4,37,31,3,34,33,4,37,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3195,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Diamond Mtn,Late Archery,,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3196,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Late Any Legal Weapon,,,Public,resident_nonresident,15,2,17,17,2,19,15,2,17,17,2,19,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3197,Elk,2026 RAC Workbook Permit Recommendations,Table 1,"Southwest Desert, South",Late Archery,,Public,resident_nonresident,9,1,10,18,2,20,9,1,10,18,2,20,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3198,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Mid Any Legal Weapon,,,Public,resident_nonresident,43,5,48,46,5,51,43,5,48,46,5,51,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3199,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Wasatch Mtns,Late Archery,,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3205,Elk,2026 RAC Workbook Permit Recommendations,Table 1,East Canyon,HAMSS,,Public,resident_nonresident,9,1,10,7,1,8,9,1,10,7,1,8,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3208,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Late Any Legal Weapon,,,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,EB3210,Elk,2026 RAC Workbook Permit Recommendations,Table 1,Early Any Legal Weapon,,,Public,resident_nonresident,5,0,5,5,0,5,5,0,5,5,0,5,2026-04-rac-packet_a_workbook,updated_current_permits,2026-04-rac-packet a.xlsx,
2026,GO6800,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,Beaver,Any Legal Weapon,Hunters Choice,Public,resident_nonresident,7,2,9,7,2,9,7,2,9,7,2,9,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6801,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,Beaver,Any Legal Weapon,Hunters Choice,Public,resident_nonresident,9,0,9,9,0,9,9,0,9,9,0,9,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6803,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,Nebo,Any Legal Weapon,Hunters Choice,Public,resident_nonresident,16,2,18,21,3,24,16,2,18,21,3,24,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6804,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,High Uintas Kamas,Any Legal Weapon,Hunters Choice,Public,resident_nonresident,1,0,1,1,0,1,1,0,1,1,0,1,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6805,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,High Uintas Central,Any Legal Weapon,Hunters Choice,Public,resident_nonresident,5,0,5,5,0,5,5,0,5,5,0,5,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6806,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,High Uintas East,Any Legal Weapon,Hunters Choice,Public,resident_nonresident,2,0,2,3,0,3,2,0,2,3,0,3,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6807,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,High Uintas Leidy Peak,Any Legal Weapon,Hunters Choice,Public,resident_nonresident,1,0,1,2,0,2,1,0,1,2,0,2,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6808,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,High Uintas West,Any Legal Weapon,Hunters Choice,Public,resident_nonresident,9,2,11,9,2,11,9,2,11,9,2,11,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6810,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,"Ogden, Willard Peak",Any Legal Weapon,Hunters Choice,Public,resident_nonresident,1,0,1,1,0,1,1,0,1,1,0,1,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6813,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,"Wasatch Mtns, Provo Peak",Any Legal Weapon,Hunters Choice,Public,resident_nonresident,5,0,5,5,0,5,5,0,5,5,0,5,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6814,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,Mt Dutton,Any Legal Weapon,Hunters Choice,Public,resident_nonresident,2,0,2,2,0,2,2,0,2,2,0,2,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6817,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,La Sal Mtns,Any Legal Weapon,Hunters Choice,Public,resident_nonresident,9,2,11,10,2,12,9,2,11,10,2,12,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6818,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,"Wasatch Mtns, Box Elder Peak",Any Legal Weapon,Hunters Choice,Public,resident_nonresident,3,0,3,3,0,3,3,0,3,3,0,3,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6819,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,"Wasatch Mtns, Lone Peak",Any Legal Weapon,Hunters Choice,Public,resident_nonresident,1,0,1,1,0,1,1,0,1,1,0,1,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6820,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,"Wasatch Mtns, Timpanogos",Any Legal Weapon,Hunters Choice,Public,resident_nonresident,8,2,10,8,2,10,8,2,10,8,2,10,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6821,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,Nebo,Archery,Hunters Choice,Public,resident_nonresident,12,0,12,12,0,12,12,0,12,12,0,12,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,GO6822,Mountain Goat,2026 Mountain Goat Permit Recommendations,Mountain Goat,Beaver,Archery,Hunters Choice,Public,resident_nonresident,2,0,2,2,0,2,2,0,2,2,0,2,mtn_goat_workbook,updated_current_permits,mtn goat.xlsx,
2026,MA1005,Moose,2026 Antlerless Moose Permit Recommendations,Cow Moose,Morgan-South Rich,Any Legal Weapon,Antlerless,Public,resident_nonresident,6,1,7,6,1,7,6,1,7,6,1,7,cow_moose_workbook,updated_current_permits,cow moose.xlsx,
2026,MA1007,Moose,2026 Antlerless Moose Permit Recommendations,Cow Moose,Morgan-South Rich,Archery,Antlerless,Public,resident_nonresident,3,0,3,3,0,3,3,0,3,3,0,3,cow_moose_workbook,updated_current_permits,cow moose.xlsx,
2026,MA1008,Moose,2026 Antlerless Moose Permit Recommendations,Cow Moose,"Wasatch Mtns, Salt Lake-Timpanogos",Any Legal Weapon,Antlerless,Public,resident_nonresident,4,1,5,4,1,5,4,1,5,4,1,5,cow_moose_workbook,updated_current_permits,cow moose.xlsx,
2026,MA1009,Moose,2026 Antlerless Moose Permit Recommendations,Cow Moose,Causey Spring CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,1,0,1,,,,1,0,1,cow_moose_workbook,updated_current_permits,cow moose.xlsx,
2026,MA1010,Moose,2026 Antlerless Moose Permit Recommendations,Cow Moose,Deseret CWMU,Any Legal Weapon,Antlerless,CWMU,resident_nonresident,,,,2,0,2,,,,2,0,2,cow_moose_workbook,updated_current_permits,cow moose.xlsx,
2026,MB6000,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Cache,Any Legal Weapon,Bull,Public,resident_nonresident,12,3,15,14,3,17,12,3,15,14,3,17,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6001,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Chalk Creek,Any Legal Weapon,Bull,Public,resident_nonresident,3,0,3,4,0,4,3,0,3,4,0,4,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6002,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,East Canyon,Any Legal Weapon,Bull,Public,resident_nonresident,5,0,5,5,0,5,5,0,5,5,0,5,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6003,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,"East Canyon, Morgan-Summit",Any Legal Weapon,Bull,Public,resident_nonresident,4,0,4,5,0,5,4,0,4,5,0,5,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6004,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Kamas,Any Legal Weapon,Bull,Public,resident_nonresident,5,0,5,6,0,6,5,0,5,6,0,6,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6005,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Morgan-South Rich,Any Legal Weapon,Bull,Public,resident_nonresident,6,0,6,6,0,6,6,0,6,6,0,6,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6006,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,"North Slope, Summit",Any Legal Weapon,Bull,Public,resident_nonresident,19,3,22,20,3,23,19,3,22,20,3,23,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6007,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,"North Slope, Three Corners/West Daggett",Any Legal Weapon,Bull,Public,resident_nonresident,6,2,8,6,2,8,6,2,8,6,2,8,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6008,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Ogden,Any Legal Weapon,Bull,Public,resident_nonresident,7,0,7,7,0,7,7,0,7,7,0,7,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6009,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Diamond Mtn/Vernal,Any Legal Weapon,Bull,Public,resident_nonresident,2,0,2,2,0,2,2,0,2,2,0,2,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6010,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Yellowstone,Any Legal Weapon,Bull,Public,resident_nonresident,5,0,5,6,0,6,5,0,5,6,0,6,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6011,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Wasatch Wasatch Mtns/Central Mtns,Any Legal Weapon,Bull,Public,resident_nonresident,19,3,22,19,3,22,19,3,22,19,3,22,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6012,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Box Elder,Any Legal Weapon,Bull,Public,resident_nonresident,2,0,2,2,0,2,2,0,2,2,0,2,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6201,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Beaver Hollow CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,1,0,1,,,,1,0,1,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6202,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Causey Spring CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,1,0,1,,,,1,0,1,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6206,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Deseret CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,1,0,1,,,,1,0,1,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6208,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,East Fork Chalk Creek CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,2,0,2,,,,2,0,2,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6211,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Grass Valley/Clark Canyon CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,4,0,4,,,,4,0,4,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6219,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Skull Crack CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,2,0,2,,,,2,0,2,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6222,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Strawberry Ridge CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,1,0,1,,,,1,0,1,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6251,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Hardscrabble CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,1,0,1,,,,1,0,1,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6256,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Woodruff Creek South CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,1,0,1,,,,1,0,1,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6258,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Jacob's Creek CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,1,0,1,,,,1,0,1,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6262,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Junction Valley CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,1,0,1,,,,1,0,1,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6265,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Little Pole Canyon CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,1,0,1,,,,1,0,1,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,MB6266,Moose,2026 Bull Moose Permit Recommendations,Bull Moose,Weber Florence Creek/Stillman Creek CWMU,Any Legal Weapon,Bull,CWMU,resident_nonresident,,,,3,0,3,,,,3,0,3,bull_moose_workbook,updated_current_permits,bull moose.xlsx,
2026,PB5000,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,Beaver,Archery,Buck,Public,resident_nonresident,10,1,11,11,1,12,10,1,11,11,1,12,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5001,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Book Cliffs, Bitter Creek",Archery,Buck,Public,resident_nonresident,13,1,14,13,1,14,13,1,14,13,1,14,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5002,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Book Cliffs, South",Archery,Buck,Public,resident_nonresident,7,1,8,8,1,9,7,1,8,8,1,9,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5003,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Box Elder, Promontory",Archery,Buck,Public,resident_nonresident,4,0,4,4,0,4,4,0,4,4,0,4,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5004,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Box Elder, Puddle Valley",Archery,Buck,Public,resident_nonresident,3,1,4,3,1,4,3,1,4,3,1,4,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5005,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Box Elder, Snowville",Archery,Buck,Public,resident_nonresident,9,1,10,9,1,10,9,1,10,9,1,10,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5006,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Box Elder, West",Archery,Buck,Public,resident_nonresident,9,1,10,10,1,11,9,1,10,10,1,11,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5008,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Fillmore, Oak Creek South",Archery,Buck,Public,resident_nonresident,13,2,15,15,2,17,13,2,15,15,2,17,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5009,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"La Sal, Potash/South Cisco",Archery,Buck,Public,resident_nonresident,6,0,6,6,0,6,6,0,6,6,0,6,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5011,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Nine Mile, Anthro-Myton Bench",Archery,Buck,Public,resident_nonresident,30,3,33,30,3,33,30,3,33,30,3,33,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5012,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"North Slope, Three Corners/West Daggett",Archery,Buck,Public,resident_nonresident,12,1,13,10,1,11,12,1,13,10,1,11,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5013,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,Pine Valley,Archery,Buck,Public,resident_nonresident,7,1,8,7,1,8,7,1,8,7,1,8,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5015,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"San Rafael, North",Archery,Buck,Public,resident_nonresident,20,2,22,21,2,23,20,2,22,21,2,23,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5016,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,Diamond Mtn/Bonanza,Archery,Buck,Public,resident_nonresident,17,2,19,17,2,19,17,2,19,17,2,19,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5017,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,Vernal,Archery,Buck,Public,resident_nonresident,20,2,22,18,2,20,20,2,22,18,2,20,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5018,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,Southwest Desert,Archery,Buck,Public,resident_nonresident,31,4,35,31,4,35,31,4,35,31,4,35,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5019,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"West Desert, Riverbed",Archery,Buck,Public,resident_nonresident,16,2,18,18,2,20,16,2,18,18,2,20,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5020,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"West Desert, Rush Valley",Archery,Buck,Public,resident_nonresident,8,1,9,8,1,9,8,1,9,8,1,9,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5021,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"West Desert, Snake Valley",Archery,Buck,Public,resident_nonresident,22,2,24,23,3,26,22,2,24,23,3,26,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5024,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,Southwest Desert,Muzzleloader,Buck,Public,resident_nonresident,31,4,35,31,4,35,31,4,35,31,4,35,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5025,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,Beaver,Any Legal Weapon,Buck,Public,resident_nonresident,40,4,44,43,5,48,40,4,44,43,5,48,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5026,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Book Cliffs, Bitter Creek",Any Legal Weapon,Buck,Public,resident_nonresident,50,6,56,50,6,56,50,6,56,50,6,56,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5027,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Book Cliffs, South",Any Legal Weapon,Buck,Public,resident_nonresident,31,3,34,34,4,38,31,3,34,34,4,38,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
2026,PB5028,Pronghorn,2026 Buck Pronghorn Permit Recommendations,Pronghorn Buck,"Box Elder, Promontory",Any Legal Weapon,Buck,Public,resident_nonresident,14,2,16,14,2,16,14,2,16,14,2,16,pronghorn_buck_workbook,updated_current_permits,pronghorn buck.xlsx,
