recommendation_year,hunt_code,species,permit_category,section_title,hunt_name,weapon,sex_type,access_class,permit_split_type,resident_permits_prior_raw,nonresident_permits_prior_raw,total_permits_prior_raw,resident_permits_raw,nonresident_permits_raw,total_permits_raw,resident_permits_prior,nonresident_permits_prior,total_permits_prior,resident_permits,nonresident_permits,total_permits,source_type,source_authority_level,source_file,source_page_number
2026,DB1503,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Manti/San Rafael,Archery,,Public,total_only,,,,,,1800,,,,,,1800,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1504,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Nebo,Archery,,Public,total_only,,,,,,1060,,,,,,1060,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1506,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fillmore,Archery,,Public,total_only,,,,,,460,,,,,,460,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1508,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Kamas,Archery,,Public,total_only,,,,,,200,,,,,,200,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1509,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,La Sal Mtns,Archery,,Public,total_only,,,,,,360,,,,,,360,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1510,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Monroe,Archery,,Public,total_only,,,,,,220,,,,,,220,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1511,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Mt Dutton,Archery,,Public,total_only,,,,,,80,,,,,,80,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1512,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Nine Mile,Archery,,Public,total_only,,,,,,280,,,,,,280,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1513,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,North Slope,Archery,,Public,total_only,,,,,,620,,,,,,620,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1514,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Ogden,Archery,,Public,total_only,,,,,,540,,,,,,540,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1516,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Panguitch Lake,Archery,,Public,total_only,,,,,,500,,,,,,500,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1517,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Pine Valley,Archery,,Public,total_only,,,,,,600,,,,,,600,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1518,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Boulder/Kaiparowits,Archery,,Public,total_only,,,,,,720,,,,,,720,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1519,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fishlake,Archery,,Public,total_only,,,,,,260,,,,,,260,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1521,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"San Juan, Abajo Mtns",Archery,,Public,total_only,,,,,,560,,,,,,560,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1522,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Vernal/Bonanza,Archery,,Public,total_only,,,,,,420,,,,,,420,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1523,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Yellowstone,Archery,,Public,total_only,,,,,,280,,,,,,280,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1524,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Southwest Desert,Archery,,Public,total_only,,,,,,100,,,,,,100,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1525,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Wasatch Mtns, East",Archery,,Public,total_only,,,,,,1300,,,,,,1300,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1526,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Wasatch Mtns, West",Archery,,Public,total_only,,,,,,1580,,,,,,1580,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1529,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Zion,Archery,,Public,total_only,,,,,,675,,,,,,675,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1531,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Box Elder,Any Legal Weapon (Late),,Public,total_only,,,,,,2080,,,,,,2080,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1533,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Manti/San Rafael,Any Legal Weapon (Late),,Public,total_only,,,,,,5400,,,,,,5400,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1534,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Nebo,Any Legal Weapon (Late),,Public,total_only,,,,,,3180,,,,,,3180,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1536,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fillmore,Any Legal Weapon (Late),,Public,total_only,,,,,,920,,,,,,920,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1538,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Kamas,Any Legal Weapon (Late),,Public,total_only,,,,,,400,,,,,,400,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1539,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,La Sal Mtns,Any Legal Weapon (Late),,Public,total_only,,,,,,1080,,,,,,1080,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1540,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Monroe,Any Legal Weapon (Late),,Public,total_only,,,,,,660,,,,,,660,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1541,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Mt Dutton,Any Legal Weapon (Late),,Public,total_only,,,,,,240,,,,,,240,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1542,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Nine Mile,Any Legal Weapon (Late),,Public,total_only,,,,,,560,,,,,,560,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1543,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,North Slope,Any Legal Weapon (Late),,Public,total_only,,,,,,1240,,,,,,1240,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1544,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Ogden,Any Legal Weapon (Late),,Public,total_only,,,,,,1620,,,,,,1620,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1546,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Panguitch Lake,Any Legal Weapon (Late),,Public,total_only,,,,,,1000,,,,,,1000,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1547,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Pine Valley,Any Legal Weapon (Late),,Public,total_only,,,,,,1200,,,,,,1200,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1549,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fishlake,Any Legal Weapon (Late),,Public,total_only,,,,,,520,,,,,,520,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1551,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"San Juan, Abajo Mtns",Any Legal Weapon (Late),,Public,total_only,,,,,,1680,,,,,,1680,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1552,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Vernal/Bonanza,Any Legal Weapon (Late),,Public,total_only,,,,,,700,,,,,,700,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1553,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Yellowstone,Any Legal Weapon (Late),,Public,total_only,,,,,,840,,,,,,840,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1554,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Southwest Desert,Any Legal Weapon (Late),,Public,total_only,,,,,,300,,,,,,300,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1555,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Wasatch Mtns, East",Any Legal Weapon (Late),,Public,total_only,,,,,,3900,,,,,,3900,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1556,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Wasatch Mtns, West",Any Legal Weapon (Late),,Public,total_only,,,,,,4740,,,,,,4740,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1559,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Zion,Any Legal Weapon (Late),,Public,total_only,,,,,,1350,,,,,,1350,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1561,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Box Elder,Muzzleloader,,Public,total_only,,,,,,1040,,,,,,1040,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1563,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Manti/San Rafael,Muzzleloader,,Public,total_only,,,,,,1800,,,,,,1800,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1564,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Nebo,Muzzleloader,,Public,total_only,,,,,,1060,,,,,,1060,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1566,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fillmore,Muzzleloader,,Public,total_only,,,,,,460,,,,,,460,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1568,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Kamas,Muzzleloader,,Public,total_only,,,,,,200,,,,,,200,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1569,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,La Sal Mtns,Muzzleloader,,Public,total_only,,,,,,360,,,,,,360,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1570,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Monroe,Muzzleloader,,Public,total_only,,,,,,220,,,,,,220,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1571,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Mt Dutton,Muzzleloader,,Public,total_only,,,,,,80,,,,,,80,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1572,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Nine Mile,Muzzleloader,,Public,total_only,,,,,,280,,,,,,280,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1573,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,North Slope,Muzzleloader,,Public,total_only,,,,,,620,,,,,,620,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1574,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Ogden,Muzzleloader,,Public,total_only,,,,,,540,,,,,,540,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1576,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Panguitch Lake,Muzzleloader,,Public,total_only,,,,,,500,,,,,,500,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1577,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Pine Valley,Muzzleloader,,Public,total_only,,,,,,600,,,,,,600,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1579,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fishlake,Muzzleloader,,Public,total_only,,,,,,260,,,,,,260,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1581,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"San Juan, Abajo Mtns",Muzzleloader,,Public,total_only,,,,,,560,,,,,,560,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1582,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Vernal/Bonanza,Muzzleloader,,Public,total_only,,,,,,280,,,,,,280,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1583,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Yellowstone,Muzzleloader,,Public,total_only,,,,,,280,,,,,,280,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1584,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Southwest Desert,Muzzleloader,,Public,total_only,,,,,,100,,,,,,100,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1585,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Wasatch Mtns, East",Muzzleloader,,Public,total_only,,,,,,1300,,,,,,1300,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1586,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Wasatch Mtns, West",Muzzleloader,,Public,total_only,,,,,,1580,,,,,,1580,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1589,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Zion,Muzzleloader,,Public,total_only,,,,,,675,,,,,,675,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1591,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fillmore,Any Legal Weapon (Early),,Public,total_only,,,,,,460,,,,,,460,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1592,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Kamas,Any Legal Weapon (Early),,Public,total_only,,,,,,200,,,,,,200,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1593,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Nine Mile,Any Legal Weapon (Early),,Public,total_only,,,,,,280,,,,,,280,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1594,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Panguitch Lake,Any Legal Weapon (Early),,Public,total_only,,,,,,500,,,,,,500,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1595,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Pine Valley,Any Legal Weapon (Early),,Public,total_only,,,,,,600,,,,,,600,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1596,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fishlake,Any Legal Weapon (Early),,Public,total_only,,,,,,260,,,,,,260,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1597,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Zion,Any Legal Weapon (Early),,Public,total_only,,,,,,675,,,,,,675,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1598,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,North Slope,Any Legal Weapon (Early),,Public,total_only,,,,,,620,,,,,,620,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1599,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Chalk Creek,Any Legal Weapon (Late),,Public,total_only,,,,,,880,,,,,,880,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1600,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Chalk Creek,Archery,,Public,total_only,,,,,,440,,,,,,440,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1601,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Chalk Creek,Any Legal Weapon (Early),,Public,total_only,,,,,,440,,,,,,440,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1602,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Chalk Creek,Muzzleloader,,Public,total_only,,,,,,440,,,,,,440,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1603,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,East Canyon,Any Legal Weapon (Late),,Public,total_only,,,,,,760,,,,,,760,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1604,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,East Canyon,Archery,,Public,total_only,,,,,,380,,,,,,380,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1605,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,East Canyon,Any Legal Weapon (Early),,Public,total_only,,,,,,380,,,,,,380,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1606,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,East Canyon,Muzzleloader,,Public,total_only,,,,,,380,,,,,,380,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1607,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Morgan-South Rich,Any Legal Weapon (Late),,Public,total_only,,,,,,640,,,,,,640,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1608,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Morgan-South Rich,Archery,,Public,total_only,,,,,,320,,,,,,320,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1609,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Morgan-South Rich,Any Legal Weapon (Early),,Public,total_only,,,,,,320,,,,,,320,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1610,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Morgan-South Rich,Muzzleloader,,Public,total_only,,,,,,320,,,,,,320,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1611,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Beaver, East",Archery,,Public,total_only,,,,,,440,,,,,,440,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1612,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Beaver, East",Muzzleloader,,Public,total_only,,,,,,440,,,,,,440,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1613,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Beaver, East",Any Legal Weapon (Late),,Public,total_only,,,,,,1320,,,,,,1320,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1614,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Beaver, West",Archery,,Public,total_only,,,,,,130,,,,,,130,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1615,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Beaver, West",Restricted Muzzleloader,,Public,total_only,,,,,,130,,,,,,130,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1616,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"Beaver, West",Restricted Rifle,,Public,total_only,,,,,,390,,,,,,390,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1617,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"West Desert, Swasey",Archery,,Public,total_only,,,,,,80,,,,,,80,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1618,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"West Desert, Swasey",Muzzleloader,,Public,total_only,,,,,,80,,,,,,80,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1619,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"West Desert, Swasey",Any Legal Weapon (Late),,Public,total_only,,,,,,240,,,,,,240,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1620,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Oquirrh/Tintic,Archery,,Public,total_only,,,,,,450,,,,,,450,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1621,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Oquirrh/Tintic,Muzzleloader,,Public,total_only,,,,,,450,,,,,,450,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1622,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Oquirrh/Tintic,Any Legal Weapon (Late),,Public,total_only,,,,,,1350,,,,,,1350,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1623,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Cedar/Stansbury,Archery,,Public,total_only,,,,,,250,,,,,,250,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1624,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Cedar/Stansbury,Muzzleloader,,Public,total_only,,,,,,250,,,,,,250,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1625,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Cedar/Stansbury,Any Legal Weapon (Late),,Public,total_only,,,,,,750,,,,,,750,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1627,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Cache,Restricted Rifle,,Public,total_only,,,,,,3480,,,,,,3480,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1628,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Cache,Restricted Muzzleloader,,Public,total_only,,,,,,1160,,,,,,1160,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1629,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Boulder/Kaiparowits,Restricted Rifle,,Public,total_only,,,,,,960,,,,,,960,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1630,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Boulder/Kaiparowits,Restricted Muzzleloader,,Public,total_only,,,,,,720,,,,,,720,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1631,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Box Elder,Any Legal Weapon (Early),,Public,total_only,,,,,,1040,,,,,,1040,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1770,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Box Elder,Dedicated Hunter,,Public,total_only,,,,,,688,,,,,,688,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1771,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Cache,Dedicated Hunter,,Public,total_only,,,,,,588,,,,,,588,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1772,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Manti/San Rafael,Dedicated Hunter,,Public,total_only,,,,,,573,,,,,,573,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1773,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Nebo,Dedicated Hunter,,Public,total_only,,,,,,349,,,,,,349,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1775,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fillmore,Dedicated Hunter,,Public,total_only,,,,,,42,,,,,,42,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1777,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Kamas,Dedicated Hunter,,Public,total_only,,,,,,55,,,,,,55,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1778,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,La Sal Mtns,Dedicated Hunter,,Public,total_only,,,,,,67,,,,,,67,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1779,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Monroe,Dedicated Hunter,,Public,total_only,,,,,,45,,,,,,45,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1780,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Mt Dutton,Dedicated Hunter,,Public,total_only,,,,,,26,,,,,,26,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1781,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Nine Mile,Dedicated Hunter,,Public,total_only,,,,,,62,,,,,,62,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1782,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,North Slope,Dedicated Hunter,,Public,total_only,,,,,,340,,,,,,340,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1783,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Ogden,Dedicated Hunter,,Public,total_only,,,,,,297,,,,,,297,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1785,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Panguitch Lake,Dedicated Hunter,,Public,total_only,,,,,,112,,,,,,112,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1786,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Pine Valley,Dedicated Hunter,,Public,total_only,,,,,,228,,,,,,228,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1787,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Boulder/Kaiparowits,Dedicated Hunter,,Public,total_only,,,,,,70,,,,,,70,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1788,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Fishlake,Dedicated Hunter,,Public,total_only,,,,,,49,,,,,,49,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1790,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,"San Juan, Abajo Mtns",Dedicated Hunter,,Public,total_only,,,,,,261,,,,,,261,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1791,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Vernal/Bonanza,Dedicated Hunter,,Public,total_only,,,,,,45,,,,,,45,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1792,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Yellowstone,Dedicated Hunter,,Public,total_only,,,,,,63,,,,,,63,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
2026,DB1793,Deer,2026 Buck Deer Permit Recommendations,Buck Deer,Southwest Desert,Dedicated Hunter,,Public,total_only,,,,,,46,,,,,,46,buck_deer_permits_workbook,updated_current_permits,BUCK DEER.xlsx,
