hunt_code,join_key,source_family_presence,has_harvest,has_bonus_draw,has_antlerless_draw,harvest_model_family,bonus_draw_model_family,antlerless_draw_model_family,species,hunt_name,hunt_type,weapon,sex_type,access_type,permits_total,hunters,harvest,percent_success,avg_days,satisfaction,bonus_draw_hunt_code,bonus_draw_resident_rows,bonus_draw_row_count,bonus_draw_resident_min_point,bonus_draw_resident_max_point,bonus_draw_resident_total_applicants,bonus_draw_resident_bonus_permits,bonus_draw_resident_random_permits,bonus_draw_resident_total_permits,bonus_draw_resident_highest_point_with_permit,bonus_draw_resident_lowest_point_with_permit,bonus_draw_nonresident_rows,bonus_draw_nonresident_min_point,bonus_draw_nonresident_max_point,bonus_draw_nonresident_total_applicants,bonus_draw_nonresident_bonus_permits,bonus_draw_nonresident_random_permits,bonus_draw_nonresident_total_permits,bonus_draw_nonresident_highest_point_with_permit,bonus_draw_nonresident_lowest_point_with_permit,antlerless_draw_land_type,antlerless_draw_resident_rows,antlerless_draw_hunt_code,antlerless_draw_row_count,antlerless_resident_min_point,antlerless_resident_max_point,antlerless_draw_resident_total_applicants,antlerless_draw_resident_permits_awarded,antlerless_draw_resident_highest_point_with_permit,antlerless_draw_resident_lowest_point_with_permit,antlerless_draw_nonresident_rows,antlerless_nonresident_min_point,antlerless_nonresident_max_point,antlerless_draw_nonresident_total_applicants,antlerless_draw_nonresident_permits_awarded,antlerless_draw_nonresident_highest_point_with_permit,antlerless_draw_nonresident_lowest_point_with_permit
DB1047,DB1047,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Diamond Mtn,Limited Entry,Multiseason,Male Only,Public,5,5,5,100.0,7.6,3.8,DB1047,33,66,0,32,88,2,1,3,18,13,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1048,DB1048,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,"West Desert, Vernon",Limited Entry,Multiseason,Male Only,Public,9,9,7,77.8,11.0,3.6,DB1048,33,66,0,32,200,3,3,6,21,6,33,0,32,69,0,1,1,11,11,,,,,,,,,,,,,,,,,
DB1053,DB1053,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Mt Dutton,Limited Entry on General Season,Muzzleloader,Male Only,Public,5,5,4,80.0,6.5,4.0,DB1053,33,66,0,32,20,2,2,4,14,6,33,0,32,4,0,1,1,9,9,,,,,,,,,,,,,,,,,
DB1054,DB1054,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Ogden,Limited Entry on General Season,Muzzleloader,Male Only,Public,12,11,6,54.5,6.8,4.3,DB1054,33,66,0,32,41,6,5,11,11,2,33,0,32,1,0,1,1,2,2,,,,,,,,,,,,,,,,,
DB1055,DB1055,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Fishlake,Limited Entry on General Season,Muzzleloader,Male Only,Public,6,6,4,66.7,5.0,2.6,DB1055,33,66,0,32,53,3,2,5,12,3,33,0,32,11,0,1,1,6,6,,,,,,,,,,,,,,,,,
DB1056,DB1056,performance,True,False,False,performance,,,Deer,Book Cliffs,Conservation,Any Legal Weapon,Male Only,Public,2,2,1,50.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1058,DB1058,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Paunsaugunt,Cactus Buck,Any Legal Weapon,Male Only,Public,28,27,10,37.0,8.3,2.8,DB1058,33,66,0,32,132,14,13,27,15,0,33,0,32,64,2,1,3,18,5,,,,,,,,,,,,,,,,,
DB1065,DB1065,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,North Slope,Limited Entry on General Season,Muzzleloader,Male Only,Public,15,15,12,80.0,5.8,3.4,DB1065,33,66,0,32,49,7,6,13,11,2,33,0,32,7,1,1,2,16,5,,,,,,,,,,,,,,,,,
DB1073,DB1073,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Paunsaugunt,Management Buck,Archery,Male Only,Public,9,9,8,88.9,7.2,5.0,DB1073,33,66,0,32,60,4,4,8,16,0,33,0,32,26,0,1,1,9,9,,,,,,,,,,,,,,,,,
DB1074,DB1074,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Paunsaugunt,Management Buck,Muzzleloader,Male Only,Public,9,9,5,55.6,6.3,3.9,DB1074,33,66,0,32,53,4,4,8,18,5,33,0,32,14,0,1,1,6,6,,,,,,,,,,,,,,,,,
DB1077,DB1077,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Box Elder,Limited Entry on General Season,Muzzleloader,Male Only,Public,24,23,13,56.5,4.7,3.8,DB1077,33,66,0,32,62,11,11,22,9,0,33,0,32,27,2,1,3,16,4,,,,,,,,,,,,,,,,,
DB1078,DB1078,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Cache,Limited Entry on General Season,Muzzleloader,Male Only,Public,10,10,8,80.0,5.7,4.3,DB1078,33,66,0,32,93,5,4,9,12,0,33,0,32,12,0,1,1,12,12,,,,,,,,,,,,,,,,,
DB1079,DB1079,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Manti/San Rafael,Limited Entry on General Season,Muzzleloader,Male Only,Public,40,40,33,82.5,5.5,3.5,DB1079,33,66,0,32,197,19,18,37,20,1,33,0,32,37,2,2,4,20,10,,,,,,,,,,,,,,,,,
DB1080,DB1080,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Nebo,Limited Entry on General Season,Muzzleloader,Male Only,Public,27,27,21,77.8,4.8,3.4,DB1080,33,66,0,32,74,11,11,22,13,1,33,0,32,8,2,1,3,16,8,,,,,,,,,,,,,,,,,
DB1081,DB1081,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,La Sal Mtns,Limited Entry on General Season,Muzzleloader,Male Only,Public,9,9,5,55.6,5.9,2.8,DB1081,33,66,0,32,38,4,4,8,14,3,33,0,32,10,0,1,1,1,1,,,,,,,,,,,,,,,,,
DB1083,DB1083,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Panguitch Lake,Limited Entry on General Season,Muzzleloader,Male Only,Public,12,11,5,45.5,6.7,3.5,DB1083,33,66,0,32,34,6,5,11,18,2,33,0,32,23,0,1,1,9,9,,,,,,,,,,,,,,,,,
DB1084,DB1084,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Boulder/Kaiparowits,Limited Entry on General Season,Muzzleloader,Male Only,Public,12,12,8,66.7,5.0,2.4,DB1084,33,66,0,32,40,6,5,11,18,1,33,0,32,19,0,1,1,15,15,,,,,,,,,,,,,,,,,
DB1085,DB1085,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,"San Juan, Abajo Mtns",Limited Entry on General Season,Muzzleloader,Male Only,Public,13,12,8,66.7,6.4,3.1,DB1085,33,66,0,32,27,6,6,12,10,1,33,0,32,8,0,1,1,2,2,,,,,,,,,,,,,,,,,
DB1086,DB1086,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Vernal/Bonanza,Limited Entry on General Season,Muzzleloader,Male Only,Public,6,5,4,80.0,3.3,4.5,DB1086,33,66,0,32,28,3,2,5,11,7,33,0,32,4,0,1,1,6,6,,,,,,,,,,,,,,,,,
DB1087,DB1087,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,"Wasatch Mtns, West",Limited Entry on General Season,Muzzleloader,Male Only,Public,32,30,20,66.7,5.0,3.4,DB1087,33,66,0,32,69,15,14,29,9,0,33,0,32,8,2,1,3,12,3,,,,,,,,,,,,,,,,,
DB1090,DB1090,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,"Book Cliffs, Floy Canyon",Limited Entry,HAMSS,Male Only,Public,7,7,7,100.0,6.0,4.4,DB1090,33,66,0,32,60,3,3,6,19,2,33,0,32,56,0,1,1,3,3,,,,,,,,,,,,,,,,,
DB1091,DB1091,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Kaiparowits HAMSS,Limited Entry,HAMSS,Male Only,Public,5,5,3,60.0,10.0,3.2,DB1091,33,66,0,32,79,2,2,4,21,5,33,0,32,49,0,1,1,6,6,,,,,,,,,,,,,,,,,
DB1100,DB1100,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Chalk Creek,Limited Entry on General Season,Muzzleloader,Male Only,Public,11,11,9,81.8,3.8,4.5,DB1100,33,66,0,32,61,5,5,10,14,2,33,0,32,3,0,1,1,2,2,,,,,,,,,,,,,,,,,
DB1101,DB1101,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,East Canyon,Limited Entry on General Season,Muzzleloader,Male Only,Public,10,10,6,60.0,5.3,4.0,DB1101,33,66,0,32,26,5,4,9,10,2,33,0,32,2,0,1,1,3,3,,,,,,,,,,,,,,,,,
DB1103,DB1103,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Morgan-South Rich,Limited Entry on General Season,Muzzleloader,Male Only,Public,8,8,3,37.5,4.1,3.6,DB1103,33,66,0,32,11,4,3,7,4,1,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1105,DB1105,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,East Canyon,Limited Entry,HAMSS,Male Only,Public,6,6,5,83.3,6.5,4.3,DB1105,33,66,0,32,32,3,3,6,13,5,33,0,32,10,0,1,1,5,5,,,,,,,,,,,,,,,,,
DB1106,DB1106,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Thousand Lakes,Limited Entry,Archery Restricted,Male Only,Public,20,18,3,16.7,5.3,2.6,DB1106,33,66,0,32,9,4,5,9,8,0,33,0,32,3,1,1,2,3,0,,,,,,,,,,,,,,,,,
DB1107,DB1107,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Thousand Lakes,Limited Entry,Muzzleloader Restricted,Male Only,Public,20,18,5,27.8,4.0,2.6,DB1107,33,66,0,32,2,1,1,2,3,0,33,0,32,2,1,1,2,8,0,,,,,,,,,,,,,,,,,
DB1108,DB1108,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Thousand Lakes,Limited Entry,Rifle Restricted,Male Only,Public,22,22,12,54.5,3.8,4.1,DB1108,33,66,0,32,46,13,12,25,13,0,33,0,32,12,2,1,3,15,11,,,,,,,,,,,,,,,,,
DB1109,DB1109,performance,True,False,False,performance,,,Deer,Thousand Lakes,Limited Entry,Multiseason Restricted,Male Only,Public,2,2,2,100.0,3.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1110,DB1110,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,"Beaver, East",Limited Entry on General Season,Muzzleloader,Male Only,Public,10,10,4,40.0,8.3,3.3,DB1110,33,66,0,32,30,5,4,9,17,1,33,0,32,31,0,1,1,11,11,,,,,,,,,,,,,,,,,
DB1111,DB1111,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,"Beaver, West",Limited Entry on General Season,Muzzleloader,Male Only,Public,5,5,5,100.0,6.8,3.6,DB1111,33,66,0,32,21,2,2,4,10,3,33,0,32,3,0,1,1,6,6,,,,,,,,,,,,,,,,,
DB1112,DB1112,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,"West Desert, Swasey",Limited Entry on General Season,Muzzleloader,Male Only,Public,4,4,1,25.0,7.0,2.7,DB1112,33,66,0,32,8,2,2,4,5,0,33,0,32,2,0,1,1,3,3,,,,,,,,,,,,,,,,,
DB1113,DB1113,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Oquirrh/Tintic,Limited Entry on General Season,Muzzleloader,Male Only,Public,12,11,11,100.0,4.8,3.8,DB1113,33,66,0,32,60,6,5,11,17,4,33,0,32,7,0,1,1,11,11,,,,,,,,,,,,,,,,,
DB1114,DB1114,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Cedar/Stansbury,Limited Entry on General Season,Muzzleloader,Male Only,Public,6,6,2,33.3,6.2,3.2,DB1114,33,66,0,32,37,3,2,5,12,3,33,0,32,15,0,1,1,16,16,,,,,,,,,,,,,,,,,
DB1115,DB1115,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,"Henry Mtns, Little Rockies",Limited Entry,Any Legal Weapon,Male Only,Public,5,5,2,40.0,11.8,1.2,DB1115,33,66,0,32,1348,2,2,4,25,3,33,0,32,959,0,1,1,11,11,,,,,,,,,,,,,,,,,
DB1116,DB1116,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,"San Juan, Mancos Mesa",Limited Entry,HAMSS,Male Only,Public,4,4,2,50.0,13.8,2.8,DB1116,33,66,0,32,54,2,2,4,24,10,33,0,32,45,0,1,1,18,18,,,,,,,,,,,,,,,,,
DB1119,DB1119,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Moab Valley,Limited Entry,Any Legal Weapon,Male Only,Public,9,9,4,44.4,6.0,3.7,DB1119,33,66,0,32,19,5,4,9,15,1,33,0,32,20,0,1,1,12,12,,,,,,,,,,,,,,,,,
DB1120,DB1120,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Castle Valley,Limited Entry,Any Legal Weapon,Male Only,Public,15,15,12,80.0,5.9,4.4,DB1120,33,66,0,32,74,7,6,13,19,5,33,0,32,53,1,1,2,20,11,,,,,,,,,,,,,,,,,
DB1200,DB1200,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Alton,CWMU,Any Legal Weapon,Male Only,CWMU,20,20,18,90.0,5.0,4.7,DB1200,33,66,0,32,299,2,1,3,27,21,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1201,DB1201,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Alton,CWMU Management,Any Legal Weapon,Male Only,CWMU,5,5,5,100.0,2.6,4.8,DB1201,33,66,0,32,51,0,1,1,12,12,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1202,DB1202,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Antelope Creek,CWMU,Any Legal Weapon,Male Only,CWMU,3,2,1,50.0,7.0,3.0,DB1202,33,66,0,32,1,0,1,1,1,1,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1203,DB1203,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Avintaquin Canyon,CWMU,Any Legal Weapon,Male Only,CWMU,2,2,2,100.0,2.0,5.0,DB1203,33,66,0,32,2,0,1,1,3,3,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1204,DB1204,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Bally Watts,CWMU,Any Legal Weapon,Male Only,CWMU,9,9,7,77.8,1.8,5.0,DB1204,33,66,0,32,31,0,1,1,10,10,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1205,DB1205,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Bar J Ranch,CWMU,Any Legal Weapon,Male Only,CWMU,4,4,2,50.0,3.5,3.5,DB1205,33,66,0,32,3,0,1,1,19,19,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1206,DB1206,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Bear Mountain,CWMU,Any Legal Weapon,Male Only,CWMU,11,11,11,100.0,3.3,4.7,DB1206,33,66,0,32,28,0,1,1,8,8,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1207,DB1207,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Bear Springs,CWMU,Any Legal Weapon,Male Only,CWMU,3,3,2,66.7,3.3,5.0,DB1207,33,66,0,32,10,0,1,1,5,5,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1208,DB1208,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Black Hawk,CWMU,Any Legal Weapon,Male Only,CWMU,7,7,7,100.0,4.0,4.8,DB1208,33,66,0,32,5,0,1,1,2,2,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1209,DB1209,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Blind Spring,CWMU,Any Legal Weapon,Male Only,CWMU,5,5,4,80.0,3.0,4.8,DB1209,33,66,0,32,19,0,1,1,0,0,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1211,DB1211,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Blue Spring Hills,CWMU,Any Legal Weapon,Male Only,CWMU,10,10,10,100.0,4.8,4.0,DB1211,33,66,0,32,10,0,1,1,9,9,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1212,DB1212,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Bluebell,CWMU,Any Legal Weapon,Male Only,CWMU,10,10,10,100.0,3.3,5.0,DB1212,33,66,0,32,15,0,1,1,5,5,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1213,DB1213,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Boobe Hole,CWMU,Any Legal Weapon,Male Only,CWMU,18,18,8,44.4,4.1,4.1,DB1213,33,66,0,32,10,1,1,2,5,2,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1215,DB1215,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Buckhorn Ranch,CWMU,Any Legal Weapon,Male Only,CWMU,5,5,3,60.0,2.0,3.7,DB1215,33,66,0,32,19,0,1,1,6,6,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1216,DB1216,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Castle Valley Outdoors,CWMU,Any Legal Weapon,Male Only,CWMU,7,7,7,100.0,2.6,4.6,DB1216,33,66,0,32,6,0,1,1,2,2,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1217,DB1217,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Causey Spring,CWMU,Any Legal Weapon,Male Only,CWMU,13,13,12,92.3,3.0,4.9,DB1217,33,66,0,32,30,0,1,1,8,8,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1219,DB1219,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Chimney Rock,CWMU,Any Legal Weapon,Male Only,CWMU,16,15,13,86.7,3.7,4.6,DB1219,33,66,0,32,31,1,1,2,14,8,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1222,DB1222,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Coldwater Ranch,CWMU,Any Legal Weapon,Male Only,CWMU,12,12,12,100.0,2.2,5.0,DB1222,33,66,0,32,77,1,1,2,19,10,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1224,DB1224,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Cotton Thomas,CWMU,Any Legal Weapon,Male Only,CWMU,10,10,9,90.0,4.6,4.1,DB1224,33,66,0,32,16,0,1,1,5,5,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1227,DB1227,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Deer Haven,CWMU,Any Legal Weapon,Male Only,CWMU,16,13,13,100.0,5.8,4.6,DB1227,33,66,0,32,21,1,1,2,11,4,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1228,DB1228,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Deseret,CWMU,Any Legal Weapon,Male Only,CWMU,83,83,70,84.3,3.2,4.7,DB1228,33,66,0,32,225,7,6,13,20,4,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1229,DB1229,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Dilly Ranch,CWMU,Any Legal Weapon,Male Only,CWMU,10,10,9,90.0,3.7,4.8,DB1229,33,66,0,32,23,0,1,1,1,1,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1230,DB1230,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Double R Ranch,CWMU,Any Legal Weapon,Male Only,CWMU,16,16,14,87.5,3.0,4.9,DB1230,33,66,0,32,25,1,1,2,11,8,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1231,DB1231,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Dove Creek,CWMU,Any Legal Weapon,Male Only,CWMU,10,10,9,90.0,4.6,4.7,DB1231,33,66,0,32,27,1,1,2,14,1,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1232,DB1232,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Durst Mountain,CWMU,Any Legal Weapon,Male Only,CWMU,7,7,5,71.4,3.2,4.8,DB1232,33,66,0,32,35,1,1,2,11,6,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1233,DB1233,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,East Fork Chalk Creek,CWMU,Any Legal Weapon,Male Only,CWMU,40,40,31,77.5,6.4,4.3,DB1233,33,66,0,32,35,2,2,4,13,3,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1234,DB1234,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,East Zion,CWMU,Any Legal Weapon,Male Only,CWMU,10,10,8,80.0,7.0,4.6,DB1234,33,66,0,32,20,0,1,1,12,12,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1236,DB1236,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Engineer Springs,CWMU,Any Legal Weapon,Male Only,CWMU,1,1,1,100.0,5.0,4.0,DB1236,33,66,0,32,15,0,1,1,6,6,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1237,DB1237,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Ensign Ranches,CWMU,Any Legal Weapon,Male Only,CWMU,31,31,28,90.3,3.3,5.0,DB1237,33,66,0,32,140,2,1,3,20,17,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1238,DB1238,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Folley Ridge,CWMU,Any Legal Weapon,Male Only,CWMU,13,13,10,76.9,3.4,4.2,DB1238,33,66,0,32,27,2,1,3,12,7,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1239,DB1239,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Fort Ranch,CWMU,Any Legal Weapon,Male Only,CWMU,2,2,2,100.0,3.0,5.0,DB1239,33,66,0,32,5,0,1,1,0,0,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1240,DB1240,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,George Creek,CWMU,Any Legal Weapon,Male Only,CWMU,7,6,3,50.0,6.5,4.3,DB1240,33,66,0,32,13,0,1,1,2,2,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1241,DB1241,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Golden Spike,CWMU,Any Legal Weapon,Male Only,CWMU,5,5,5,100.0,3.5,5.0,DB1241,33,66,0,32,22,0,1,1,1,1,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1242,DB1242,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Grass Valley/Clark Canyon,CWMU,Any Legal Weapon,Male Only,CWMU,104,102,93,91.2,3.7,4.5,DB1242,33,66,0,32,113,7,7,14,14,2,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1243,DB1243,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Grazing Pasture,CWMU,Any Legal Weapon,Male Only,CWMU,10,10,7,70.0,5.0,4.7,DB1243,33,66,0,32,3,0,1,1,13,13,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1244,DB1244,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Green Canyon,CWMU,Any Legal Weapon,Male Only,CWMU,9,7,5,71.4,7.3,4.9,DB1244,33,66,0,32,26,0,1,1,9,9,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1245,DB1245,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Guildersleeve,CWMU,Any Legal Weapon,Male Only,CWMU,10,10,8,80.0,4.0,4.5,DB1245,33,66,0,32,11,0,1,1,4,4,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1246,DB1246,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Hardscrabble,CWMU,Any Legal Weapon,Male Only,CWMU,13,13,8,61.5,4.2,3.6,DB1246,33,66,0,32,11,1,1,2,9,8,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1248,DB1248,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Heaston East,CWMU,Any Legal Weapon,Male Only,CWMU,20,20,18,90.0,3.0,4.8,DB1248,33,66,0,32,102,1,1,2,23,15,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1249,DB1249,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Hiawatha,CWMU,Any Legal Weapon,Male Only,CWMU,8,7,6,85.7,3.3,3.3,DB1249,33,66,0,32,6,0,1,1,2,2,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1250,DB1250,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Indian Creek,CWMU,Any Legal Weapon,Male Only,CWMU,3,3,2,66.7,1.7,3.3,DB1250,33,66,0,32,5,0,1,1,2,2,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1251,DB1251,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Indian Head,CWMU,Any Legal Weapon,Male Only,CWMU,14,14,12,85.7,3.5,4.8,DB1251,33,66,0,32,30,1,1,2,16,7,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1252,DB1252,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Ingham Peak,CWMU,Any Legal Weapon,Male Only,CWMU,34,32,32,100.0,4.0,4.5,DB1252,33,66,0,32,20,3,2,5,13,2,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1253,DB1253,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Circle E Ranch,CWMU,Any Legal Weapon,Male Only,CWMU,7,7,7,100.0,1.4,5.0,DB1253,33,66,0,32,8,0,1,1,10,10,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
DB1255,DB1255,performance|bonus_draw_probability,True,True,False,performance,bonus_draw_probability,,Deer,Johnson Mountain Ranch,CWMU,Any Legal Weapon,Male Only,CWMU,2,2,0,0.0,9.5,2.5,DB1255,33,66,0,32,6,0,1,1,5,5,33,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,
