hunt_code,residency,point_level,applicants,bonus_permits,random_permits,total_permits,success_ratio_text
DB1044,Nonresident,1,4,0,0,0,N/A
DB1044,Nonresident,0,4,0,0,0,N/A
DB1044,Resident,32,0,0,0,0,N/A
DB1044,Resident,31,0,0,0,0,N/A
DB1044,Resident,30,0,0,0,0,N/A
DB1044,Resident,29,0,0,0,0,N/A
DB1044,Resident,28,0,0,0,0,N/A
DB1044,Resident,27,0,0,0,0,N/A
DB1044,Resident,26,0,0,0,0,N/A
DB1044,Resident,25,0,0,0,0,N/A
DB1044,Resident,24,0,0,0,0,N/A
DB1044,Resident,23,0,0,0,0,N/A
DB1044,Resident,22,2,2,0,2,1 in 1.0
DB1044,Resident,21,1,1,0,1,1 in 1.0
DB1044,Resident,20,2,0,0,0,N/A
DB1044,Resident,19,5,0,0,0,N/A
DB1044,Resident,18,4,0,0,0,N/A
DB1044,Resident,17,10,0,0,0,N/A
DB1044,Resident,16,4,0,0,0,N/A
DB1044,Resident,15,5,0,0,0,N/A
DB1044,Resident,14,7,0,0,0,N/A
DB1044,Resident,13,14,0,1,1,1 in 14.0
DB1044,Resident,12,6,0,0,0,N/A
DB1044,Resident,11,13,0,0,0,N/A
DB1044,Resident,10,5,0,1,1,1 in 5.0
DB1044,Resident,9,14,0,1,1,1 in 14.0
DB1044,Resident,8,13,0,0,0,N/A
DB1044,Resident,7,9,0,0,0,N/A
DB1044,Resident,6,18,0,0,0,N/A
DB1044,Resident,5,23,0,0,0,N/A
DB1044,Resident,4,14,0,0,0,N/A
DB1044,Resident,3,16,0,0,0,N/A
DB1044,Resident,2,17,0,0,0,N/A
DB1044,Resident,1,26,0,0,0,N/A
DB1044,Resident,0,27,0,0,0,N/A
DB1045,Nonresident,32,0,0,0,0,N/A
DB1045,Nonresident,31,0,0,0,0,N/A
DB1045,Nonresident,30,0,0,0,0,N/A
DB1045,Nonresident,29,0,0,0,0,N/A
DB1045,Nonresident,28,0,0,0,0,N/A
DB1045,Nonresident,27,0,0,0,0,N/A
DB1045,Nonresident,26,0,0,0,0,N/A
DB1045,Nonresident,25,0,0,0,0,N/A
DB1045,Nonresident,24,0,0,0,0,N/A
DB1045,Nonresident,23,0,0,0,0,N/A
DB1045,Nonresident,22,0,0,0,0,N/A
DB1045,Nonresident,21,0,0,0,0,N/A
DB1045,Nonresident,20,0,0,0,0,N/A
DB1045,Nonresident,19,0,0,0,0,N/A
DB1045,Nonresident,18,0,0,0,0,N/A
DB1045,Nonresident,17,0,0,0,0,N/A
DB1045,Nonresident,16,0,0,0,0,N/A
DB1045,Nonresident,15,0,0,0,0,N/A
DB1045,Nonresident,14,0,0,0,0,N/A
DB1045,Nonresident,13,0,0,0,0,N/A
DB1045,Nonresident,12,0,0,0,0,N/A
DB1045,Nonresident,11,0,0,0,0,N/A
DB1045,Nonresident,10,0,0,0,0,N/A
DB1045,Nonresident,9,0,0,0,0,N/A
DB1045,Nonresident,8,0,0,0,0,N/A
DB1045,Nonresident,7,0,0,0,0,N/A
DB1045,Nonresident,6,0,0,0,0,N/A
DB1045,Nonresident,5,0,0,0,0,N/A
DB1045,Nonresident,4,0,0,0,0,N/A
DB1045,Nonresident,3,0,0,0,0,N/A
DB1045,Nonresident,2,0,0,0,0,N/A
DB1045,Nonresident,1,0,0,0,0,N/A
DB1045,Nonresident,0,0,0,0,0,N/A
DB1045,Resident,32,0,0,0,0,N/A
DB1045,Resident,31,0,0,0,0,N/A
DB1045,Resident,30,0,0,0,0,N/A
DB1045,Resident,29,0,0,0,0,N/A
DB1045,Resident,28,1,1,0,1,1 in 1.0
DB1045,Resident,27,0,0,0,0,N/A
DB1045,Resident,26,1,0,0,0,N/A
DB1045,Resident,25,1,0,0,0,N/A
DB1045,Resident,24,1,0,0,0,N/A
DB1045,Resident,23,5,0,0,0,N/A
DB1045,Resident,22,4,0,0,0,N/A
DB1045,Resident,21,6,0,0,0,N/A
DB1045,Resident,20,8,0,0,0,N/A
DB1045,Resident,19,8,0,0,0,N/A
DB1045,Resident,18,9,0,0,0,N/A
DB1045,Resident,17,12,0,0,0,N/A
DB1045,Resident,16,13,0,0,0,N/A
DB1045,Resident,15,12,0,0,0,N/A
DB1045,Resident,14,9,0,0,0,N/A
DB1045,Resident,13,8,0,1,1,1 in 8.0
DB1045,Resident,12,9,0,0,0,N/A
DB1045,Resident,11,9,0,0,0,N/A
DB1045,Resident,10,4,0,0,0,N/A
DB1045,Resident,9,12,0,0,0,N/A
DB1045,Resident,8,13,0,0,0,N/A
DB1045,Resident,7,14,0,0,0,N/A
DB1045,Resident,6,10,0,0,0,N/A
DB1045,Resident,5,13,0,0,0,N/A
DB1045,Resident,4,11,0,0,0,N/A
DB1045,Resident,3,9,0,0,0,N/A
DB1045,Resident,2,14,0,0,0,N/A
DB1045,Resident,1,16,0,0,0,N/A
DB1045,Resident,0,23,0,0,0,N/A
DB1046,Nonresident,32,0,0,0,0,N/A
DB1046,Nonresident,31,0,0,0,0,N/A
DB1046,Nonresident,30,0,0,0,0,N/A
DB1046,Nonresident,29,0,0,0,0,N/A
DB1046,Nonresident,28,0,0,0,0,N/A
DB1046,Nonresident,27,0,0,0,0,N/A
DB1046,Nonresident,26,0,0,0,0,N/A
DB1046,Nonresident,25,0,0,0,0,N/A
DB1046,Nonresident,24,0,0,0,0,N/A
DB1046,Nonresident,23,0,0,0,0,N/A
DB1046,Nonresident,22,0,0,0,0,N/A
DB1046,Nonresident,21,0,0,0,0,N/A
DB1046,Nonresident,20,0,0,0,0,N/A
DB1046,Nonresident,19,0,0,0,0,N/A
DB1046,Nonresident,18,0,0,0,0,N/A
DB1046,Nonresident,17,0,0,0,0,N/A
DB1046,Nonresident,16,0,0,0,0,N/A
DB1046,Nonresident,15,0,0,0,0,N/A
DB1046,Nonresident,14,0,0,0,0,N/A
DB1046,Nonresident,13,0,0,0,0,N/A
DB1046,Nonresident,12,0,0,0,0,N/A
DB1046,Nonresident,11,0,0,0,0,N/A
DB1046,Nonresident,10,0,0,0,0,N/A
DB1046,Nonresident,9,0,0,0,0,N/A
DB1046,Nonresident,8,0,0,0,0,N/A
DB1046,Nonresident,7,0,0,0,0,N/A
DB1046,Nonresident,6,0,0,0,0,N/A
DB1046,Nonresident,5,0,0,0,0,N/A
DB1046,Nonresident,4,0,0,0,0,N/A
DB1046,Nonresident,3,0,0,0,0,N/A
DB1046,Nonresident,2,0,0,0,0,N/A
DB1046,Nonresident,1,0,0,0,0,N/A
DB1046,Nonresident,0,0,0,0,0,N/A
DB1046,Resident,32,0,0,0,0,N/A
DB1046,Resident,31,0,0,0,0,N/A
DB1046,Resident,30,0,0,0,0,N/A
DB1046,Resident,29,0,0,0,0,N/A
DB1046,Resident,28,0,0,0,0,N/A
DB1046,Resident,27,0,0,0,0,N/A
DB1046,Resident,26,0,0,0,0,N/A
DB1046,Resident,25,1,1,0,1,1 in 1.0
DB1046,Resident,24,2,0,0,0,N/A
DB1046,Resident,23,2,0,1,1,1 in 2.0
DB1046,Resident,22,0,0,0,0,N/A
DB1046,Resident,21,1,0,0,0,N/A
DB1046,Resident,20,3,0,0,0,N/A
DB1046,Resident,19,5,0,0,0,N/A
DB1046,Resident,18,6,0,0,0,N/A
DB1046,Resident,17,3,0,0,0,N/A
DB1046,Resident,16,6,0,0,0,N/A
DB1046,Resident,15,7,0,0,0,N/A
DB1046,Resident,14,6,0,0,0,N/A
DB1046,Resident,13,3,0,0,0,N/A
DB1046,Resident,12,4,0,0,0,N/A
DB1046,Resident,11,1,0,0,0,N/A
DB1046,Resident,10,3,0,0,0,N/A
DB1046,Resident,9,3,0,0,0,N/A
DB1046,Resident,8,6,0,0,0,N/A
DB1046,Resident,7,6,0,0,0,N/A
DB1046,Resident,6,1,0,0,0,N/A
DB1046,Resident,5,3,0,0,0,N/A
DB1046,Resident,4,10,0,0,0,N/A
DB1046,Resident,3,2,0,0,0,N/A
DB1046,Resident,2,8,0,0,0,N/A
DB1046,Resident,1,5,0,0,0,N/A
DB1046,Resident,0,8,0,0,0,N/A
DB1047,Nonresident,32,0,0,0,0,N/A
DB1047,Nonresident,31,0,0,0,0,N/A
DB1047,Nonresident,30,0,0,0,0,N/A
DB1047,Nonresident,29,0,0,0,0,N/A
DB1047,Nonresident,28,0,0,0,0,N/A
DB1047,Nonresident,27,0,0,0,0,N/A
DB1047,Nonresident,26,0,0,0,0,N/A
DB1047,Nonresident,25,0,0,0,0,N/A
DB1047,Nonresident,24,0,0,0,0,N/A
DB1047,Nonresident,23,0,0,0,0,N/A
DB1047,Nonresident,22,0,0,0,0,N/A
DB1047,Nonresident,21,0,0,0,0,N/A
DB1047,Nonresident,20,0,0,0,0,N/A
DB1047,Nonresident,19,0,0,0,0,N/A
DB1047,Nonresident,18,0,0,0,0,N/A
DB1047,Nonresident,17,0,0,0,0,N/A
DB1047,Nonresident,16,0,0,0,0,N/A
DB1047,Nonresident,15,0,0,0,0,N/A
DB1047,Nonresident,14,0,0,0,0,N/A
DB1047,Nonresident,13,0,0,0,0,N/A
DB1047,Nonresident,12,0,0,0,0,N/A
DB1047,Nonresident,11,0,0,0,0,N/A
DB1047,Nonresident,10,0,0,0,0,N/A
DB1047,Nonresident,9,0,0,0,0,N/A
DB1047,Nonresident,8,0,0,0,0,N/A
DB1047,Nonresident,7,0,0,0,0,N/A
DB1047,Nonresident,6,0,0,0,0,N/A
DB1047,Nonresident,5,0,0,0,0,N/A
DB1047,Nonresident,4,0,0,0,0,N/A
DB1047,Nonresident,3,0,0,0,0,N/A
DB1047,Nonresident,2,0,0,0,0,N/A
DB1047,Nonresident,1,0,0,0,0,N/A
DB1047,Nonresident,0,0,0,0,0,N/A
DB1047,Resident,32,0,0,0,0,N/A
DB1047,Resident,31,0,0,0,0,N/A
DB1047,Resident,30,0,0,0,0,N/A
DB1047,Resident,29,0,0,0,0,N/A
DB1047,Resident,28,0,0,0,0,N/A
DB1047,Resident,27,0,0,0,0,N/A
DB1047,Resident,26,0,0,0,0,N/A
DB1047,Resident,25,0,0,0,0,N/A
DB1047,Resident,24,0,0,0,0,N/A
DB1047,Resident,23,0,0,0,0,N/A
DB1047,Resident,22,0,0,0,0,N/A
DB1047,Resident,21,0,0,0,0,N/A
DB1047,Resident,20,0,0,0,0,N/A
DB1047,Resident,19,0,0,0,0,N/A
DB1047,Resident,18,1,1,0,1,1 in 1.0
DB1047,Resident,17,2,1,0,1,1 in 2.0
DB1047,Resident,16,1,0,0,0,N/A
DB1047,Resident,15,2,0,0,0,N/A
DB1047,Resident,14,3,0,0,0,N/A
DB1047,Resident,13,7,0,1,1,1 in 7.0
DB1047,Resident,12,5,0,0,0,N/A
DB1047,Resident,11,3,0,0,0,N/A
DB1047,Resident,10,5,0,0,0,N/A
DB1047,Resident,9,2,0,0,0,N/A
DB1047,Resident,8,3,0,0,0,N/A
DB1047,Resident,7,9,0,0,0,N/A
DB1047,Resident,6,6,0,0,0,N/A
DB1047,Resident,5,4,0,0,0,N/A
DB1047,Resident,4,7,0,0,0,N/A
DB1047,Resident,3,8,0,0,0,N/A
DB1047,Resident,2,3,0,0,0,N/A
DB1047,Resident,1,10,0,0,0,N/A
DB1047,Resident,0,7,0,0,0,N/A
DB1048,Nonresident,32,0,0,0,0,N/A
DB1048,Nonresident,31,0,0,0,0,N/A
DB1048,Nonresident,30,0,0,0,0,N/A
DB1048,Nonresident,29,0,0,0,0,N/A
DB1048,Nonresident,28,0,0,0,0,N/A
DB1048,Nonresident,27,0,0,0,0,N/A
DB1048,Nonresident,26,0,0,0,0,N/A
DB1048,Nonresident,25,0,0,0,0,N/A
DB1048,Nonresident,24,0,0,0,0,N/A
DB1048,Nonresident,23,0,0,0,0,N/A
DB1048,Nonresident,22,0,0,0,0,N/A
DB1048,Nonresident,21,0,0,0,0,N/A
DB1048,Nonresident,20,0,0,0,0,N/A
DB1048,Nonresident,19,0,0,0,0,N/A
DB1048,Nonresident,18,0,0,0,0,N/A
DB1048,Nonresident,17,2,0,0,0,N/A
DB1048,Nonresident,16,5,0,0,0,N/A
DB1048,Nonresident,15,2,0,0,0,N/A
DB1048,Nonresident,14,2,0,0,0,N/A
DB1048,Nonresident,13,2,0,0,0,N/A
DB1048,Nonresident,12,3,0,0,0,N/A
DB1048,Nonresident,11,5,0,1,1,1 in 5.0
DB1048,Nonresident,10,4,0,0,0,N/A
DB1048,Nonresident,9,2,0,0,0,N/A
DB1048,Nonresident,8,3,0,0,0,N/A
DB1048,Nonresident,7,5,0,0,0,N/A
DB1048,Nonresident,6,3,0,0,0,N/A
DB1048,Nonresident,5,1,0,0,0,N/A
DB1048,Nonresident,4,5,0,0,0,N/A
DB1048,Nonresident,3,5,0,0,0,N/A
DB1048,Nonresident,2,7,0,0,0,N/A
DB1048,Nonresident,1,5,0,0,0,N/A
DB1048,Nonresident,0,8,0,0,0,N/A
DB1048,Resident,32,0,0,0,0,N/A
DB1048,Resident,31,0,0,0,0,N/A
DB1048,Resident,30,0,0,0,0,N/A
DB1048,Resident,29,0,0,0,0,N/A
DB1048,Resident,28,0,0,0,0,N/A
DB1048,Resident,27,0,0,0,0,N/A
DB1048,Resident,26,0,0,0,0,N/A
DB1048,Resident,25,0,0,0,0,N/A
DB1048,Resident,24,0,0,0,0,N/A
DB1048,Resident,23,0,0,0,0,N/A
DB1048,Resident,22,0,0,0,0,N/A
DB1048,Resident,21,4,3,0,3,1 in 1.3
DB1048,Resident,20,3,0,0,0,N/A
DB1048,Resident,19,1,0,0,0,N/A
DB1048,Resident,18,2,0,0,0,N/A
DB1048,Resident,17,4,0,0,0,N/A
DB1048,Resident,16,10,0,0,0,N/A
DB1048,Resident,15,8,0,0,0,N/A
DB1048,Resident,14,5,0,0,0,N/A
DB1048,Resident,13,7,0,0,0,N/A
DB1048,Resident,12,2,0,0,0,N/A
DB1048,Resident,11,10,0,0,0,N/A
DB1048,Resident,10,9,0,0,0,N/A
DB1048,Resident,9,9,0,1,1,1 in 9.0
DB1048,Resident,8,8,0,0,0,N/A
DB1048,Resident,7,14,0,1,1,1 in 14.0
DB1048,Resident,6,12,0,1,1,1 in 12.0
DB1048,Resident,5,17,0,0,0,N/A
DB1048,Resident,4,9,0,0,0,N/A
DB1048,Resident,3,13,0,0,0,N/A
DB1048,Resident,2,12,0,0,0,N/A
DB1048,Resident,1,23,0,0,0,N/A
DB1048,Resident,0,18,0,0,0,N/A
DB1053,Nonresident,32,0,0,0,0,N/A
DB1053,Nonresident,31,0,0,0,0,N/A
DB1053,Nonresident,30,0,0,0,0,N/A
DB1053,Nonresident,29,0,0,0,0,N/A
DB1053,Nonresident,28,0,0,0,0,N/A
DB1053,Nonresident,27,0,0,0,0,N/A
DB1053,Nonresident,26,0,0,0,0,N/A
DB1053,Nonresident,25,0,0,0,0,N/A
DB1053,Nonresident,24,0,0,0,0,N/A
DB1053,Nonresident,23,0,0,0,0,N/A
DB1053,Nonresident,22,0,0,0,0,N/A
DB1053,Nonresident,21,0,0,0,0,N/A
DB1053,Nonresident,20,0,0,0,0,N/A
DB1053,Nonresident,19,0,0,0,0,N/A
DB1053,Nonresident,18,0,0,0,0,N/A
DB1053,Nonresident,17,0,0,0,0,N/A
DB1053,Nonresident,16,0,0,0,0,N/A
DB1053,Nonresident,15,0,0,0,0,N/A
DB1053,Nonresident,14,0,0,0,0,N/A
DB1053,Nonresident,13,0,0,0,0,N/A
DB1053,Nonresident,12,0,0,0,0,N/A
DB1053,Nonresident,11,0,0,0,0,N/A
DB1053,Nonresident,10,0,0,0,0,N/A
DB1053,Nonresident,9,1,0,1,1,1 in 1.0
DB1053,Nonresident,8,0,0,0,0,N/A
DB1053,Nonresident,7,0,0,0,0,N/A
DB1053,Nonresident,6,0,0,0,0,N/A
DB1053,Nonresident,5,1,0,0,0,N/A
DB1053,Nonresident,4,1,0,0,0,N/A
DB1053,Nonresident,3,1,0,0,0,N/A
DB1053,Nonresident,2,0,0,0,0,N/A
DB1053,Nonresident,1,0,0,0,0,N/A
DB1053,Nonresident,0,0,0,0,0,N/A
DB1053,Resident,32,0,0,0,0,N/A
DB1053,Resident,31,0,0,0,0,N/A
DB1053,Resident,30,0,0,0,0,N/A
DB1053,Resident,29,0,0,0,0,N/A
DB1053,Resident,28,0,0,0,0,N/A
DB1053,Resident,27,0,0,0,0,N/A
DB1053,Resident,26,0,0,0,0,N/A
DB1053,Resident,25,0,0,0,0,N/A
DB1053,Resident,24,0,0,0,0,N/A
DB1053,Resident,23,0,0,0,0,N/A
DB1053,Resident,22,0,0,0,0,N/A
DB1053,Resident,21,0,0,0,0,N/A
DB1053,Resident,20,0,0,0,0,N/A
DB1053,Resident,19,0,0,0,0,N/A
DB1053,Resident,18,0,0,0,0,N/A
DB1053,Resident,17,0,0,0,0,N/A
DB1053,Resident,16,0,0,0,0,N/A
DB1053,Resident,15,0,0,0,0,N/A
DB1053,Resident,14,2,2,0,2,1 in 1.0
DB1053,Resident,13,0,0,0,0,N/A
DB1053,Resident,12,0,0,0,0,N/A
DB1053,Resident,11,0,0,0,0,N/A
DB1053,Resident,10,3,0,1,1,1 in 3.0
DB1053,Resident,9,2,0,0,0,N/A
DB1053,Resident,8,1,0,0,0,N/A
DB1053,Resident,7,3,0,0,0,N/A
DB1053,Resident,6,1,0,1,1,1 in 1.0
DB1053,Resident,5,2,0,0,0,N/A
DB1053,Resident,4,2,0,0,0,N/A
DB1053,Resident,3,1,0,0,0,N/A
DB1053,Resident,2,0,0,0,0,N/A
DB1053,Resident,1,1,0,0,0,N/A
DB1053,Resident,0,2,0,0,0,N/A
DB1054,Nonresident,32,0,0,0,0,N/A
DB1054,Nonresident,31,0,0,0,0,N/A
DB1054,Nonresident,30,0,0,0,0,N/A
DB1054,Nonresident,29,0,0,0,0,N/A
DB1054,Nonresident,28,0,0,0,0,N/A
DB1054,Nonresident,27,0,0,0,0,N/A
DB1054,Nonresident,26,0,0,0,0,N/A
DB1054,Nonresident,25,0,0,0,0,N/A
DB1054,Nonresident,24,0,0,0,0,N/A
DB1054,Nonresident,23,0,0,0,0,N/A
DB1054,Nonresident,22,0,0,0,0,N/A
DB1054,Nonresident,21,0,0,0,0,N/A
DB1054,Nonresident,20,0,0,0,0,N/A
DB1054,Nonresident,19,0,0,0,0,N/A
DB1054,Nonresident,18,0,0,0,0,N/A
DB1054,Nonresident,17,0,0,0,0,N/A
DB1054,Nonresident,16,0,0,0,0,N/A
DB1054,Nonresident,15,0,0,0,0,N/A
DB1054,Nonresident,14,0,0,0,0,N/A
DB1054,Nonresident,13,0,0,0,0,N/A
DB1054,Nonresident,12,0,0,0,0,N/A
DB1054,Nonresident,11,0,0,0,0,N/A
DB1054,Nonresident,10,0,0,0,0,N/A
DB1054,Nonresident,9,0,0,0,0,N/A
DB1054,Nonresident,8,0,0,0,0,N/A
DB1054,Nonresident,7,0,0,0,0,N/A
DB1054,Nonresident,6,0,0,0,0,N/A
DB1054,Nonresident,5,0,0,0,0,N/A
DB1054,Nonresident,4,0,0,0,0,N/A
DB1054,Nonresident,3,0,0,0,0,N/A
DB1054,Nonresident,2,1,0,1,1,1 in 1.0
DB1054,Nonresident,1,0,0,0,0,N/A
DB1054,Nonresident,0,0,0,0,0,N/A
DB1054,Resident,32,0,0,0,0,N/A
DB1054,Resident,31,0,0,0,0,N/A
DB1054,Resident,30,0,0,0,0,N/A
DB1054,Resident,29,0,0,0,0,N/A
DB1054,Resident,28,0,0,0,0,N/A
DB1054,Resident,27,0,0,0,0,N/A
DB1054,Resident,26,0,0,0,0,N/A
DB1054,Resident,25,0,0,0,0,N/A
DB1054,Resident,24,0,0,0,0,N/A
DB1054,Resident,23,0,0,0,0,N/A
DB1054,Resident,22,0,0,0,0,N/A
DB1054,Resident,21,0,0,0,0,N/A
DB1054,Resident,20,0,0,0,0,N/A
DB1054,Resident,19,0,0,0,0,N/A
DB1054,Resident,18,0,0,0,0,N/A
DB1054,Resident,17,0,0,0,0,N/A
DB1054,Resident,16,0,0,0,0,N/A
DB1054,Resident,15,0,0,0,0,N/A
DB1054,Resident,14,0,0,0,0,N/A
DB1054,Resident,13,0,0,0,0,N/A
DB1054,Resident,12,0,0,0,0,N/A
DB1054,Resident,11,1,1,0,1,1 in 1.0
DB1054,Resident,10,0,0,0,0,N/A
DB1054,Resident,9,0,0,0,0,N/A
DB1054,Resident,8,5,5,0,5,1 in 1.0
DB1054,Resident,7,2,0,0,0,N/A
DB1054,Resident,6,1,0,0,0,N/A
DB1054,Resident,5,3,0,0,0,N/A
DB1054,Resident,4,8,0,4,4,1 in 2.0
DB1054,Resident,3,4,0,0,0,N/A
DB1054,Resident,2,10,0,1,1,1 in 10.0
DB1054,Resident,1,3,0,0,0,N/A
DB1054,Resident,0,4,0,0,0,N/A
DB1055,Nonresident,32,0,0,0,0,N/A
DB1055,Nonresident,31,0,0,0,0,N/A
DB1055,Nonresident,30,0,0,0,0,N/A
DB1055,Nonresident,29,0,0,0,0,N/A
DB1055,Nonresident,28,0,0,0,0,N/A
DB1055,Nonresident,27,0,0,0,0,N/A
DB1055,Nonresident,26,0,0,0,0,N/A
DB1055,Nonresident,25,0,0,0,0,N/A
DB1055,Nonresident,24,0,0,0,0,N/A
DB1055,Nonresident,23,0,0,0,0,N/A
DB1055,Nonresident,22,0,0,0,0,N/A
DB1055,Nonresident,21,0,0,0,0,N/A
DB1055,Nonresident,20,0,0,0,0,N/A
DB1055,Nonresident,19,0,0,0,0,N/A
DB1055,Nonresident,18,0,0,0,0,N/A
DB1055,Nonresident,17,0,0,0,0,N/A
DB1055,Nonresident,16,0,0,0,0,N/A
DB1055,Nonresident,15,0,0,0,0,N/A
DB1055,Nonresident,14,0,0,0,0,N/A
DB1055,Nonresident,13,0,0,0,0,N/A
DB1055,Nonresident,12,0,0,0,0,N/A
DB1055,Nonresident,11,0,0,0,0,N/A
DB1055,Nonresident,10,0,0,0,0,N/A
DB1055,Nonresident,9,2,0,0,0,N/A
DB1055,Nonresident,8,0,0,0,0,N/A
DB1055,Nonresident,7,2,0,0,0,N/A
DB1055,Nonresident,6,1,0,1,1,1 in 1.0
DB1055,Nonresident,5,0,0,0,0,N/A
DB1055,Nonresident,4,0,0,0,0,N/A
DB1055,Nonresident,3,1,0,0,0,N/A
DB1055,Nonresident,2,2,0,0,0,N/A
DB1055,Nonresident,1,0,0,0,0,N/A
DB1055,Nonresident,0,3,0,0,0,N/A
DB1055,Resident,32,0,0,0,0,N/A
DB1055,Resident,31,0,0,0,0,N/A
DB1055,Resident,30,0,0,0,0,N/A
DB1055,Resident,29,0,0,0,0,N/A
DB1055,Resident,28,0,0,0,0,N/A
DB1055,Resident,27,0,0,0,0,N/A
DB1055,Resident,26,0,0,0,0,N/A
DB1055,Resident,25,0,0,0,0,N/A
DB1055,Resident,24,0,0,0,0,N/A
DB1055,Resident,23,0,0,0,0,N/A
DB1055,Resident,22,0,0,0,0,N/A
DB1055,Resident,21,0,0,0,0,N/A
DB1055,Resident,20,0,0,0,0,N/A
DB1055,Resident,19,0,0,0,0,N/A
DB1055,Resident,18,0,0,0,0,N/A
DB1055,Resident,17,0,0,0,0,N/A
DB1055,Resident,16,0,0,0,0,N/A
DB1055,Resident,15,0,0,0,0,N/A
DB1055,Resident,14,0,0,0,0,N/A
DB1055,Resident,13,0,0,0,0,N/A
DB1055,Resident,12,6,3,0,3,1 in 2.0
DB1055,Resident,11,2,0,0,0,N/A
DB1055,Resident,10,0,0,0,0,N/A
DB1055,Resident,9,2,0,0,0,N/A
DB1055,Resident,8,4,0,0,0,N/A
DB1055,Resident,7,3,0,0,0,N/A
DB1055,Resident,6,6,0,0,0,N/A
DB1055,Resident,5,8,0,1,1,1 in 8.0
DB1055,Resident,4,2,0,0,0,N/A
DB1055,Resident,3,8,0,1,1,1 in 8.0
DB1055,Resident,2,2,0,0,0,N/A
DB1055,Resident,1,1,0,0,0,N/A
DB1055,Resident,0,9,0,0,0,N/A
DB1058,Nonresident,32,0,0,0,0,N/A
DB1058,Nonresident,31,0,0,0,0,N/A
DB1058,Nonresident,30,0,0,0,0,N/A
DB1058,Nonresident,29,0,0,0,0,N/A
DB1058,Nonresident,28,0,0,0,0,N/A
DB1058,Nonresident,27,0,0,0,0,N/A
DB1058,Nonresident,26,0,0,0,0,N/A
DB1058,Nonresident,25,0,0,0,0,N/A
DB1058,Nonresident,24,0,0,0,0,N/A
DB1058,Nonresident,23,0,0,0,0,N/A
DB1058,Nonresident,22,0,0,0,0,N/A
DB1058,Nonresident,21,0,0,0,0,N/A
DB1058,Nonresident,20,0,0,0,0,N/A
DB1058,Nonresident,19,0,0,0,0,N/A
DB1058,Nonresident,18,2,2,0,2,1 in 1.0
DB1058,Nonresident,17,0,0,0,0,N/A
DB1058,Nonresident,16,1,0,0,0,N/A
DB1058,Nonresident,15,5,0,0,0,N/A
DB1058,Nonresident,14,4,0,0,0,N/A
DB1058,Nonresident,13,1,0,0,0,N/A
DB1058,Nonresident,12,2,0,0,0,N/A
DB1058,Nonresident,11,2,0,0,0,N/A
DB1058,Nonresident,10,0,0,0,0,N/A
DB1058,Nonresident,9,1,0,0,0,N/A
DB1058,Nonresident,8,4,0,0,0,N/A
DB1058,Nonresident,7,2,0,0,0,N/A
DB1058,Nonresident,6,5,0,0,0,N/A
DB1058,Nonresident,5,9,0,1,1,1 in 9.0
DB1058,Nonresident,4,3,0,0,0,N/A
DB1058,Nonresident,3,7,0,0,0,N/A
DB1058,Nonresident,2,7,0,0,0,N/A
DB1058,Nonresident,1,2,0,0,0,N/A
DB1058,Nonresident,0,7,0,0,0,N/A
DB1058,Resident,32,0,0,0,0,N/A
DB1058,Resident,31,0,0,0,0,N/A
DB1058,Resident,30,0,0,0,0,N/A
DB1058,Resident,29,0,0,0,0,N/A
DB1058,Resident,28,0,0,0,0,N/A
DB1058,Resident,27,0,0,0,0,N/A
DB1058,Resident,26,0,0,0,0,N/A
DB1058,Resident,25,0,0,0,0,N/A
DB1058,Resident,24,0,0,0,0,N/A
DB1058,Resident,23,0,0,0,0,N/A
DB1058,Resident,22,0,0,0,0,N/A
DB1058,Resident,21,0,0,0,0,N/A
DB1058,Resident,20,0,0,0,0,N/A
DB1058,Resident,19,0,0,0,0,N/A
DB1058,Resident,18,0,0,0,0,N/A
DB1058,Resident,17,0,0,0,0,N/A
DB1058,Resident,16,0,0,0,0,N/A
DB1058,Resident,15,1,1,0,1,1 in 1.0
DB1058,Resident,14,2,2,0,2,1 in 1.0
DB1058,Resident,13,1,1,0,1,1 in 1.0
DB1058,Resident,12,3,3,0,3,1 in 1.0
DB1058,Resident,11,1,1,0,1,1 in 1.0
DB1058,Resident,10,4,4,0,4,1 in 1.0
DB1058,Resident,9,5,2,1,3,1 in 1.7
DB1058,Resident,8,4,0,1,1,1 in 4.0
DB1058,Resident,7,5,0,4,4,1 in 1.3
DB1058,Resident,6,8,0,0,0,N/A
DB1058,Resident,5,8,0,2,2,1 in 4.0
DB1058,Resident,4,9,0,2,2,1 in 4.5
DB1058,Resident,3,15,0,0,0,N/A
DB1058,Resident,2,17,0,1,1,1 in 17.0
DB1058,Resident,1,21,0,1,1,1 in 21.0
DB1058,Resident,0,28,0,1,1,1 in 28.0
DB1065,Nonresident,32,0,0,0,0,N/A
DB1065,Nonresident,31,0,0,0,0,N/A
DB1065,Nonresident,30,0,0,0,0,N/A
DB1065,Nonresident,29,0,0,0,0,N/A
DB1065,Nonresident,28,0,0,0,0,N/A
DB1065,Nonresident,27,0,0,0,0,N/A
DB1065,Nonresident,26,0,0,0,0,N/A
DB1065,Nonresident,25,0,0,0,0,N/A
DB1065,Nonresident,24,0,0,0,0,N/A
DB1065,Nonresident,23,0,0,0,0,N/A
DB1065,Nonresident,22,0,0,0,0,N/A
