hunt_code,residency,species,hunt_name,weapon,hunt_type,access_type,join_key,source_family_presence,harvest_model_family,bonus_draw_model_family,antlerless_draw_model_family,success_hunters,success_harvest,success_percent,public_permits_2025,public_permits_2026,applicants_2025,projected_applicants_2026,max_point_permits_2026,random_permits_2026,guaranteed_at_2026,delta_gap,trend,engine_point_rows,modeled_min_points,modeled_max_points,has_master_record,has_permits,has_draw_history,has_projection,has_engine_model,has_ladder_rows,has_context_metrics,ladder_row_count,coverage_status,coverage_reason
EA1069,Nonresident,Elk,Panguitch Lake,Any Legal Weapon,Antlerless,Public,EA1069,performance|preference_threshold,performance,,preference_threshold,33,21,63.6,4,4,64,64,4,0,7,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1073,Resident,Elk,Paunsaugunt,Any Legal Weapon,Antlerless,Public,EA1073,performance|preference_threshold,performance,,preference_threshold,13,1,7.7,15,18,90,90,18,0,3,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1073,Nonresident,Elk,Paunsaugunt,Any Legal Weapon,Antlerless,Public,EA1073,performance|preference_threshold,performance,,preference_threshold,13,1,7.7,2,2,9,9,2,0,2,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1075,Resident,Elk,Boulder East,Any Legal Weapon,Antlerless,Public,EA1075,performance|preference_threshold,performance,,preference_threshold,39,20,51.3,36,45,159,159,45,0,4,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1075,Nonresident,Elk,Boulder East,Any Legal Weapon,Antlerless,Public,EA1075,performance|preference_threshold,performance,,preference_threshold,39,20,51.3,4,5,14,14,5,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1076,Resident,Elk,Boulder West,Any Legal Weapon,Antlerless,Public,EA1076,performance|preference_threshold,performance,,preference_threshold,47,38,80.9,36,45,267,267,45,0,5,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1076,Nonresident,Elk,Boulder West,Any Legal Weapon,Antlerless,Public,EA1076,performance|preference_threshold,performance,,preference_threshold,47,38,80.9,4,5,17,17,5,0,5,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1077,Resident,Elk,Boulder-Circle Cliffs,Any Legal Weapon,Antlerless,Public,EA1077,performance|preference_threshold,performance,,preference_threshold,22,14,63.6,22,27,75,75,27,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1077,Nonresident,Elk,Boulder-Circle Cliffs,Any Legal Weapon,Antlerless,Public,EA1077,performance|preference_threshold,performance,,preference_threshold,22,14,63.6,3,3,13,13,3,0,2,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1078,Resident,Elk,Fishlake/Thousand Lakes,Any Legal Weapon,Antlerless,Public,EA1078,performance|preference_threshold,performance,,preference_threshold,247,91,36.8,195,243,886,886,243,0,4,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1078,Nonresident,Elk,Fishlake/Thousand Lakes,Any Legal Weapon,Antlerless,Public,EA1078,performance|preference_threshold,performance,,preference_threshold,247,91,36.8,22,27,69,69,27,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1079,Resident,Elk,Fishlake/Thousand Lakes East,Any Legal Weapon,Antlerless,Public,EA1079,performance|preference_threshold,performance,,preference_threshold,60,56,93.3,47,58,639,639,58,0,6,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1079,Nonresident,Elk,Fishlake/Thousand Lakes East,Any Legal Weapon,Antlerless,Public,EA1079,performance|preference_threshold,performance,,preference_threshold,60,56,93.3,6,7,36,36,7,0,5,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1080,Resident,Elk,Fishlake/Thousand Lakes West,Any Legal Weapon,Antlerless,Public,EA1080,performance|preference_threshold,performance,,preference_threshold,58,45,77.6,44,54,727,727,54,0,6,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1080,Nonresident,Elk,Fishlake/Thousand Lakes West,Any Legal Weapon,Antlerless,Public,EA1080,performance|preference_threshold,performance,,preference_threshold,58,45,77.6,5,6,43,43,6,0,6,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1081,Resident,Elk,San Juan,Any Legal Weapon,Antlerless,Public,EA1081,performance|preference_threshold,performance,,preference_threshold,115,45,39.1,90,112,225,225,112,0,2,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1081,Nonresident,Elk,San Juan,Any Legal Weapon,Antlerless,Public,EA1081,performance|preference_threshold,performance,,preference_threshold,115,45,39.1,11,13,48,48,13,0,3,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1082,Resident,Elk,San Juan,Any Legal Weapon,Antlerless,Public,EA1082,performance|preference_threshold,performance,,preference_threshold,107,55,51.4,90,112,314,314,112,0,2,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1082,Nonresident,Elk,San Juan,Any Legal Weapon,Antlerless,Public,EA1082,performance|preference_threshold,performance,,preference_threshold,107,55,51.4,11,13,28,28,13,0,2,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1084,Resident,Elk,"San Rafael, North",Any Legal Weapon,Antlerless,Public,EA1084,performance|preference_threshold,performance,,preference_threshold,1,0,0.0,4,4,4,4,4,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1084,Nonresident,Elk,"San Rafael, North",Any Legal Weapon,Antlerless,Public,EA1084,performance|preference_threshold,performance,,preference_threshold,1,0,0.0,0,1,0,0,1,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1085,Resident,Elk,Vernal/Bonanza,Archery,Antlerless,Public,EA1085,performance|preference_threshold,performance,,preference_threshold,91,12,13.2,66,90,66,66,90,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1085,Nonresident,Elk,Vernal/Bonanza,Archery,Antlerless,Public,EA1085,performance|preference_threshold,performance,,preference_threshold,91,12,13.2,6,10,6,6,10,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1087,Resident,Elk,Vernal/Bonanza,Any Legal Weapon,Antlerless,Public,EA1087,performance|preference_threshold,performance,,preference_threshold,97,28,28.9,72,90,421,421,90,0,3,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1087,Nonresident,Elk,Vernal/Bonanza,Any Legal Weapon,Antlerless,Public,EA1087,performance|preference_threshold,performance,,preference_threshold,97,28,28.9,8,10,25,25,10,0,4,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1089,Resident,Elk,Diamond Mtn,Any Legal Weapon,Antlerless,Public,EA1089,performance|preference_threshold,performance,,preference_threshold,46,10,21.7,36,45,175,175,45,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1089,Nonresident,Elk,Diamond Mtn,Any Legal Weapon,Antlerless,Public,EA1089,performance|preference_threshold,performance,,preference_threshold,46,10,21.7,4,5,17,17,5,0,2,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1090,Resident,Elk,Diamond Mtn,Any Legal Weapon,Antlerless,Public,EA1090,performance|preference_threshold,performance,,preference_threshold,45,11,24.4,36,45,119,119,45,0,2,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1090,Nonresident,Elk,Diamond Mtn,Any Legal Weapon,Antlerless,Public,EA1090,performance|preference_threshold,performance,,preference_threshold,45,11,24.4,4,5,10,10,5,0,1,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1094,Resident,Elk,"Vernal, Mosby Mtn",Any Legal Weapon,Antlerless,Public,EA1094,performance|preference_threshold,performance,,preference_threshold,85,40,47.1,72,90,229,229,90,0,2,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1094,Nonresident,Elk,"Vernal, Mosby Mtn",Any Legal Weapon,Antlerless,Public,EA1094,performance|preference_threshold,performance,,preference_threshold,85,40,47.1,7,10,7,7,10,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1101,Resident,Elk,Southwest Desert,Any Legal Weapon,Antlerless,Public,EA1101,performance|preference_threshold,performance,,preference_threshold,94,65,69.1,72,90,1662,1662,90,0,6,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1101,Nonresident,Elk,Southwest Desert,Any Legal Weapon,Antlerless,Public,EA1101,performance|preference_threshold,performance,,preference_threshold,94,65,69.1,8,10,185,185,10,0,8,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1106,Resident,Elk,"Wasatch Mtns, Avintaquin",Any Legal Weapon,Antlerless,Public,EA1106,performance|preference_threshold,performance,,preference_threshold,159,35,22.0,146,180,146,146,180,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1106,Nonresident,Elk,"Wasatch Mtns, Avintaquin",Any Legal Weapon,Antlerless,Public,EA1106,performance|preference_threshold,performance,,preference_threshold,159,35,22.0,19,20,19,19,20,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1110,Resident,Elk,"Wasatch Mtns, Salt Lake",Any Legal Weapon,Antlerless,Public,EA1110,performance|preference_threshold,performance,,preference_threshold,38,12,31.6,32,40,150,150,40,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1110,Nonresident,Elk,"Wasatch Mtns, Salt Lake",Any Legal Weapon,Antlerless,Public,EA1110,performance|preference_threshold,performance,,preference_threshold,38,12,31.6,4,5,6,6,5,0,1,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1111,Resident,Elk,"Wasatch Mtns, Wallsburg",Any Legal Weapon,Antlerless,Public,EA1111,performance|preference_threshold,performance,,preference_threshold,32,2,6.3,25,31,163,163,31,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1111,Nonresident,Elk,"Wasatch Mtns, Wallsburg",Any Legal Weapon,Antlerless,Public,EA1111,performance|preference_threshold,performance,,preference_threshold,32,2,6.3,2,4,2,2,4,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1112,Resident,Elk,"Wasatch Mtns, Wallsburg",Any Legal Weapon,Antlerless,Public,EA1112,performance|preference_threshold,performance,,preference_threshold,43,11,25.6,40,49,141,141,49,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1112,Nonresident,Elk,"Wasatch Mtns, Wallsburg",Any Legal Weapon,Antlerless,Public,EA1112,performance|preference_threshold,performance,,preference_threshold,43,11,25.6,5,6,12,12,6,0,1,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1113,Resident,Elk,"Wasatch Mtns, West Heber",Any Legal Weapon,Antlerless,Public,EA1113,performance|preference_threshold,performance,,preference_threshold,21,8,38.1,22,27,137,137,27,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1113,Nonresident,Elk,"Wasatch Mtns, West Heber",Any Legal Weapon,Antlerless,Public,EA1113,performance|preference_threshold,performance,,preference_threshold,21,8,38.1,3,3,9,9,3,0,1,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1114,Resident,Elk,"Wasatch Mtns, West Timpanogos",Any Legal Weapon,Antlerless,Public,EA1114,performance|preference_threshold,performance,,preference_threshold,19,9,47.4,18,22,345,345,22,0,6,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1114,Nonresident,Elk,"Wasatch Mtns, West Timpanogos",Any Legal Weapon,Antlerless,Public,EA1114,performance|preference_threshold,performance,,preference_threshold,19,9,47.4,3,3,10,10,3,0,2,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1117,Resident,Elk,Zion,Any Legal Weapon,Antlerless,Public,EA1117,performance|preference_threshold,performance,,preference_threshold,164,26,15.9,159,198,239,239,198,0,1,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1117,Nonresident,Elk,Zion,Any Legal Weapon,Antlerless,Public,EA1117,performance|preference_threshold,performance,,preference_threshold,164,26,15.9,18,22,21,21,22,0,0,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1118,Resident,Elk,Alton,Any Legal Weapon,CWMU Antlerless,CWMU,EA1118,performance|preference_threshold,performance,,preference_threshold,5,1,20.0,5,6,22,22,6,0,4,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1118,Nonresident,Elk,Alton,Any Legal Weapon,CWMU Antlerless,CWMU,EA1118,performance|preference_threshold,performance,,preference_threshold,5,1,20.0,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1119,Resident,Elk,Bar J Ranch,Any Legal Weapon,CWMU Antlerless,CWMU,EA1119,performance|preference_threshold,performance,,preference_threshold,20,15,75.0,10,12,67,67,12,0,5,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1119,Nonresident,Elk,Bar J Ranch,Any Legal Weapon,CWMU Antlerless,CWMU,EA1119,performance|preference_threshold,performance,,preference_threshold,20,15,75.0,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1120,Resident,Elk,Bear Mountain,Any Legal Weapon,CWMU Antlerless,CWMU,EA1120,performance|preference_threshold,performance,,preference_threshold,19,9,47.4,16,20,58,58,20,0,2,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1120,Nonresident,Elk,Bear Mountain,Any Legal Weapon,CWMU Antlerless,CWMU,EA1120,performance|preference_threshold,performance,,preference_threshold,19,9,47.4,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1121,Resident,Elk,Boobe Hole,Any Legal Weapon,CWMU Antlerless,CWMU,EA1121,performance|preference_threshold,performance,,preference_threshold,10,7,70.0,8,10,54,54,10,0,5,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1121,Nonresident,Elk,Boobe Hole,Any Legal Weapon,CWMU Antlerless,CWMU,EA1121,performance|preference_threshold,performance,,preference_threshold,10,7,70.0,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1122,Resident,Elk,Causey Spring,Any Legal Weapon,CWMU Antlerless,CWMU,EA1122,performance|preference_threshold,performance,,preference_threshold,5,1,20.0,4,5,35,35,5,0,4,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1122,Nonresident,Elk,Causey Spring,Any Legal Weapon,CWMU Antlerless,CWMU,EA1122,performance|preference_threshold,performance,,preference_threshold,5,1,20.0,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1124,Resident,Elk,Chimney Rock,Any Legal Weapon,CWMU Antlerless,CWMU,EA1124,performance|preference_threshold,performance,,preference_threshold,15,14,93.3,10,12,64,64,12,0,4,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1124,Nonresident,Elk,Chimney Rock,Any Legal Weapon,CWMU Antlerless,CWMU,EA1124,performance|preference_threshold,performance,,preference_threshold,15,14,93.3,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1125,Resident,Elk,Coldwater Ranch,Any Legal Weapon,CWMU Antlerless,CWMU,EA1125,performance|preference_threshold,performance,,preference_threshold,25,25,100.0,20,25,229,229,25,0,6,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1125,Nonresident,Elk,Coldwater Ranch,Any Legal Weapon,CWMU Antlerless,CWMU,EA1125,performance|preference_threshold,performance,,preference_threshold,25,25,100.0,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1129,Resident,Elk,Deseret,Any Legal Weapon,CWMU Antlerless,CWMU,EA1129,performance|preference_threshold,performance,,preference_threshold,580,332,57.2,340,425,1455,1455,425,0,4,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1129,Nonresident,Elk,Deseret,Any Legal Weapon,CWMU Antlerless,CWMU,EA1129,performance|preference_threshold,performance,,preference_threshold,580,332,57.2,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1130,Resident,Elk,Double Cone,Any Legal Weapon,CWMU Antlerless,CWMU,EA1130,performance|preference_threshold,performance,,preference_threshold,6,4,66.7,6,7,27,27,7,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1130,Nonresident,Elk,Double Cone,Any Legal Weapon,CWMU Antlerless,CWMU,EA1130,performance|preference_threshold,performance,,preference_threshold,6,4,66.7,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1131,Resident,Elk,Durst Mountain,Any Legal Weapon,CWMU Antlerless,CWMU,EA1131,performance|preference_threshold,performance,,preference_threshold,33,24,72.7,24,30,169,169,30,0,5,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1131,Nonresident,Elk,Durst Mountain,Any Legal Weapon,CWMU Antlerless,CWMU,EA1131,performance|preference_threshold,performance,,preference_threshold,33,24,72.7,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1132,Resident,Elk,East Fork Chalk Creek,Any Legal Weapon,CWMU Antlerless,CWMU,EA1132,performance|preference_threshold,performance,,preference_threshold,42,11,26.2,24,30,95,95,30,0,2,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1132,Nonresident,Elk,East Fork Chalk Creek,Any Legal Weapon,CWMU Antlerless,CWMU,EA1132,performance|preference_threshold,performance,,preference_threshold,42,11,26.2,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1134,Resident,Elk,Ensign Ranches,Any Legal Weapon,CWMU Antlerless,CWMU,EA1134,performance|preference_threshold,performance,,preference_threshold,87,57,65.5,48,60,223,223,60,0,3,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1134,Nonresident,Elk,Ensign Ranches,Any Legal Weapon,CWMU Antlerless,CWMU,EA1134,performance|preference_threshold,performance,,preference_threshold,87,57,65.5,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1135,Resident,Elk,Folley Ridge,Any Legal Weapon,CWMU Antlerless,CWMU,EA1135,performance|preference_threshold,performance,,preference_threshold,19,12,63.2,16,20,36,36,20,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1135,Nonresident,Elk,Folley Ridge,Any Legal Weapon,CWMU Antlerless,CWMU,EA1135,performance|preference_threshold,performance,,preference_threshold,19,12,63.2,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1136,Resident,Elk,Grass Valley/Clark Canyon,Any Legal Weapon,CWMU Antlerless,CWMU,EA1136,performance|preference_threshold,performance,,preference_threshold,80,37,46.3,40,50,240,240,50,0,4,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1136,Nonresident,Elk,Grass Valley/Clark Canyon,Any Legal Weapon,CWMU Antlerless,CWMU,EA1136,performance|preference_threshold,performance,,preference_threshold,80,37,46.3,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1137,Resident,Elk,Grazing Pasture,Any Legal Weapon,CWMU Antlerless,CWMU,EA1137,performance|preference_threshold,performance,,preference_threshold,15,13,86.7,8,9,84,84,9,0,6,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1137,Nonresident,Elk,Grazing Pasture,Any Legal Weapon,CWMU Antlerless,CWMU,EA1137,performance|preference_threshold,performance,,preference_threshold,15,13,86.7,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1138,Resident,Elk,Guildersleeve,Any Legal Weapon,CWMU Antlerless,CWMU,EA1138,performance|preference_threshold,performance,,preference_threshold,20,12,60.0,16,20,48,48,20,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1138,Nonresident,Elk,Guildersleeve,Any Legal Weapon,CWMU Antlerless,CWMU,EA1138,performance|preference_threshold,performance,,preference_threshold,20,12,60.0,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1139,Resident,Elk,Hardscrabble,Any Legal Weapon,CWMU Antlerless,CWMU,EA1139,performance|preference_threshold,performance,,preference_threshold,9,2,22.2,8,10,26,26,10,0,2,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1139,Nonresident,Elk,Hardscrabble,Any Legal Weapon,CWMU Antlerless,CWMU,EA1139,performance|preference_threshold,performance,,preference_threshold,9,2,22.2,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1140,Resident,Elk,Heaston East,Any Legal Weapon,CWMU Antlerless,CWMU,EA1140,performance|preference_threshold,performance,,preference_threshold,24,24,100.0,20,24,183,183,24,0,8,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1140,Nonresident,Elk,Heaston East,Any Legal Weapon,CWMU Antlerless,CWMU,EA1140,performance|preference_threshold,performance,,preference_threshold,24,24,100.0,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1141,Resident,Elk,Hiawatha,Any Legal Weapon,CWMU Antlerless,CWMU,EA1141,performance|preference_threshold,performance,,preference_threshold,12,7,58.3,10,12,53,53,12,0,3,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1141,Nonresident,Elk,Hiawatha,Any Legal Weapon,CWMU Antlerless,CWMU,EA1141,performance|preference_threshold,performance,,preference_threshold,12,7,58.3,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1142,Resident,Elk,Indian Head,Any Legal Weapon,CWMU Antlerless,CWMU,EA1142,performance|preference_threshold,performance,,preference_threshold,12,10,83.3,10,12,16,16,12,0,1,-2,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
EA1142,Nonresident,Elk,Indian Head,Any Legal Weapon,CWMU Antlerless,CWMU,EA1142,performance|preference_threshold,performance,,preference_threshold,12,10,83.3,0,0,0,0,0,0,0,-1,GREEN,20,0,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,MODELED,modeled_engine
