hunt_code,residency,points,odds_2025_actual,odds_2026_projected,max_pool_projection_2026,random_draw_projection_2026,guaranteed_marker,user_point_marker
BI6500,Nonresident,32,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,31,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,30,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,29,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,28,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,27,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,26,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,25,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,24,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,23,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,22,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,21,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,20,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,19,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,18,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,17,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,16,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,15,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,14,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,13,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,12,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,11,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,10,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,9,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,8,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,7,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,6,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,5,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,4,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,3,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,2,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,1,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Nonresident,0,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6500,Resident,32,N/A,100.000,100.000,,FALSE,FALSE
BI6500,Resident,31,N/A,50.075,100.000,,TRUE,FALSE
BI6500,Resident,30,1 in 2.0,0.102,0.000,,FALSE,FALSE
BI6500,Resident,29,N/A,0.110,0.000,0.110,FALSE,FALSE
BI6500,Resident,28,N/A,0.110,0.000,0.110,FALSE,FALSE
BI6500,Resident,27,N/A,0.122,0.000,0.122,FALSE,FALSE
BI6500,Resident,26,N/A,0.108,0.000,0.108,FALSE,FALSE
BI6500,Resident,25,N/A,0.100,0.000,0.100,FALSE,FALSE
BI6500,Resident,24,N/A,0.078,0.000,0.078,FALSE,FALSE
BI6500,Resident,23,N/A,0.090,0.000,0.090,FALSE,FALSE
BI6500,Resident,22,N/A,0.082,0.000,0.082,FALSE,FALSE
BI6500,Resident,21,N/A,0.074,0.000,0.074,FALSE,FALSE
BI6500,Resident,20,N/A,0.064,0.000,0.064,FALSE,FALSE
BI6500,Resident,19,N/A,0.066,0.000,0.066,FALSE,FALSE
BI6500,Resident,18,N/A,0.064,0.000,0.064,FALSE,FALSE
BI6500,Resident,17,N/A,0.060,0.000,0.060,FALSE,FALSE
BI6500,Resident,16,N/A,0.052,0.000,0.052,FALSE,FALSE
BI6500,Resident,15,N/A,0.064,0.000,0.064,FALSE,FALSE
BI6500,Resident,14,N/A,0.034,0.000,0.034,FALSE,FALSE
BI6500,Resident,13,N/A,0.032,0.000,0.032,FALSE,FALSE
BI6500,Resident,12,N/A,0.050,0.000,0.050,FALSE,FALSE
BI6500,Resident,11,N/A,0.046,0.000,0.046,FALSE,FALSE
BI6500,Resident,10,N/A,0.040,0.000,0.040,FALSE,FALSE
BI6500,Resident,9,N/A,0.050,0.000,0.050,FALSE,FALSE
BI6500,Resident,8,N/A,0.046,0.000,0.046,FALSE,FALSE
BI6500,Resident,7,N/A,0.018,0.000,0.018,FALSE,FALSE
BI6500,Resident,6,N/A,0.016,0.000,0.016,FALSE,FALSE
BI6500,Resident,5,N/A,0.034,0.000,0.034,FALSE,FALSE
BI6500,Resident,4,N/A,0.010,0.000,0.010,FALSE,FALSE
BI6500,Resident,3,N/A,0.010,0.000,0.010,FALSE,FALSE
BI6500,Resident,2,N/A,0.014,0.000,0.014,FALSE,FALSE
BI6500,Resident,1,1 in 342.0,0.002,0.000,0.002,FALSE,FALSE
BI6500,Resident,0,N/A,0.004,0.000,0.004,FALSE,FALSE
BI6503,Nonresident,32,N/A,100.000,100.000,,FALSE,FALSE
BI6503,Nonresident,31,N/A,100.000,100.000,,FALSE,FALSE
BI6503,Nonresident,30,N/A,50.041,100.000,,TRUE,FALSE
BI6503,Nonresident,29,1 in 2.0,0.088,0.000,,FALSE,FALSE
BI6503,Nonresident,28,N/A,0.082,0.000,0.082,FALSE,FALSE
BI6503,Nonresident,27,N/A,0.084,0.000,0.084,FALSE,FALSE
BI6503,Nonresident,26,N/A,0.070,0.000,0.070,FALSE,FALSE
BI6503,Nonresident,25,N/A,0.064,0.000,0.064,FALSE,FALSE
BI6503,Nonresident,24,N/A,0.072,0.000,0.072,FALSE,FALSE
BI6503,Nonresident,23,N/A,0.076,0.000,0.076,FALSE,FALSE
BI6503,Nonresident,22,N/A,0.074,0.000,0.074,FALSE,FALSE
BI6503,Nonresident,21,N/A,0.058,0.000,0.058,FALSE,FALSE
BI6503,Nonresident,20,N/A,0.044,0.000,0.044,FALSE,FALSE
BI6503,Nonresident,19,N/A,0.058,0.000,0.058,FALSE,FALSE
BI6503,Nonresident,18,N/A,0.044,0.000,0.044,FALSE,FALSE
BI6503,Nonresident,17,N/A,0.044,0.000,0.044,FALSE,FALSE
BI6503,Nonresident,16,N/A,0.036,0.000,0.036,FALSE,FALSE
BI6503,Nonresident,15,N/A,0.034,0.000,0.034,FALSE,FALSE
BI6503,Nonresident,14,N/A,0.038,0.000,0.038,FALSE,FALSE
BI6503,Nonresident,13,N/A,0.056,0.000,0.056,FALSE,FALSE
BI6503,Nonresident,12,N/A,0.050,0.000,0.050,FALSE,FALSE
BI6503,Nonresident,11,1 in 133.0,0.016,0.000,0.016,FALSE,FALSE
BI6503,Nonresident,10,N/A,0.030,0.000,0.030,FALSE,FALSE
BI6503,Nonresident,9,N/A,0.024,0.000,0.024,FALSE,FALSE
BI6503,Nonresident,8,N/A,0.038,0.000,0.038,FALSE,FALSE
BI6503,Nonresident,7,N/A,0.028,0.000,0.028,FALSE,FALSE
BI6503,Nonresident,6,N/A,0.022,0.000,0.022,FALSE,FALSE
BI6503,Nonresident,5,N/A,0.020,0.000,0.020,FALSE,FALSE
BI6503,Nonresident,4,N/A,0.012,0.000,0.012,FALSE,FALSE
BI6503,Nonresident,3,N/A,0.004,0.000,0.004,FALSE,FALSE
BI6503,Nonresident,2,N/A,0.004,0.000,0.004,FALSE,FALSE
BI6503,Nonresident,1,N/A,0.004,0.000,0.004,FALSE,FALSE
BI6503,Nonresident,0,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6503,Resident,32,N/A,100.000,100.000,,FALSE,FALSE
BI6503,Resident,31,N/A,100.000,100.000,,FALSE,FALSE
BI6503,Resident,30,N/A,100.000,100.000,,TRUE,FALSE
BI6503,Resident,29,N/A,16.788,16.667,,FALSE,FALSE
BI6503,Resident,28,1 in 6.5,0.120,0.000,0.120,FALSE,FALSE
BI6503,Resident,27,N/A,0.136,0.000,0.136,FALSE,FALSE
BI6503,Resident,26,N/A,0.122,0.000,0.122,FALSE,FALSE
BI6503,Resident,25,N/A,0.138,0.000,0.138,FALSE,FALSE
BI6503,Resident,24,N/A,0.096,0.000,0.096,FALSE,FALSE
BI6503,Resident,23,N/A,0.098,0.000,0.098,FALSE,FALSE
BI6503,Resident,22,N/A,0.120,0.000,0.120,FALSE,FALSE
BI6503,Resident,21,N/A,0.090,0.000,0.090,FALSE,FALSE
BI6503,Resident,20,N/A,0.088,0.000,0.088,FALSE,FALSE
BI6503,Resident,19,N/A,0.088,0.000,0.088,FALSE,FALSE
BI6503,Resident,18,N/A,0.092,0.000,0.092,FALSE,FALSE
BI6503,Resident,17,N/A,0.068,0.000,0.068,FALSE,FALSE
BI6503,Resident,16,N/A,0.048,0.000,0.048,FALSE,FALSE
BI6503,Resident,15,N/A,0.072,0.000,0.072,FALSE,FALSE
BI6503,Resident,14,N/A,0.068,0.000,0.068,FALSE,FALSE
BI6503,Resident,13,N/A,0.054,0.000,0.054,FALSE,FALSE
BI6503,Resident,12,N/A,0.064,0.000,0.064,FALSE,FALSE
BI6503,Resident,11,1 in 69.0,0.058,0.000,0.058,FALSE,FALSE
BI6503,Resident,10,N/A,0.046,0.000,0.046,FALSE,FALSE
BI6503,Resident,9,N/A,0.052,0.000,0.052,FALSE,FALSE
BI6503,Resident,8,N/A,0.032,0.000,0.032,FALSE,FALSE
BI6503,Resident,7,N/A,0.042,0.000,0.042,FALSE,FALSE
BI6503,Resident,6,N/A,0.038,0.000,0.038,FALSE,FALSE
BI6503,Resident,5,N/A,0.026,0.000,0.026,FALSE,FALSE
BI6503,Resident,4,N/A,0.016,0.000,0.016,FALSE,FALSE
BI6503,Resident,3,N/A,0.016,0.000,0.016,FALSE,FALSE
BI6503,Resident,2,N/A,0.010,0.000,0.010,FALSE,FALSE
BI6503,Resident,1,N/A,0.012,0.000,0.012,FALSE,FALSE
BI6503,Resident,0,N/A,0.002,0.000,0.002,FALSE,FALSE
BI6504,Nonresident,32,N/A,100.000,100.000,,FALSE,FALSE
BI6504,Nonresident,31,N/A,100.000,100.000,,FALSE,FALSE
BI6504,Nonresident,30,N/A,100.000,100.000,,TRUE,FALSE
BI6504,Nonresident,29,N/A,33.448,33.333,,FALSE,FALSE
BI6504,Nonresident,28,1 in 3.0,0.202,0.000,0.202,FALSE,FALSE
BI6504,Nonresident,27,N/A,0.200,0.000,0.200,FALSE,FALSE
BI6504,Nonresident,26,N/A,0.170,0.000,0.170,FALSE,FALSE
BI6504,Nonresident,25,N/A,0.152,0.000,0.152,FALSE,FALSE
BI6504,Nonresident,24,N/A,0.156,0.000,0.156,FALSE,FALSE
BI6504,Nonresident,23,N/A,0.152,0.000,0.152,FALSE,FALSE
BI6504,Nonresident,22,N/A,0.130,0.000,0.130,FALSE,FALSE
BI6504,Nonresident,21,N/A,0.132,0.000,0.132,FALSE,FALSE
BI6504,Nonresident,20,N/A,0.112,0.000,0.112,FALSE,FALSE
BI6504,Nonresident,19,N/A,0.104,0.000,0.104,FALSE,FALSE
BI6504,Nonresident,18,N/A,0.134,0.000,0.134,FALSE,FALSE
BI6504,Nonresident,17,N/A,0.106,0.000,0.106,FALSE,FALSE
BI6504,Nonresident,16,N/A,0.100,0.000,0.100,FALSE,FALSE
BI6504,Nonresident,15,N/A,0.078,0.000,0.078,FALSE,FALSE
BI6504,Nonresident,14,N/A,0.104,0.000,0.104,FALSE,FALSE
BI6504,Nonresident,13,N/A,0.108,0.000,0.108,FALSE,FALSE
BI6504,Nonresident,12,N/A,0.082,0.000,0.082,FALSE,FALSE
BI6504,Nonresident,11,N/A,0.072,0.000,0.072,FALSE,FALSE
BI6504,Nonresident,10,N/A,0.068,0.000,0.068,FALSE,FALSE
BI6504,Nonresident,9,N/A,0.060,0.000,0.060,FALSE,FALSE
BI6504,Nonresident,8,N/A,0.058,0.000,0.058,FALSE,FALSE
BI6504,Nonresident,7,N/A,0.028,0.000,0.028,FALSE,FALSE
BI6504,Nonresident,6,N/A,0.056,0.000,0.056,FALSE,FALSE
BI6504,Nonresident,5,N/A,0.026,0.000,0.026,FALSE,FALSE
BI6504,Nonresident,4,N/A,0.026,0.000,0.026,FALSE,FALSE
BI6504,Nonresident,3,N/A,0.030,0.000,0.030,FALSE,FALSE
BI6504,Nonresident,2,N/A,0.016,0.000,0.016,FALSE,FALSE
BI6504,Nonresident,1,1 in 144.0,0.008,0.000,0.008,FALSE,FALSE
BI6504,Nonresident,0,N/A,0.008,0.000,0.008,FALSE,FALSE
BI6504,Resident,32,N/A,100.000,100.000,,FALSE,FALSE
BI6504,Resident,31,N/A,100.000,100.000,,FALSE,FALSE
BI6504,Resident,30,N/A,100.000,100.000,,FALSE,FALSE
BI6504,Resident,29,N/A,100.000,100.000,,FALSE,FALSE
BI6504,Resident,28,1 in 1.0,100.000,100.000,,TRUE,FALSE
BI6504,Resident,27,1 in 1.0,17.098,16.667,,FALSE,FALSE
BI6504,Resident,26,1 in 12.0,0.574,0.000,0.574,FALSE,FALSE
BI6504,Resident,25,N/A,0.478,0.000,0.478,FALSE,FALSE
BI6504,Resident,24,N/A,0.474,0.000,0.474,FALSE,FALSE
BI6504,Resident,23,N/A,0.430,0.000,0.430,FALSE,FALSE
BI6504,Resident,22,N/A,0.448,0.000,0.448,FALSE,FALSE
BI6504,Resident,21,N/A,0.422,0.000,0.422,FALSE,FALSE
BI6504,Resident,20,N/A,0.412,0.000,0.412,FALSE,FALSE
BI6504,Resident,19,N/A,0.422,0.000,0.422,FALSE,FALSE
BI6504,Resident,18,N/A,0.336,0.000,0.336,FALSE,FALSE
BI6504,Resident,17,N/A,0.294,0.000,0.294,FALSE,FALSE
BI6504,Resident,16,1 in 38.0,0.298,0.000,0.298,FALSE,FALSE
BI6504,Resident,15,N/A,0.328,0.000,0.328,FALSE,FALSE
BI6504,Resident,14,N/A,0.286,0.000,0.286,FALSE,FALSE
BI6504,Resident,13,N/A,0.280,0.000,0.280,FALSE,FALSE
BI6504,Resident,12,N/A,0.272,0.000,0.272,FALSE,FALSE
BI6504,Resident,11,N/A,0.206,0.000,0.206,FALSE,FALSE
BI6504,Resident,10,N/A,0.212,0.000,0.212,FALSE,FALSE
BI6504,Resident,9,N/A,0.176,0.000,0.176,FALSE,FALSE
BI6504,Resident,8,N/A,0.158,0.000,0.158,FALSE,FALSE
BI6504,Resident,7,N/A,0.160,0.000,0.160,FALSE,FALSE
BI6504,Resident,6,N/A,0.120,0.000,0.120,FALSE,FALSE
BI6504,Resident,5,N/A,0.104,0.000,0.104,FALSE,FALSE
BI6504,Resident,4,N/A,0.090,0.000,0.090,FALSE,FALSE
BI6504,Resident,3,N/A,0.070,0.000,0.070,FALSE,FALSE
BI6504,Resident,2,N/A,0.040,0.000,0.040,FALSE,FALSE
BI6504,Resident,1,N/A,0.040,0.000,0.040,FALSE,FALSE
BI6504,Resident,0,N/A,0.014,0.000,0.014,FALSE,FALSE
BI6505,Nonresident,32,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Nonresident,31,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Nonresident,30,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Nonresident,29,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Nonresident,28,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Nonresident,27,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Nonresident,26,1 in 1.0,100.000,100.000,,FALSE,FALSE
BI6505,Nonresident,25,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Nonresident,24,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Nonresident,23,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Nonresident,22,N/A,50.625,100.000,,TRUE,FALSE
BI6505,Nonresident,21,1 in 2.0,1.252,0.000,,FALSE,FALSE
BI6505,Nonresident,20,N/A,1.248,0.000,1.248,FALSE,FALSE
BI6505,Nonresident,19,N/A,1.122,0.000,1.122,FALSE,FALSE
BI6505,Nonresident,18,N/A,1.046,0.000,1.046,FALSE,FALSE
BI6505,Nonresident,17,N/A,0.988,0.000,0.988,FALSE,FALSE
BI6505,Nonresident,16,N/A,1.050,0.000,1.050,FALSE,FALSE
BI6505,Nonresident,15,N/A,0.912,0.000,0.912,FALSE,FALSE
BI6505,Nonresident,14,N/A,0.860,0.000,0.860,FALSE,FALSE
BI6505,Nonresident,13,N/A,0.740,0.000,0.740,FALSE,FALSE
BI6505,Nonresident,12,N/A,0.786,0.000,0.786,FALSE,FALSE
BI6505,Nonresident,11,N/A,0.720,0.000,0.720,FALSE,FALSE
BI6505,Nonresident,10,N/A,0.650,0.000,0.650,FALSE,FALSE
BI6505,Nonresident,9,N/A,0.560,0.000,0.560,FALSE,FALSE
BI6505,Nonresident,8,N/A,0.506,0.000,0.506,FALSE,FALSE
BI6505,Nonresident,7,N/A,0.500,0.000,0.500,FALSE,FALSE
BI6505,Nonresident,6,1 in 40.0,0.422,0.000,0.422,FALSE,FALSE
BI6505,Nonresident,5,N/A,0.346,0.000,0.346,FALSE,FALSE
BI6505,Nonresident,4,N/A,0.284,0.000,0.284,FALSE,FALSE
BI6505,Nonresident,3,N/A,0.228,0.000,0.228,FALSE,FALSE
BI6505,Nonresident,2,N/A,0.136,0.000,0.136,FALSE,FALSE
BI6505,Nonresident,1,N/A,0.138,0.000,0.138,FALSE,FALSE
BI6505,Nonresident,0,N/A,0.064,0.000,0.064,FALSE,FALSE
BI6505,Resident,32,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,31,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,30,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,29,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,28,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,27,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,26,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,25,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,24,1 in 1.0,100.000,100.000,,FALSE,FALSE
BI6505,Resident,23,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,22,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,21,N/A,100.000,100.000,,FALSE,FALSE
BI6505,Resident,20,1 in 1.0,100.000,100.000,,FALSE,FALSE
BI6505,Resident,19,1 in 2.0,100.000,100.000,,FALSE,FALSE
BI6505,Resident,18,1 in 1.0,100.000,100.000,,TRUE,FALSE
BI6505,Resident,17,1 in 1.0,44.786,42.857,,FALSE,FALSE
BI6505,Resident,16,1 in 3.0,3.394,0.000,3.394,FALSE,FALSE
BI6505,Resident,15,N/A,2.886,0.000,2.886,FALSE,FALSE
BI6505,Resident,14,N/A,2.780,0.000,2.780,FALSE,FALSE
BI6505,Resident,13,1 in 3.0,2.736,0.000,2.736,FALSE,FALSE
BI6505,Resident,12,1 in 9.0,2.552,0.000,2.552,FALSE,FALSE
BI6505,Resident,11,1 in 11.0,2.384,0.000,2.384,FALSE,FALSE
BI6505,Resident,10,N/A,2.126,0.000,2.126,FALSE,FALSE
BI6505,Resident,9,N/A,1.972,0.000,1.972,FALSE,FALSE
BI6505,Resident,8,N/A,1.798,0.000,1.798,FALSE,FALSE
BI6505,Resident,7,1 in 7.5,1.608,0.000,1.608,FALSE,FALSE
BI6505,Resident,6,1 in 15.0,1.360,0.000,1.360,FALSE,FALSE
BI6505,Resident,5,1 in 29.0,1.076,0.000,1.076,FALSE,FALSE
BI6505,Resident,4,1 in 21.0,0.882,0.000,0.882,FALSE,FALSE
BI6505,Resident,3,N/A,0.814,0.000,0.814,FALSE,FALSE
BI6505,Resident,2,N/A,0.554,0.000,0.554,FALSE,FALSE
BI6505,Resident,1,N/A,0.378,0.000,0.378,FALSE,FALSE
BI6505,Resident,0,N/A,0.186,0.000,0.186,FALSE,FALSE
BI6506,Nonresident,32,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,31,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,30,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,29,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,28,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,27,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,26,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,25,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,24,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,23,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,22,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,21,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,20,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,19,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,18,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,17,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,16,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,15,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,14,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,13,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,12,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,11,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,10,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,9,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,8,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,7,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,6,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,5,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,4,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,3,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,2,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,1,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Nonresident,0,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6506,Resident,32,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,31,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,30,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,29,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,28,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,27,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,26,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,25,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,24,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,23,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,22,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,21,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,20,N/A,100.000,100.000,,FALSE,FALSE
BI6506,Resident,19,1 in 1.0,100.000,100.000,,FALSE,FALSE
BI6506,Resident,18,1 in 1.0,100.000,100.000,,FALSE,FALSE
BI6506,Resident,17,1 in 2.0,100.000,100.000,,TRUE,FALSE
BI6506,Resident,16,1 in 1.0,36.328,33.333,,FALSE,FALSE
BI6506,Resident,15,1 in 3.7,4.370,0.000,4.370,FALSE,FALSE
BI6506,Resident,14,N/A,3.956,0.000,3.956,FALSE,FALSE
BI6506,Resident,13,1 in 3.0,3.704,0.000,3.704,FALSE,FALSE
BI6506,Resident,12,1 in 5.0,3.490,0.000,3.490,FALSE,FALSE
BI6506,Resident,11,N/A,3.206,0.000,3.206,FALSE,FALSE
BI6506,Resident,10,1 in 9.0,2.978,0.000,2.978,FALSE,FALSE
BI6506,Resident,9,N/A,2.666,0.000,2.666,FALSE,FALSE
BI6506,Resident,8,N/A,2.456,0.000,2.456,FALSE,FALSE
BI6506,Resident,7,1 in 10.0,2.146,0.000,2.146,FALSE,FALSE
BI6506,Resident,6,N/A,1.892,0.000,1.892,FALSE,FALSE
BI6506,Resident,5,1 in 27.0,1.580,0.000,1.580,FALSE,FALSE
BI6506,Resident,4,1 in 14.0,1.240,0.000,1.240,FALSE,FALSE
BI6506,Resident,3,1 in 14.3,1.074,0.000,1.074,FALSE,FALSE
BI6506,Resident,2,N/A,0.814,0.000,0.814,FALSE,FALSE
BI6506,Resident,1,1 in 20.0,0.596,0.000,0.596,FALSE,FALSE
BI6506,Resident,0,N/A,0.276,0.000,0.276,FALSE,FALSE
BI6509,Nonresident,32,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,31,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,30,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,29,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,28,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,27,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,26,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,25,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,24,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,23,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,22,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,21,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,20,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,19,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,18,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,17,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,16,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,15,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,14,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,13,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,12,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,11,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,10,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,9,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,8,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,7,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,6,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,5,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,4,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,3,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,2,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,1,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Nonresident,0,N/A,0.000,0.000,0.000,FALSE,FALSE
BI6509,Resident,32,N/A,100.000,100.000,,FALSE,FALSE
BI6509,Resident,31,N/A,100.000,100.000,,FALSE,FALSE
BI6509,Resident,30,N/A,100.000,100.000,,FALSE,FALSE
BI6509,Resident,29,N/A,100.000,100.000,,FALSE,FALSE
