"hunt_code","species","hunt_name","hunt_type","weapon","sex_type","permits_total","hunters","harvest","percent_success","avg_days","satisfaction","access_type"
"EB3008","Elk","Fillmore, Pahvant","Limited Entry","Archery","Male Only","22","22","7","31.8","13","3.4","Public"
"EB3009","Elk","La Sal Mtns","Limited Entry","Archery","Male Only","42","41","17","41.5","11.4","3.6","Public"
"EB3010","Elk","Monroe","Limited Entry","Archery","Male Only","2","2","2","100","5","3","Public"
"EB3011","Elk","Mt Dutton","Limited Entry","Archery","Male Only","21","21","8","38.1","14.3","3.6","Public"
"EB3013","Elk","North Slope, Three Corners","Limited Entry","Archery","Male Only","8","8","3","37.5","10.1","3.1","Public"
"EB3015","Elk","Panguitch Lake","Limited Entry","Archery","Male Only","18","18","7","38.9","15.1","3.6","Public"
"EB3018","Elk","Fishlake/Thousand Lakes","Limited Entry","Archery","Male Only","89","87","29","33.3","13.1","3.5","Public"
"EB3019","Elk","San Juan Bull Elk","Limited Entry","Archery","Male Only","30","29","16","55.2","15.1","3.4","Public"
"EB3020","Elk","Diamond Mtn","Limited Entry","Archery","Male Only","25","25","7","28","13.1","2.9","Public"
"EB3022","Elk","Wasatch Mtns","Limited Entry","Archery","Male Only","182","169","43","25.4","13.4","3.3","Public"
"EB3024","Elk","Beaver, East","Limited Entry","Early Any Legal Weapon","Male Only","11","11","10","90.9","2.5","3.9","Public"
"EB3025","Elk","Beaver, East","Limited Entry","Late Any Legal Weapon","Male Only","17","17","15","88.2","3.9","4.3","Public"
"EB3028","Elk","Book Cliffs, Little Creek Roadless","Limited Entry","Early Any Legal Weapon","Male Only","2","2","2","100","1","4","Public"
"EB3031","Elk","Box Elder, Pilot Mtn","Limited Entry","Early Any Legal Weapon","Male Only","12","12","9","75","8","2.7","Public"
"EB3032","Elk","Cache, Meadowville","Limited Entry","Early Any Legal Weapon","Male Only","6","6","3","50","2.5","3.5","Public"
"EB3033","Elk","Cache, Meadowville","Limited Entry","Late Any Legal Weapon","Male Only","8","8","4","50","3","3.8","Public"
"EB3036","Elk","Cache, South","Limited Entry","Early Any Legal Weapon","Male Only","4","4","4","100","2.3","4.7","Public"
"EB3037","Elk","Cache, South","Limited Entry","Late Any Legal Weapon","Male Only","7","6","4","66.7","5.4","4.2","Public"
"EB3038","Elk","Manti","Limited Entry","Early Any Legal Weapon","Male Only","72","72","51","70.8","3.1","4.1","Public"
"EB3039","Elk","Manti","Limited Entry","Late Any Legal Weapon","Male Only","122","122","99","81.1","4.4","3.8","Public"
"EB3042","Elk","Fillmore, Pahvant","Limited Entry","Early Any Legal Weapon","Male Only","16","16","11","68.8","3.3","3.8","Public"
"EB3043","Elk","Fillmore, Pahvant","Limited Entry","Late Any Legal Weapon","Male Only","16","15","10","66.7","5.7","3.1","Public"
"EB3044","Elk","Dolores Triangle","Limited Entry","Late Any Legal Weapon","Male Only","7","7","6","85.7","12.7","4","Public"
"EB3045","Elk","La Sal Mtns","Limited Entry","Early Any Legal Weapon","Male Only","17","17","8","47.1","3.9","4","Public"
"EB3046","Elk","La Sal Mtns","Limited Entry","Late Any Legal Weapon","Male Only","28","28","12","42.9","5.5","3.8","Public"
"EB3047","Elk","Monroe","Limited Entry","Early Any Legal Weapon","Male Only","8","7","7","100","2.2","4.5","Public"
"EB3048","Elk","Monroe","Limited Entry","Late Any Legal Weapon","Male Only","15","15","14","93.3","4.1","4.3","Public"
"EB3049","Elk","Mt Dutton","Limited Entry","Early Any Legal Weapon","Male Only","8","8","7","87.5","2.4","4.1","Public"
"EB3050","Elk","Mt Dutton","Limited Entry","Late Any Legal Weapon","Male Only","15","15","14","93.3","4.4","4.5","Public"
"EB3053","Elk","North Slope, Three Corners","Limited Entry","Mid Any Legal Weapon","Male Only","11","11","10","90.9","3.4","4.3","Public"
"EB3056","Elk","Panguitch Lake","Limited Entry","Early Any Legal Weapon","Male Only","12","12","11","91.7","3.3","4.5","Public"
"EB3057","Elk","Panguitch Lake","Limited Entry","Late Any Legal Weapon","Male Only","13","13","11","84.6","4.1","4.6","Public"
"EB3063","Elk","Fishlake/Thousand Lakes","Limited Entry","Early Any Legal Weapon","Male Only","38","38","32","84.2","3.6","3.7","Public"
"EB3064","Elk","Fishlake/Thousand Lakes","Limited Entry","Mid Any Legal Weapon","Male Only","108","107","62","57.9","6.8","3.4","Public"
"EB3065","Elk","Fishlake/Thousand Lakes","Limited Entry","Late Any Legal Weapon","Male Only","64","64","54","84.4","4.5","3.6","Public"
"EB3066","Elk","San Juan Bull Elk","Limited Entry","Early Any Legal Weapon","Male Only","19","19","15","78.9","3.9","3.8","Public"
"EB3067","Elk","San Juan Bull Elk","Limited Entry","Late Any Legal Weapon","Male Only","21","20","14","70","5.4","4","Public"
"EB3068","Elk","Diamond Mtn","Limited Entry","Early Any Legal Weapon","Male Only","11","11","9","81.8","2.7","4.2","Public"
"EB3069","Elk","Diamond Mtn","Limited Entry","Mid Any Legal Weapon","Male Only","31","30","24","80","6.5","3.3","Public"
"EB3072","Elk","Wasatch Mtns","Limited Entry","Early Any Legal Weapon","Male Only","76","74","50","67.6","3.3","3.7","Public"
"EB3073","Elk","Wasatch Mtns","Limited Entry","Late Any Legal Weapon","Male Only","124","123","91","74","4.6","4","Public"
"EB3077","Elk","Beaver, East","Limited Entry","Muzzleloader","Male Only","14","14","13","92.9","5.1","4.2","Public"
"EB3079","Elk","Book Cliffs, Little Creek Roadless","Limited Entry","Muzzleloader","Male Only","1","1","1","100","2","5","Public"
"EB3081","Elk","Cache, Meadowville","Limited Entry","Muzzleloader","Male Only","7","7","3","42.9","6.6","3.7","Public"
"EB3083","Elk","Cache, South","Limited Entry","Muzzleloader","Male Only","6","6","4","66.7","6.3","3.5","Public"
"EB3084","Elk","Manti","Limited Entry","Muzzleloader","Male Only","104","104","75","72.1","5.5","3.9","Public"
"EB3086","Elk","Fillmore, Pahvant","Limited Entry","Muzzleloader","Male Only","13","13","9","69.2","7.5","4.1","Public"
"EB3087","Elk","La Sal Mtns","Limited Entry","Muzzleloader","Male Only","24","24","14","58.3","5.9","3.9","Public"
"EB3088","Elk","Monroe","Limited Entry","Muzzleloader","Male Only","6","6","5","83.3","5.5","4.8","Public"
"EB3089","Elk","Mt Dutton","Limited Entry","Muzzleloader","Male Only","12","12","8","66.7","4.4","3.8","Public"
"EB3091","Elk","North Slope, Three Corners","Limited Entry","Muzzleloader","Male Only","4","4","3","75","5.3","4.8","Public"
"EB3093","Elk","Panguitch Lake","Limited Entry","Muzzleloader","Male Only","12","12","9","75","6.2","4.2","Public"
"EB3096","Elk","Fishlake/Thousand Lakes","Limited Entry","Muzzleloader","Male Only","55","55","42","76.4","5.3","4","Public"
"EB3097","Elk","San Juan Bull Elk","Limited Entry","Muzzleloader","Male Only","17","17","13","76.5","6.5","3.8","Public"
"EB3098","Elk","Diamond Mtn","Limited Entry","Muzzleloader","Male Only","15","15","10","66.7","6.5","3.8","Public"
"EB3100","Elk","Wasatch Mtns","Limited Entry","Muzzleloader","Male Only","109","108","71","65.7","5.3","3.9","Public"
"EB3102","Elk","Beaver, East","Limited Entry","Multiseason","Male Only","4","3","3","100","3.7","4.7","Public"
"EB3104","Elk","Book Cliffs, Little Creek Roadless","Limited Entry","Multiseason","Male Only","1","1","1","100","1","5","Public"
"EB3105","Elk","Cache, Meadowville","Limited Entry","Multiseason","Male Only","2","2","2","100","2","5","Public"
"EB3107","Elk","Cache, South","Limited Entry","Multiseason","Male Only","2","2","2","100","50","4","Public"
"EB3108","Elk","Manti","Limited Entry","Multiseason","Male Only","23","23","17","73.9","13.3","4.4","Public"
"EB3110","Elk","Fillmore, Pahvant","Limited Entry","Multiseason","Male Only","4","4","2","50","11","3","Public"
"EB3111","Elk","La Sal Mtns","Limited Entry","Multiseason","Male Only","7","7","7","100","10.4","4.7","Public"
"EB3112","Elk","Monroe","Limited Entry","Multiseason","Male Only","1","1","1","100","23","3","Public"
"EB3113","Elk","Mt Dutton","Limited Entry","Multiseason","Male Only","3","3","2","66.7","12.3","4.3","Public"
"EB3115","Elk","North Slope, Three Corners","Limited Entry","Multiseason","Male Only","2","2","2","100","10.5","5","Public"
"EB3117","Elk","Panguitch Lake","Limited Entry","Multiseason","Male Only","3","3","2","66.7","11.5","3.5","Public"
"EB3120","Elk","Fishlake/Thousand Lakes","Limited Entry","Multiseason","Male Only","13","13","9","69.2","19.8","3","Public"
"EB3121","Elk","San Juan Bull Elk","Limited Entry","Multiseason","Male Only","4","4","4","100","14","4.5","Public"
"EB3122","Elk","Diamond Mtn","Limited Entry","Multiseason","Male Only","4","4","4","100","8.3","4","Public"
"EB3124","Elk","Wasatch Mtns","Limited Entry","Multiseason","Male Only","24","24","16","66.7","14.9","3.6","Public"
"EB3126","Elk","Manti","Limited Entry","Mid Any Legal Weapon","Male Only","208","208","144","69.2","6","3.8","Public"
"EB3127","Elk","Wasatch Mtns","Limited Entry","Mid Any Legal Weapon","Male Only","215","211","145","68.7","6","3.8","Public"
"EB3128","Elk","Box Elder, Grouse Creek","Conservation","Any Legal Weapon","Male Only","2","1","1","100","10","1","Public"
"EB3130","Elk","Box Elder, Pilot Mtn","Limited Entry","Archery","Male Only","3","3","0","0","13.7","1.3","Public"
"EB3132","Elk","Cache, North","Limited Entry","September Archery","Male Only","25","24","9","37.5","12.9","4.1","Public"
"EB3135","Elk","Barney Top/Kaiparowits","Limited Entry","September Archery","Male Only","10","9","2","22.2","16.8","2.3","Public"
"EB3136","Elk","Southwest Desert, North","Limited Entry","September Archery","Male Only","19","19","8","42.1","12.9","3.3","Public"
"EB3137","Elk","West Desert, Deep Creek","Limited Entry","September Archery","Male Only","13","13","8","61.5","10.9","4.3","Public"
"EB3139","Elk","Cache, North","Limited Entry","HAMSS","Male Only","27","27","16","59.3","7.8","3.8","Public"
"EB3142","Elk","Barney Top/Kaiparowits","Limited Entry","HAMSS","Male Only","10","9","5","55.6","8.7","3.8","Public"
"EB3143","Elk","Southwest Desert, North","Limited Entry","HAMSS","Male Only","18","18","13","72.2","9.5","2.9","Public"
"EB3144","Elk","West Desert, Deep Creek","Limited Entry","HAMSS","Male Only","14","14","11","78.6","8.2","3.8","Public"
"EB3145","Elk","Boulder","Limited Entry","Archery","Male Only","32","30","15","50","14.2","3.7","Public"
"EB3146","Elk","Southwest Desert, South","Limited Entry","Archery","Male Only","43","43","19","44.2","12.7","3.6","Public"
"EB3147","Elk","Box Elder, Grouse Creek","Limited Entry","Early Any Legal Weapon","Male Only","7","7","6","85.7","2.5","4.2","Public"
"EB3148","Elk","Boulder","Limited Entry","Early Any Legal Weapon","Male Only","14","14","13","92.9","2.4","4.3","Public"
"EB3149","Elk","Southwest Desert, South","Limited Entry","Early Any Legal Weapon","Male Only","18","18","15","83.3","3.3","4.1","Public"
"EB3150","Elk","Box Elder, Grouse Creek","Limited Entry","Mid Any Legal Weapon","Male Only","12","12","10","83.3","5.4","3.8","Public"
"EB3151","Elk","Boulder","Limited Entry","Late Any Legal Weapon","Male Only","22","22","18","81.8","4.8","4.3","Public"
"EB3152","Elk","Southwest Desert, South","Limited Entry","Late Any Legal Weapon","Male Only","30","30","27","90","5.1","3.6","Public"
"EB3153","Elk","Box Elder, Grouse Creek","Limited Entry","Muzzleloader","Male Only","3","3","3","100","4.7","4","Public"
"EB3154","Elk","Boulder","Limited Entry","Muzzleloader","Male Only","19","19","17","89.5","6.4","3.8","Public"
"EB3155","Elk","Southwest Desert, South","Limited Entry","Muzzleloader","Male Only","27","27","18","66.7","6.9","3.8","Public"
"EB3156","Elk","Boulder","Limited Entry","Multiseason","Male Only","5","5","4","80","14","3.6","Public"
"EB3157","Elk","Southwest Desert, South","Limited Entry","Multiseason","Male Only","7","7","6","85.7","13","4.3","Public"
"EB3158","Elk","Beaver, East","Limited Entry","Late Archery","Male Only","15","15","3","20","9.4","3.6","Public"
"EB3159","Elk","Beaver, East","Limited Entry","Mid Any Legal Weapon","Male Only","28","28","25","89.3","5.3","4.4","Public"
"EB3160","Elk","Book Cliffs, Bitter Creek/East","Limited Entry","Archery","Male Only","23","23","10","43.5","12.6","2.9","Public"
"EB3161","Elk","Book Cliffs, Bitter Creek/East","Limited Entry","Late Archery","Male Only","5","5","1","20","10.6","3.6","Public"
"EB3162","Elk","Book Cliffs, Bitter Creek/East","Limited Entry","Early Any Legal Weapon","Male Only","10","10","8","80","3.7","3.9","Public"
"EB3163","Elk","Book Cliffs, Bitter Creek/East","Limited Entry","Late Any Legal Weapon","Male Only","16","16","10","62.5","5.2","4","Public"
"EB3164","Elk","Book Cliffs, Bitter Creek/East","Limited Entry","Mid Any Legal Weapon","Male Only","26","26","16","61.5","5.8","3.3","Public"
"EB3165","Elk","Book Cliffs, Bitter Creek/East","Limited Entry","Multiseason","Male Only","4","4","4","100","4.8","3.5","Public"
"EB3166","Elk","Book Cliffs, Bitter Creek/East","Limited Entry","Muzzleloader","Male Only","13","13","13","100","3.3","4.3","Public"
"EB3167","Elk","Book Cliffs, Little Creek Roadless","Limited Entry","Mid Any Legal Weapon","Male Only","4","4","4","100","3.5","5","Public"
"EB3168","Elk","Cache, Meadowville","Limited Entry","Late Archery","Male Only","4","3","0","0","4.3","3.3","Public"
"EB3169","Elk","Cache, Meadowville","Limited Entry","Mid Any Legal Weapon","Male Only","13","13","7","53.8","3.6","3.9","Public"
"EB3170","Elk","Cache, South","Limited Entry","Late Archery","Male Only","4","4","1","25","11.3","3","Public"
"EB3171","Elk","Cache, South","Limited Entry","Mid Any Legal Weapon","Male Only","11","10","10","100","5.8","4","Public"
"EB3172","Elk","Manti","Limited Entry","Late Archery","Male Only","10","10","1","10","7.4","2.9","Public"
"EB3173","Elk","Nebo/San Pitch Mtns","Limited Entry","Archery","Male Only","25","25","6","24","15.3","3.5","Public"
"EB3174","Elk","Nebo/San Pitch Mtns","Limited Entry","Late Archery","Male Only","8","8","5","62.5","8.4","3.3","Public"
"EB3175","Elk","Nebo/San Pitch Mtns","Limited Entry","Early Any Legal Weapon","Male Only","9","9","6","66.7","3.3","4.1","Public"
"EB3176","Elk","Nebo/San Pitch Mtns","Limited Entry","Late Any Legal Weapon","Male Only","18","18","13","72.2","5","4.1","Public"
"EB3177","Elk","Nebo/San Pitch Mtns","Limited Entry","Mid Any Legal Weapon","Male Only","27","27","22","81.5","6.1","3.5","Public"
"EB3178","Elk","Nebo/San Pitch Mtns","Limited Entry","Multiseason","Male Only","4","4","3","75","43.7","2.3","Public"
"EB3179","Elk","Nebo/San Pitch Mtns","Limited Entry","Muzzleloader","Male Only","12","12","9","75","6.3","3.3","Public"
"EB3180","Elk","Fillmore, Pahvant","Limited Entry","Late Archery","Male Only","14","14","2","14.3","9.5","3.2","Public"
"EB3181","Elk","Fillmore, Pahvant","Limited Entry","Mid Any Legal Weapon","Male Only","25","25","19","76","4.9","3.8","Public"
"EB3182","Elk","La Sal Mtns","Limited Entry","Late Archery","Male Only","8","7","0","0","8.7","3.3","Public"
"EB3183","Elk","La Sal Mtns","Limited Entry","Mid Any Legal Weapon","Male Only","48","47","28","59.6","6.5","3.6","Public"
"EB3184","Elk","Monroe","Limited Entry","Late Archery","Male Only","7","7","2","28.6","10.2","4.5","Public"
"EB3185","Elk","Monroe","Limited Entry","Mid Any Legal Weapon","Male Only","11","10","8","80","6.3","4.1","Public"
"EB3186","Elk","Mt Dutton","Limited Entry","Late Archery","Male Only","10","10","2","20","8.4","3.8","Public"
"EB3187","Elk","Mt Dutton","Limited Entry","Mid Any Legal Weapon","Male Only","25","25","18","72","5.8","3.8","Public"
"EB3188","Elk","Panguitch Lake","Limited Entry","Late Archery","Male Only","10","10","6","60","8.4","3.9","Public"
"EB3189","Elk","Panguitch Lake","Limited Entry","Mid Any Legal Weapon","Male Only","22","22","19","86.4","6.7","3.6","Public"
"EB3190","Elk","Boulder","Limited Entry","Late Archery","Male Only","5","5","1","20","11.3","2.3","Public"
"EB3191","Elk","Boulder","Limited Entry","Mid Any Legal Weapon","Male Only","38","38","28","73.7","6.2","4.5","Public"
"EB3192","Elk","Fishlake/Thousand Lakes","Limited Entry","Late Archery","Male Only","12","12","3","25","9.4","3.7","Public"
"EB3193","Elk","San Juan Bull Elk","Limited Entry","Late Archery","Male Only","10","8","1","12.5","8","3.7","Public"
"EB3194","Elk","San Juan Bull Elk","Limited Entry","Mid Any Legal Weapon","Male Only","35","35","31","88.6","5.4","4","Public"
"EB3195","Elk","Diamond Mtn","Limited Entry","Late Archery","Male Only","5","5","1","20","5.8","3.3","Public"
"EB3196","Elk","Diamond Mtn","Limited Entry","Late Any Legal Weapon","Male Only","18","18","11","61.1","5","2.8","Public"
"EB3197","Elk","Southwest Desert, South","Limited Entry","Late Archery","Male Only","8","8","1","12.5","9.5","3.3","Public"
"EB3198","Elk","Southwest Desert, South","Limited Entry","Mid Any Legal Weapon","Male Only","49","49","34","69.4","5.2","3.2","Public"
"EB3199","Elk","Wasatch Mtns","Limited Entry","Late Archery","Male Only","10","8","1","12.5","8.4","3.3","Public"
"EB3205","Elk","East Canyon","Limited Entry","HAMSS","Male Only","9","7","3","42.9","4.5","3.2","Public"
"EB3208","Elk","Morgan-South Rich","Limited Entry","Late Any Legal Weapon","Male Only","10","10","9","90","2.7","4.2","Public"
"EB3209","Elk","Box Elder, Pilot Mtn","Conservation","Multiseason","Male Only","1","1","1","100","13","2","Public"
"EB3210","Elk","North Slope, Three Corners","Limited Entry","Early Any Legal Weapon","Male Only","5","5","5","100","2","4.8","Public"
"EB3500","Elk","Alton","CWMU","Any Legal Weapon","Male Only","5","5","4","80","4","4.8","CWMU"
"EB3501","Elk","Bar J Ranch","CWMU","Any Legal Weapon","Male Only","11","11","11","100","3.4","5","CWMU"
"EB3502","Elk","Bear Mountain","CWMU","Any Legal Weapon","Male Only","8","8","8","100","8.3","5","CWMU"
"EB3503","Elk","Bear Springs","CWMU","Any Legal Weapon","Male Only","5","4","3","75","4.5","5","CWMU"
"EB3504","Elk","Black Hawk","CWMU","Any Legal Weapon","Male Only","10","10","10","100","3.5","4.9","CWMU"
"EB3505","Elk","Boobe Hole","CWMU","Any Legal Weapon","Male Only","16","16","16","100","4.4","4.9","CWMU"
"EB3506","Elk","Causey Spring","CWMU","Any Legal Weapon","Male Only","11","11","6","54.5","4.4","4.7","CWMU"
"EB3508","Elk","Chimney Rock","CWMU","Any Legal Weapon","Male Only","16","16","16","100","3","4.8","CWMU"
"EB3509","Elk","Coldwater Ranch","CWMU","Any Legal Weapon","Male Only","23","22","21","95.5","2.9","4.8","CWMU"
"EB3511","Elk","Cotton Thomas","CWMU","Any Legal Weapon","Male Only","3","3","2","66.7","4","4","CWMU"
"EB3514","Elk","Deseret","CWMU","Any Legal Weapon","Male Only","118","118","105","89","3.4","5","CWMU"
"EB3515","Elk","Double Cone","CWMU","Any Legal Weapon","Male Only","7","7","7","100","4","5","CWMU"
"EB3516","Elk","Durst Mountain","CWMU","Any Legal Weapon","Male Only","22","20","11","55","3.8","4.7","CWMU"
"EB3517","Elk","East Fork Chalk Creek","CWMU","Any Legal Weapon","Male Only","30","30","15","50","9.2","4.4","CWMU"
"EB3519","Elk","Ensign Ranches","CWMU","Any Legal Weapon","Male Only","26","26","26","100","3.6","4.5","CWMU"
"EB3520","Elk","Folley Ridge","CWMU","Any Legal Weapon","Male Only","19","19","18","94.7","3.1","4.9","CWMU"
"EB3521","Elk","Grass Valley/Clark Canyon","CWMU","Any Legal Weapon","Male Only","93","93","70","75.3","3.8","4.4","CWMU"
"EB3522","Elk","Grazing Pasture","CWMU","Any Legal Weapon","Male Only","5","5","5","100","4.3","5","CWMU"
"EB3523","Elk","Guildersleeve","CWMU","Any Legal Weapon","Male Only","19","19","16","84.2","2","4.6","CWMU"
"EB3524","Elk","Hardscrabble","CWMU","Any Legal Weapon","Male Only","10","10","6","60","5.9","4.1","CWMU"
"EB3525","Elk","Heaston East","CWMU","Any Legal Weapon","Male Only","20","20","20","100","1.9","5","CWMU"
"EB3526","Elk","Hiawatha","CWMU","Any Legal Weapon","Male Only","9","9","7","77.8","5.2","3.8","CWMU"
"EB3527","Elk","Indian Head","CWMU","Any Legal Weapon","Male Only","10","10","10","100","4.6","5","CWMU"
"EB3528","Elk","Ingham Peak","CWMU","Any Legal Weapon","Male Only","5","5","0","0","5.7","1.7","CWMU"
"EB3529","Elk","Circle E Ranch","CWMU","Any Legal Weapon","Male Only","10","10","10","100","2.6","5","CWMU"
"EB3530","Elk","Jacob's Creek","CWMU","Any Legal Weapon","Male Only","10","10","3","30","4","4","CWMU"
"EB3531","Elk","Johnson Mountain Ranch","CWMU","Any Legal Weapon","Male Only","15","15","15","100","4.4","4.6","CWMU"
"EB3532","Elk","Jump Creek","CWMU","Any Legal Weapon","Male Only","5","5","5","100","1","5","CWMU"
"EB3533","Elk","Junction Valley","CWMU","Any Legal Weapon","Male Only","8","8","8","100","3.6","4.8","CWMU"
"EB3534","Elk","Little Red Creek","CWMU","Any Legal Weapon","Male Only","14","14","12","85.7","3.7","4.7","CWMU"
"EB3536","Elk","Minnie Maud Ridge","CWMU","Any Legal Weapon","Male Only","39","39","17","43.6","6.6","3.6","CWMU"
"EB3538","Elk","Moon Ranch","CWMU","Any Legal Weapon","Male Only","10","10","10","100","4.6","2.9","CWMU"
"EB3540","Elk","Old Woman Plateau","CWMU","Any Legal Weapon","Male Only","10","10","10","100","2.5","5","CWMU"
"EB3541","Elk","Patmos Ridge","CWMU","Any Legal Weapon","Male Only","6","6","5","83.3","9.4","4.2","CWMU"
"EB3543","Elk","Preston Nutter Ranch","CWMU","Any Legal Weapon","Male Only","20","20","12","60","3.1","5","CWMU"
"EB3544","Elk","Redd Ranches","CWMU","Any Legal Weapon","Male Only","19","19","19","100","4.2","4.9","CWMU"
"EB3545","Elk","Riverview Ranch LLC","CWMU","Any Legal Weapon","Male Only","9","9","9","100","3.2","4.4","CWMU"
"EB3546","Elk","Roan Cliffs","CWMU","Any Legal Weapon","Male Only","9","9","9","100","7.5","5","CWMU"
"EB3547","Elk","Sand Creek","CWMU","Any Legal Weapon","Male Only","9","8","3","37.5","4","4.5","CWMU"
"EB3548","Elk","Scofield Canyons","CWMU","Any Legal Weapon","Male Only","8","8","6","75","4.6","4.8","CWMU"
"EB3549","Elk","Scofield East","CWMU","Any Legal Weapon","Male Only","8","8","8","100","5.3","5","CWMU"
"EB3550","Elk","Scofield West","CWMU","Any Legal Weapon","Male Only","10","10","10","100","3.3","5","CWMU"
"EB3551","Elk","SJ Ranch","CWMU","Any Legal Weapon","Male Only","8","8","8","100","3.4","5","CWMU"
"EB3552","Elk","Skull Crack","CWMU","Any Legal Weapon","Male Only","9","7","7","100","4","5","CWMU"
"EB3553","Elk","Soldier Summit","CWMU","Any Legal Weapon","Male Only","16","16","16","100","6.8","5","CWMU"
"EB3554","Elk","South Canyon","CWMU","Any Legal Weapon","Male Only","11","11","6","54.5","3.5","4","CWMU"
"EB3555","Elk","Spring Creek/Dodge","CWMU","Any Legal Weapon","Male Only","13","13","12","92.3","3.7","4.9","CWMU"
"EB3557","Elk","Strawberry Ridge","CWMU","Any Legal Weapon","Male Only","20","20","19","95","4.3","4.9","CWMU"
"EB3558","Elk","Summit Point","CWMU","Any Legal Weapon","Male Only","4","4","4","100","16","4.5","CWMU"
"EB3559","Elk","Three C","CWMU","Any Legal Weapon","Male Only","10","10","8","80","5.9","4.6","CWMU"
"EB3561","Elk","Two Bear","CWMU","Any Legal Weapon","Male Only","50","50","47","94","2.7","4.9","CWMU"
"EB3562","Elk","Wallsburg","CWMU","Any Legal Weapon","Male Only","10","10","5","50","4.8","4.7","CWMU"
"EB3564","Elk","Woodruff Creek South","CWMU","Any Legal Weapon","Male Only","19","18","12","66.7","4","4.9","CWMU"
"EB3565","Elk","North Peaks","CWMU","Any Legal Weapon","Male Only","7","7","7","100","3.8","4.8","CWMU"
"EB3603","Elk","Pahvant Ensign","CWMU","Any Legal Weapon","Male Only","7","7","7","100","3.9","4.9","CWMU"
"EB3604","Elk","Double R Ranch","CWMU","Any Legal Weapon","Male Only","10","10","10","100","3.4","4.3","CWMU"
"EB3606","Elk","Mountain Sky Ranch","CWMU","Any Legal Weapon","Male Only","6","6","6","100","4.5","5","CWMU"
"EB3607","Elk","West Willow Creek Ranch","CWMU","Any Legal Weapon","Male Only","5","5","2","40","7.5","4.5","CWMU"
"EB3608","Elk","Avintaquin Canyon","CWMU","Any Legal Weapon","Male Only","2","2","2","100","3","5","CWMU"
"EB3609","Elk","Royal Ivory Outfitters","CWMU","Any Legal Weapon","Male Only","18","18","18","100","3.8","4.8","CWMU"
"EB3610","Elk","Sharp Mountain","CWMU","Any Legal Weapon","Male Only","16","16","16","100","4.1","4.9","CWMU"
"EB3611","Elk","West Ridge","CWMU","Any Legal Weapon","Male Only","17","17","10","58.8","7.1","4.3","CWMU"
"EB3613","Elk","Little Pole Canyon","CWMU","Any Legal Weapon","Male Only","4","4","4","100","3.7","5","CWMU"
"EB3614","Elk","Tunnel Hollow","CWMU","Any Legal Weapon","Male Only","8","8","6","75","4.3","3.8","CWMU"
"EB3617","Elk","Diamond Mountain CWMU","CWMU","Any Legal Weapon","Male Only","5","5","5","100","3.2","4.2","CWMU"
"EB3619","Elk","Weber Florence Creek/Stillman Creek","CWMU","Any Legal Weapon","Male Only","99","99","87","87.9","3.4","4.8","CWMU"
"EL3000","Elk","Beaver, East","Limited Entry Landowner","Archery","Male Only","1","1","1","100","9","5","Public"
"EL3022","Elk","Wasatch Mtns","Limited Entry Landowner","Archery","Male Only","1","1","0","0","20","3","Public"
"EL3024","Elk","Beaver, East","Limited Entry Landowner","Early Any Legal Weapon","Male Only","6","6","6","100","2","5","Public"
"EL3033","Elk","Cache, Meadowville","Limited Entry Landowner","Late Any Legal Weapon","Male Only","2","2","2","100","3","5","Public"
"EL3038","Elk","Manti","Limited Entry Landowner","Early Any Legal Weapon","Male Only","5","5","2","40","3.2","3","Public"
"EL3039","Elk","Manti","Limited Entry Landowner","Late Any Legal Weapon","Male Only","2","2","0","0","5","1","Public"
"EL3048","Elk","Monroe","Limited Entry Landowner","Late Any Legal Weapon","Male Only","1","1","1","100","2","5","Public"
"EL3057","Elk","Panguitch Lake","Limited Entry Landowner","Late Any Legal Weapon","Male Only","1","1","0","0","1","1","Public"
"EL3065","Elk","Fishlake/Thousand Lakes","Limited Entry Landowner","Late Any Legal Weapon","Male Only","1","1","1","100","4","4","Public"
"EL3066","Elk","San Juan Bull Elk","Limited Entry Landowner","Early Any Legal Weapon","Male Only","2","2","2","100","2","4.5","Public"
"EL3068","Elk","Diamond Mtn","Limited Entry Landowner","Early Any Legal Weapon","Male Only","1","1","1","100","1","3","Public"
"EL3072","Elk","Wasatch Mtns","Limited Entry Landowner","Early Any Legal Weapon","Male Only","7","7","4","57.1","3.5","4.2","Public"
"EL3084","Elk","Manti","Limited Entry Landowner","Muzzleloader","Male Only","2","2","1","50","4.5","3.5","Public"
"EL3100","Elk","Wasatch Mtns","Limited Entry Landowner","Muzzleloader","Male Only","1","1","0","0","7","2","Public"
"EL3126","Elk","Manti","Limited Entry Landowner","Mid Any Legal Weapon","Male Only","3","3","3","100","4.7","4","Public"
"EL3127","Elk","Wasatch Mtns","Limited Entry Landowner","Mid Any Legal Weapon","Male Only","6","6","5","83.3","2.7","4.2","Public"
"EL3144","Elk","West Desert, Deep Creek","Limited Entry Landowner","HAMSS","Male Only","1","1","1","100","6","5","Public"
"EL3149","Elk","Southwest Desert, South","Limited Entry Landowner","Early Any Legal Weapon","Male Only","1","1","1","100","3","5","Public"
"EL3152","Elk","Southwest Desert, South","Limited Entry Landowner","Late Any Legal Weapon","Male Only","2","0",,,,,"Public"
