hunt_code,residency,hunt_name,species,weapon,hunt_type,access_type,public_permits_2025,public_permits_2026,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,applicants_2025,projected_applicants_2026,max_point_permits_2026,random_permits_2026,guaranteed_at_2026,delta_gap,trend,coverage_status,coverage_reason,bg_odds_pdf_page_index,bg_odds_printed_page,bg_odds_hunt_title,has_bg_odds_page,rac_page,rac_section,source_pdf,harvest_hunters_2025,harvest_2025,harvest_success_percent_2025,harvest_average_days_2025,harvest_satisfaction_2025,source_file_2026,link_key,antlerless_odds_sheet,antlerless_odds_row_start,antlerless_odds_title,has_antlerless_odds_page,has_any_odds_source
EA1260,Nonresident,Blackhawk,Elk,Any Legal Weapon,CWMU Antlerless,CWMU,,0,,,5,5,,5,,,0,0,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,5,1,20,4,5,antlerless elk.xlsx,EA1260_NONRESIDENT,25_antlerless_drawing_odds_repo,4184,Cwmu Antlerless Elk - West Ridge - Any Legal Weapon,TRUE,TRUE
EA1261,Resident,West Ridge,Elk,Any Legal Weapon,CWMU Antlerless,CWMU,,5,,,6,5,,5,,,2,3,1,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,6,2,33.3,1.6,3.4,antlerless elk.xlsx,EA1261_RESIDENT,25_antlerless_drawing_odds_repo,4210,Cwmu Antlerless Elk - Blackhawk - Any Legal Weapon,TRUE,TRUE
EA1261,Nonresident,West Ridge,Elk,Any Legal Weapon,CWMU Antlerless,CWMU,,0,,,6,5,,5,,,0,0,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,6,2,33.3,1.6,3.4,antlerless elk.xlsx,EA1261_NONRESIDENT,25_antlerless_drawing_odds_repo,4210,Cwmu Antlerless Elk - Blackhawk - Any Legal Weapon,TRUE,TRUE
EA1263,Resident,Weber Florence Creek/Stillman Creek,Elk,Any Legal Weapon,CWMU Antlerless,CWMU,,35,,,79,35,,35,,,17,18,2,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,76,42,55.3,4,4.1,antlerless elk.xlsx,EA1263_RESIDENT,25_antlerless_drawing_odds_repo,4236,Cwmu Antlerless Elk - Weber Florence Creek/stillman Creek - Any Legal Weapon Resident Applicants Non-Resident Applicants Total Total,TRUE,TRUE
EA1263,Nonresident,Weber Florence Creek/Stillman Creek,Elk,Any Legal Weapon,CWMU Antlerless,CWMU,,0,,,79,35,,35,,,0,0,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,76,42,55.3,4,4.1,antlerless elk.xlsx,EA1263_NONRESIDENT,25_antlerless_drawing_odds_repo,4236,Cwmu Antlerless Elk - Weber Florence Creek/stillman Creek - Any Legal Weapon Resident Applicants Non-Resident Applicants Total Total,TRUE,TRUE
EA1264,Resident,"Wasatch Mtns, Rabbit Gulch",Elk,Any Legal Weapon,Antlerless,Public,,45,45.0,5.0,50.0,45.0,5.0,50,,,22,23,1,-3,GREEN,MODELED,modeled_engine,,,,FALSE,46,2026 ANTLERLESS ELK HUNT (4 OF 4),2026-04-rac-packet.pdf,42,17,40.5,2.8,3.7,antlerless elk.xlsx,EA1264_RESIDENT,25_antlerless_drawing_odds_repo,4260,"Antlerless Elk - Wasatch Mtns, Rabbit Gulch - Any Legal Weapon",TRUE,TRUE
EA1264,Nonresident,"Wasatch Mtns, Rabbit Gulch",Elk,Any Legal Weapon,Antlerless,Public,,5,45.0,5.0,50.0,45.0,5.0,50,,,2,3,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,46,2026 ANTLERLESS ELK HUNT (4 OF 4),2026-04-rac-packet.pdf,42,17,40.5,2.8,3.7,antlerless elk.xlsx,EA1264_NONRESIDENT,25_antlerless_drawing_odds_repo,4260,"Antlerless Elk - Wasatch Mtns, Rabbit Gulch - Any Legal Weapon",TRUE,TRUE
EA1265,Resident,"Wasatch Mtns, Tabby Mtn",Elk,Any Legal Weapon,Antlerless,Public,,90,90.0,10.0,100.0,90.0,10.0,100,,,45,45,3,-2,GREEN,MODELED,modeled_engine,,,,FALSE,46,2026 ANTLERLESS ELK HUNT (4 OF 4),2026-04-rac-packet.pdf,87,60,69,2.9,3.9,antlerless elk.xlsx,EA1265_RESIDENT,25_antlerless_drawing_odds_repo,4286,"Antlerless Elk - Wasatch Mtns, Tabby Mtn - Any Legal Weapon",TRUE,TRUE
EA1265,Nonresident,"Wasatch Mtns, Tabby Mtn",Elk,Any Legal Weapon,Antlerless,Public,,10,90.0,10.0,100.0,90.0,10.0,100,,,5,5,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,46,2026 ANTLERLESS ELK HUNT (4 OF 4),2026-04-rac-packet.pdf,87,60,69,2.9,3.9,antlerless elk.xlsx,EA1265_NONRESIDENT,25_antlerless_drawing_odds_repo,4286,"Antlerless Elk - Wasatch Mtns, Tabby Mtn - Any Legal Weapon",TRUE,TRUE
EA1266,Resident,"Box Elder, Hansel Mtn",Elk,Any Legal Weapon,Antlerless,Public,,18,18.0,2.0,20.0,27.0,3.0,30,,,9,9,3,-2,GREEN,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,19,10,52.6,11.3,3.1,antlerless elk.xlsx,EA1266_RESIDENT,25_antlerless_drawing_odds_repo,4312,"Antlerless Elk - Box Elder, Hansel Mtn - Any Legal Weapon",TRUE,TRUE
EA1266,Nonresident,"Box Elder, Hansel Mtn",Elk,Any Legal Weapon,Antlerless,Public,,2,18.0,2.0,20.0,27.0,3.0,30,,,1,1,3,2,RED,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,19,10,52.6,11.3,3.1,antlerless elk.xlsx,EA1266_NONRESIDENT,25_antlerless_drawing_odds_repo,4312,"Antlerless Elk - Box Elder, Hansel Mtn - Any Legal Weapon",TRUE,TRUE
EA1267,Resident,Cache,Elk,Any Legal Weapon,Antlerless,Public,,81,81.0,9.0,90.0,180.0,20.0,200,,,40,41,3,-1,GREEN,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,81,24,29.6,6,3.3,antlerless elk.xlsx,EA1267_RESIDENT,25_antlerless_drawing_odds_repo,4338,Antlerless Elk - Cache - Any Legal Weapon,TRUE,TRUE
EA1267,Nonresident,Cache,Elk,Any Legal Weapon,Antlerless,Public,,9,81.0,9.0,90.0,180.0,20.0,200,,,4,5,2,-1,GREEN,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,81,24,29.6,6,3.3,antlerless elk.xlsx,EA1267_NONRESIDENT,25_antlerless_drawing_odds_repo,4338,Antlerless Elk - Cache - Any Legal Weapon,TRUE,TRUE
EA1268,Resident,"North Slope, Summit",Elk,Archery,Antlerless,Public,,180,180.0,20.0,200.0,180.0,20.0,200,,,90,90,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,118,10,8.5,8.5,2.9,antlerless elk.xlsx,EA1268_RESIDENT,25_antlerless_drawing_odds_repo,4364,"Antlerless Elk - North Slope, Summit - Archery",TRUE,TRUE
EA1268,Nonresident,"North Slope, Summit",Elk,Archery,Antlerless,Public,,20,180.0,20.0,200.0,180.0,20.0,200,,,10,10,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,118,10,8.5,8.5,2.9,antlerless elk.xlsx,EA1268_NONRESIDENT,25_antlerless_drawing_odds_repo,4364,"Antlerless Elk - North Slope, Summit - Archery",TRUE,TRUE
EA1269,Resident,Ogden (excludes Hyrum),Elk,Any Legal Weapon,Antlerless,Public,,180,180.0,20.0,200.0,270.0,30.0,300,,,90,90,0,-2,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,143,43,30.1,5.4,3.1,antlerless elk.xlsx,EA1269_RESIDENT,25_antlerless_drawing_odds_repo,4390,Antlerless Elk - Ogden (excludes Hyrum) - Any Legal Weapon,TRUE,TRUE
EA1269,Nonresident,Ogden (excludes Hyrum),Elk,Any Legal Weapon,Antlerless,Public,,20,180.0,20.0,200.0,270.0,30.0,300,,,10,10,0,-4,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,143,43,30.1,5.4,3.1,antlerless elk.xlsx,EA1269_NONRESIDENT,25_antlerless_drawing_odds_repo,4390,Antlerless Elk - Ogden (excludes Hyrum) - Any Legal Weapon,TRUE,TRUE
EA1270,Resident,Manti,Elk,Any Legal Weapon,Conservation,Public,,,,,4,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,4,3,75,1.8,4,antlerless elk.xlsx,EA1270_RESIDENT,,,,FALSE,FALSE
EA1270,Nonresident,Manti,Elk,Any Legal Weapon,Conservation,Public,,,,,4,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,4,3,75,1.8,4,antlerless elk.xlsx,EA1270_NONRESIDENT,,,,FALSE,FALSE
EA1271,Resident,Fishlake,Elk,Any Legal Weapon,Conservation,Public,,,,,3,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,3,3,100,2.3,4,antlerless elk.xlsx,EA1271_RESIDENT,,,,FALSE,FALSE
EA1271,Nonresident,Fishlake,Elk,Any Legal Weapon,Conservation,Public,,,,,3,,,,,,,,,,,CONTEXT_ONLY,excluded_special_permit_class,,,,FALSE,,,,3,3,100,2.3,4,antlerless elk.xlsx,EA1271_NONRESIDENT,,,,FALSE,FALSE
EA1272,Resident,"East Canyon, East",Elk,Any Legal Weapon,Antlerless,Public,,135,135.0,15.0,150.0,135.0,15.0,150,,,67,68,1,-2,GREEN,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,99,5,5.1,6.5,2.4,antlerless elk.xlsx,EA1272_RESIDENT,25_antlerless_drawing_odds_repo,4416,"Antlerless Elk - East Canyon, East - Any Legal Weapon",TRUE,TRUE
EA1272,Nonresident,"East Canyon, East",Elk,Any Legal Weapon,Antlerless,Public,,15,135.0,15.0,150.0,135.0,15.0,150,,,7,8,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,99,5,5.1,6.5,2.4,antlerless elk.xlsx,EA1272_NONRESIDENT,25_antlerless_drawing_odds_repo,4416,"Antlerless Elk - East Canyon, East - Any Legal Weapon",TRUE,TRUE
EA1273,Resident,"North Slope, Three Corners",Elk,Any Legal Weapon,Antlerless,Public,,22,22.0,3.0,25.0,22.0,3.0,25,,,11,11,3,-3,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,23,19,82.6,3.1,4.3,antlerless elk.xlsx,EA1273_RESIDENT,25_antlerless_drawing_odds_repo,4442,"Antlerless Elk - North Slope, Three Corners - Any Legal Weapon",TRUE,TRUE
EA1273,Nonresident,"North Slope, Three Corners",Elk,Any Legal Weapon,Antlerless,Public,,3,22.0,3.0,25.0,22.0,3.0,25,,,1,2,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,23,19,82.6,3.1,4.3,antlerless elk.xlsx,EA1273_NONRESIDENT,25_antlerless_drawing_odds_repo,4442,"Antlerless Elk - North Slope, Three Corners - Any Legal Weapon",TRUE,TRUE
EA1274,Resident,"North Slope, Three Corners",Elk,Archery,Antlerless,Public,,22,22.0,3.0,25.0,22.0,3.0,25,,,11,11,0,-2,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,19,1,5.3,5.3,4.1,antlerless elk.xlsx,EA1274_RESIDENT,25_antlerless_drawing_odds_repo,4468,"Antlerless Elk - North Slope, Three Corners - Archery",TRUE,TRUE
EA1274,Nonresident,"North Slope, Three Corners",Elk,Archery,Antlerless,Public,,3,22.0,3.0,25.0,22.0,3.0,25,,,1,2,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,19,1,5.3,5.3,4.1,antlerless elk.xlsx,EA1274_NONRESIDENT,25_antlerless_drawing_odds_repo,4468,"Antlerless Elk - North Slope, Three Corners - Archery",TRUE,TRUE
EA1276,Resident,"Wasatch Mtns, Box Elder Peak",Elk,Any Legal Weapon,Antlerless,Public,,40,40.0,5.0,45.0,40.0,5.0,45,,,20,20,0,-2,GREEN,MODELED,modeled_engine,,,,FALSE,46,2026 ANTLERLESS ELK HUNT (4 OF 4),2026-04-rac-packet.pdf,30,11,36.7,3.4,3.5,antlerless elk.xlsx,EA1276_RESIDENT,25_antlerless_drawing_odds_repo,4494,"Antlerless Elk - Wasatch Mtns, Box Elder Peak - Any Legal Weapon Resident Applicants Non-Resident Applicants Total Total",TRUE,TRUE
EA1276,Nonresident,"Wasatch Mtns, Box Elder Peak",Elk,Any Legal Weapon,Antlerless,Public,,5,40.0,5.0,45.0,40.0,5.0,45,,,2,3,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,46,2026 ANTLERLESS ELK HUNT (4 OF 4),2026-04-rac-packet.pdf,30,11,36.7,3.4,3.5,antlerless elk.xlsx,EA1276_NONRESIDENT,25_antlerless_drawing_odds_repo,4494,"Antlerless Elk - Wasatch Mtns, Box Elder Peak - Any Legal Weapon Resident Applicants Non-Resident Applicants Total Total",TRUE,TRUE
EA1277,Resident,"North Slope, Three Corners",Elk,Any Legal Weapon,Antlerless,Public,,22,22.0,3.0,25.0,22.0,3.0,25,,,11,11,4,-3,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,24,15,62.5,2.1,4.3,antlerless elk.xlsx,EA1277_RESIDENT,25_antlerless_drawing_odds_repo,4518,"Antlerless Elk - North Slope, Three Corners - Any Legal Weapon",TRUE,TRUE
EA1277,Nonresident,"North Slope, Three Corners",Elk,Any Legal Weapon,Antlerless,Public,,3,22.0,3.0,25.0,22.0,3.0,25,,,1,2,12,11,RED,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,24,15,62.5,2.1,4.3,antlerless elk.xlsx,EA1277_NONRESIDENT,25_antlerless_drawing_odds_repo,4518,"Antlerless Elk - North Slope, Three Corners - Any Legal Weapon",TRUE,TRUE
EA1278,Resident,Ferron-Nelson Mtn,Elk,Any Legal Weapon,Antlerless,Public,,45,,,50,45,5,50,,,22,23,0,-2,GREEN,MODELED,modeled_engine,,,,FALSE,,,,39,19,48.7,5.4,3.3,antlerless elk.xlsx,EA1278_RESIDENT,25_antlerless_drawing_odds_repo,4544,"Antlerless Elk - Manti, Ferron-nelson Mtn - Any Legal Weapon",TRUE,TRUE
EA1278,Nonresident,Ferron-Nelson Mtn,Elk,Any Legal Weapon,Antlerless,Public,,5,,,50,45,5,50,,,2,3,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,39,19,48.7,5.4,3.3,antlerless elk.xlsx,EA1278_NONRESIDENT,25_antlerless_drawing_odds_repo,4544,"Antlerless Elk - Manti, Ferron-nelson Mtn - Any Legal Weapon",TRUE,TRUE
EA1279,Resident,Ferron-Nelson Mtn,Elk,Any Legal Weapon,Antlerless,Public,,45,,,49,45,5,50,,,22,23,0,-3,GREEN,MODELED,modeled_engine,,,,FALSE,,,,42,14,33.3,7.7,3.1,antlerless elk.xlsx,EA1279_RESIDENT,25_antlerless_drawing_odds_repo,4570,"Antlerless Elk - Manti, Ferron-nelson Mtn - Any Legal Weapon",TRUE,TRUE
EA1279,Nonresident,Ferron-Nelson Mtn,Elk,Any Legal Weapon,Antlerless,Public,,5,,,49,45,5,50,,,2,3,0,-2,GREEN,MODELED,modeled_engine,,,,FALSE,,,,42,14,33.3,7.7,3.1,antlerless elk.xlsx,EA1279_NONRESIDENT,25_antlerless_drawing_odds_repo,4570,"Antlerless Elk - Manti, Ferron-nelson Mtn - Any Legal Weapon",TRUE,TRUE
EA1280,Resident,"La Sal Mtns, North",Elk,Any Legal Weapon,Antlerless,Public,,157,,,167,157,18,175,,,78,79,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,111,34,30.6,5,3.2,antlerless elk.xlsx,EA1280_RESIDENT,25_antlerless_drawing_odds_repo,4596,"Antlerless Elk - La Sal, La Sal Mtns-north - Any Legal Weapon",TRUE,TRUE
EA1280,Nonresident,"La Sal Mtns, North",Elk,Any Legal Weapon,Antlerless,Public,,18,,,167,157,18,175,,,9,9,0,-3,GREEN,MODELED,modeled_engine,,,,FALSE,,,,111,34,30.6,5,3.2,antlerless elk.xlsx,EA1280_NONRESIDENT,25_antlerless_drawing_odds_repo,4596,"Antlerless Elk - La Sal, La Sal Mtns-north - Any Legal Weapon",TRUE,TRUE
EA1281,Resident,"Mt Dutton, Deep Creek",Elk,Any Legal Weapon,Antlerless,Public,,67,,,73,67,8,75,,,33,34,1,-2,GREEN,MODELED,modeled_engine,,,,FALSE,,,,64,24,37.5,4.2,3.3,antlerless elk.xlsx,EA1281_RESIDENT,25_antlerless_drawing_odds_repo,4622,"Antlerless Elk - Mt Dutton, Deep Creek - Any Legal Weapon",TRUE,TRUE
EA1281,Nonresident,"Mt Dutton, Deep Creek",Elk,Any Legal Weapon,Antlerless,Public,,8,,,73,67,8,75,,,4,4,2,-3,GREEN,MODELED,modeled_engine,,,,FALSE,,,,64,24,37.5,4.2,3.3,antlerless elk.xlsx,EA1281_NONRESIDENT,25_antlerless_drawing_odds_repo,4622,"Antlerless Elk - Mt Dutton, Deep Creek - Any Legal Weapon",TRUE,TRUE
EA1282,Resident,"Ogden, North",Elk,Archery,Antlerless,Public,,180,,,30,180,20,200,,,90,90,0,-2,GREEN,MODELED,modeled_engine,,,,FALSE,,,,0,,,,,antlerless elk.xlsx,EA1282_RESIDENT,25_antlerless_drawing_odds_repo,4648,"Antlerless Elk - Ogden, North - Archery",TRUE,TRUE
EA1282,Nonresident,"Ogden, North",Elk,Archery,Antlerless,Public,,20,,,30,180,20,200,,,10,10,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,0,,,,,antlerless elk.xlsx,EA1282_NONRESIDENT,25_antlerless_drawing_odds_repo,4648,"Antlerless Elk - Ogden, North - Archery",TRUE,TRUE
EA1283,Resident,Panguitch Lake,Elk,Archery,Antlerless,Public,,31,31.0,4.0,35.0,31.0,4.0,35,,,15,16,2,-2,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,30,3,10,5.1,3.2,antlerless elk.xlsx,EA1283_RESIDENT,25_antlerless_drawing_odds_repo,4674,Antlerless Elk - Panguitch Lake - Archery,TRUE,TRUE
EA1283,Nonresident,Panguitch Lake,Elk,Archery,Antlerless,Public,,4,31.0,4.0,35.0,31.0,4.0,35,,,2,2,3,2,RED,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,30,3,10,5.1,3.2,antlerless elk.xlsx,EA1283_NONRESIDENT,25_antlerless_drawing_odds_repo,4674,Antlerless Elk - Panguitch Lake - Archery,TRUE,TRUE
EA1284,Resident,Panguitch Lake,Elk,Muzzleloader,Antlerless,Public,,31,31.0,4.0,35.0,49.0,6.0,55,,,15,16,3,-3,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,27,4,14.8,4.3,2.6,antlerless elk.xlsx,EA1284_RESIDENT,25_antlerless_drawing_odds_repo,4700,Antlerless Elk - Panguitch Lake - Muzzleloader,TRUE,TRUE
EA1284,Nonresident,Panguitch Lake,Elk,Muzzleloader,Antlerless,Public,,4,31.0,4.0,35.0,49.0,6.0,55,,,2,2,2,-3,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,27,4,14.8,4.3,2.6,antlerless elk.xlsx,EA1284_NONRESIDENT,25_antlerless_drawing_odds_repo,4700,Antlerless Elk - Panguitch Lake - Muzzleloader,TRUE,TRUE
EA1285,Resident,Panguitch Lake,Elk,Any Legal Weapon,Antlerless,Public,,31,31.0,4.0,35.0,22.0,3.0,25,,,15,16,5,-1,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,31,19,61.3,2.2,4,antlerless elk.xlsx,EA1285_RESIDENT,25_antlerless_drawing_odds_repo,4726,Antlerless Elk - Panguitch Lake - Any Legal Weapon,TRUE,TRUE
EA1285,Nonresident,Panguitch Lake,Elk,Any Legal Weapon,Antlerless,Public,,4,31.0,4.0,35.0,22.0,3.0,25,,,2,2,7,-1,GREEN,MODELED,modeled_engine,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,31,19,61.3,2.2,4,antlerless elk.xlsx,EA1285_NONRESIDENT,25_antlerless_drawing_odds_repo,4726,Antlerless Elk - Panguitch Lake - Any Legal Weapon,TRUE,TRUE
EA1286,Resident,Monroe,Elk,Any Legal Weapon,Antlerless,Public,,36,27.0,3.0,30.0,36.0,4.0,40,,,18,18,5,-3,GREEN,MODELED,modeled_engine,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,15,9,60,3.8,3.8,antlerless elk.xlsx,EA1286_RESIDENT,25_antlerless_drawing_odds_repo,4752,Antlerless Elk - Monroe - Any Legal Weapon,TRUE,TRUE
EA1286,Nonresident,Monroe,Elk,Any Legal Weapon,Antlerless,Public,,4,27.0,3.0,30.0,36.0,4.0,40,,,2,2,5,4,RED,MODELED,modeled_engine,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,15,9,60,3.8,3.8,antlerless elk.xlsx,EA1286_NONRESIDENT,25_antlerless_drawing_odds_repo,4752,Antlerless Elk - Monroe - Any Legal Weapon,TRUE,TRUE
EA1287,Resident,"Box Elder, Grouse Creek",Elk,Any Legal Weapon,Antlerless,Public,,,,,,27.0,3.0,30,,,,,,,,,,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1287_RESIDENT,,,,FALSE,FALSE
EA1287,Nonresident,"Box Elder, Grouse Creek",Elk,Any Legal Weapon,Antlerless,Public,,,,,,27.0,3.0,30,,,,,,,,,,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1287_NONRESIDENT,,,,FALSE,FALSE
EA1288,Resident,"Manti, Ferron Lower",Elk,Any Legal Weapon,Antlerless,Public,,,,,,36.0,4.0,40,,,,,,,,,,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1288_RESIDENT,,,,FALSE,FALSE
EA1288,Nonresident,"Manti, Ferron Lower",Elk,Any Legal Weapon,Antlerless,Public,,,,,,36.0,4.0,40,,,,,,,,,,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1288_NONRESIDENT,,,,FALSE,FALSE
EA1289,Resident,"Manti, Ferron Lower",Elk,Any Legal Weapon,Antlerless,Public,,,,,,36.0,4.0,40,,,,,,,,,,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1289_RESIDENT,,,,FALSE,FALSE
EA1289,Nonresident,"Manti, Ferron Lower",Elk,Any Legal Weapon,Antlerless,Public,,,,,,36.0,4.0,40,,,,,,,,,,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1289_NONRESIDENT,,,,FALSE,FALSE
EA1290,Resident,"Manti, Ferron Lower",Elk,Any Legal Weapon,Antlerless,Public,,,,,,36.0,4.0,40,,,,,,,,,,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1290_RESIDENT,,,,FALSE,FALSE
EA1290,Nonresident,"Manti, Ferron Lower",Elk,Any Legal Weapon,Antlerless,Public,,,,,,36.0,4.0,40,,,,,,,,,,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1290_NONRESIDENT,,,,FALSE,FALSE
EA1291,Resident,"Mt Dutton, North",Elk,Any Legal Weapon,Antlerless,Public,,,,,,72.0,8.0,80,,,,,,,,,,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1291_RESIDENT,,,,FALSE,FALSE
EA1291,Nonresident,"Mt Dutton, North",Elk,Any Legal Weapon,Antlerless,Public,,,,,,72.0,8.0,80,,,,,,,,,,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1291_NONRESIDENT,,,,FALSE,FALSE
EA1292,Resident,"Mt Dutton, North",Elk,Any Legal Weapon,Antlerless,Public,,,,,,72.0,8.0,80,,,,,,,,,,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1292_RESIDENT,,,,FALSE,FALSE
EA1292,Nonresident,"Mt Dutton, North",Elk,Any Legal Weapon,Antlerless,Public,,,,,,72.0,8.0,80,,,,,,,,,,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1292_NONRESIDENT,,,,FALSE,FALSE
EA1293,Resident,"North Slope, Three Corners",Elk,Any Legal Weapon,Antlerless,Public,,,,,,22.0,3.0,25,,,,,,,,,,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1293_RESIDENT,,,,FALSE,FALSE
EA1293,Nonresident,"North Slope, Three Corners",Elk,Any Legal Weapon,Antlerless,Public,,,,,,22.0,3.0,25,,,,,,,,,,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1293_NONRESIDENT,,,,FALSE,FALSE
EA1294,Resident,"Paunsaugunt, East",Elk,Any Legal Weapon,Antlerless,Public,,,,,,22.0,3.0,25,,,,,,,,,,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1294_RESIDENT,,,,FALSE,FALSE
EA1294,Nonresident,"Paunsaugunt, East",Elk,Any Legal Weapon,Antlerless,Public,,,,,,22.0,3.0,25,,,,,,,,,,,,,FALSE,45,2026 ANTLERLESS ELK HUNT (3 OF 4),2026-04-rac-packet.pdf,,,,,,,EA1294_NONRESIDENT,,,,FALSE,FALSE
